,time,trial,time_penalty,gameState,bad_trials,in_view,view_change
391,877335,2,1,Encoding,,False,False
392,877585,2,1,Encoding,,False,False
393,877835,2,1,Encoding,,False,False
394,878086,2,1,Encoding,,False,False
395,878336,2,1,Encoding,,False,False
396,878586,2,1,Encoding,,False,False
397,878835,2,1,Encoding,,False,False
398,879085,2,1,Encoding,,False,False
399,879336,2,1,Encoding,,False,False
400,879586,2,1,Encoding,,False,False
401,879835,2,1,Encoding,,False,False
402,880085,2,1,Encoding,,False,False
403,880334,2,1,Encoding,,False,False
404,880585,2,1,Encoding,,False,False
405,880836,2,1,Encoding,,False,False
406,881085,2,1,Encoding,,False,False
407,881335,2,1,Encoding,,False,False
408,881585,2,1,Encoding,,False,False
409,881835,2,1,Encoding,,False,False
410,882085,2,1,Encoding,,False,False
411,882335,2,1,Encoding,,False,False
412,882586,2,1,Encoding,,False,False
413,882835,2,1,Encoding,,False,False
414,883085,2,1,Encoding,,False,False
415,883336,2,1,Encoding,,False,False
416,883585,2,1,Encoding,,False,False
417,883836,2,1,Encoding,,False,False
418,884085,2,1,Encoding,,False,False
419,884335,2,1,Encoding,,False,False
420,884585,2,1,Encoding,,False,False
421,884834,2,1,Encoding,,False,False
422,885084,2,1,Encoding,,False,False
423,885335,2,1,Encoding,,False,False
424,885585,2,1,Encoding,,False,False
425,885835,2,1,Encoding,,False,False
426,886085,2,1,Encoding,,False,False
427,886336,2,1,Encoding,,False,False
428,886586,2,1,Encoding,,False,False
429,886836,2,1,Encoding,,False,False
430,887086,2,1,Encoding,,False,False
431,887336,2,1,Encoding,,False,False
432,887586,2,1,Encoding,,False,False
433,887835,2,1,Encoding,,False,False
434,888086,2,1,Encoding,,False,False
435,888335,2,1,Encoding,,False,False
436,888586,2,1,Encoding,,False,False
437,888836,2,1,Encoding,,False,False
438,889085,2,1,Encoding,,False,False
439,889336,2,1,Encoding,,False,False
440,889587,2,1,ReturnToBase1,,False,False
441,889836,2,1,ReturnToBase1,,False,False
442,890086,2,1,ReturnToBase1,,False,False
443,890336,2,1,ReturnToBase1,,False,False
444,890586,2,1,ReturnToBase1,,False,False
445,890836,2,1,ReturnToBase1,,False,False
446,891085,2,1,ReturnToBase1,,False,False
447,891336,2,1,ReturnToBase1,,False,False
448,891586,2,1,ReturnToBase1,,False,False
449,891836,2,1,ReturnToBase1,,True,True
450,892085,2,1,ReturnToBase1,,True,False
451,892335,2,1,ReturnToBase1,,True,False
452,892586,2,1,ReturnToBase1,,True,False
453,892836,2,1,ReturnToBase1,,True,False
454,893086,2,1,ReturnToBase1,,True,False
455,893336,2,1,ReturnToBase1,,True,False
456,893586,2,1,ReturnToBase1,,True,False
457,893836,2,1,ReturnToBase1,,True,False
458,894086,2,1,ReturnToBase1,,True,False
459,894335,2,1,ReturnToBase1,,True,False
460,894586,2,1,ReturnToBase1,,True,False
461,894835,2,1,ReturnToBase1,,True,False
462,907086,2,1,Retrieval,,True,False
463,907336,2,1,Retrieval,,True,False
464,907586,2,1,Retrieval,,True,False
465,907836,2,1,Retrieval,,True,False
466,908085,2,1,Retrieval,,True,False
467,908336,2,1,Retrieval,,True,False
468,908586,2,1,Retrieval,,True,False
469,908836,2,1,Retrieval,,True,False
470,909085,2,1,Retrieval,,True,False
471,909336,2,1,Retrieval,,True,False
472,909586,2,1,Retrieval,,True,False
473,909835,2,1,Retrieval,,False,True
474,910086,2,1,Retrieval,,False,False
475,910336,2,1,Retrieval,,False,False
476,910585,2,1,Retrieval,,False,False
477,910835,2,1,Retrieval,,False,False
478,911085,2,1,Retrieval,,False,False
479,911335,2,1,Retrieval,,False,False
480,911585,2,1,Retrieval,,False,False
481,911836,2,1,Retrieval,,False,False
482,912084,2,1,Retrieval,,False,False
483,912335,2,1,Retrieval,,False,False
484,912584,2,1,Retrieval,,False,False
485,912835,2,1,Retrieval,,False,False
486,913086,2,1,Retrieval,,False,False
487,913336,2,1,Retrieval,,False,False
488,913586,2,1,Retrieval,,False,False
489,913836,2,1,Retrieval,,False,False
490,914085,2,1,Retrieval,,False,False
491,914335,2,1,Retrieval,,False,False
492,914585,2,1,Retrieval,,False,False
493,914835,2,1,Retrieval,,False,False
494,915085,2,1,Retrieval,,False,False
495,915334,2,1,Retrieval,,False,False
496,915585,2,1,Retrieval,,False,False
497,915835,2,1,Retrieval,,False,False
498,916085,2,1,Retrieval,,False,False
499,916334,2,1,Retrieval,,False,False
500,916585,2,1,Retrieval,,False,False
501,916835,2,1,Retrieval,,False,False
502,917085,2,1,Retrieval,,False,False
503,917335,2,1,Retrieval,,False,False
504,917585,2,1,Retrieval,,False,False
505,917835,2,1,Retrieval,,False,False
506,918085,2,1,Retrieval,,False,False
507,918335,2,1,Retrieval,,False,False
508,918585,2,1,Retrieval,,False,False
509,918835,2,1,Retrieval,,False,False
510,919085,2,1,Retrieval,,False,False
511,919334,2,1,Retrieval,,False,False
512,919584,2,1,Retrieval,,False,False
513,919835,2,1,Retrieval,,False,False
514,920085,2,1,Retrieval,,False,False
515,920335,2,1,Retrieval,,False,False
516,920584,2,1,Retrieval,,False,False
517,920835,2,1,Retrieval,,False,False
518,921085,2,1,Retrieval,,False,False
519,921335,2,1,Retrieval,,False,False
520,921584,2,1,Retrieval,,False,False
521,921835,2,1,Retrieval,,False,False
522,922084,2,1,Retrieval,,False,False
523,922334,2,1,Retrieval,,False,False
524,922584,2,1,Retrieval,,False,False
525,922835,2,1,Retrieval,,False,False
526,923085,2,1,Retrieval,,False,False
527,923335,2,1,Retrieval,,False,False
528,923584,2,1,Retrieval,,False,False
529,923835,2,1,Retrieval,,False,False
530,924084,2,1,Retrieval,,False,False
531,924335,2,1,Retrieval,,False,False
532,924585,2,1,Retrieval,,False,False
533,924835,2,1,Retrieval,,False,False
534,925085,2,1,Retrieval,,False,False
535,925334,2,1,Retrieval,,False,False
536,925584,2,1,Retrieval,,False,False
537,925834,2,1,Retrieval,,False,False
538,926084,2,1,Retrieval,,False,False
539,926334,2,1,Retrieval,,False,False
540,926585,2,1,Retrieval,,False,False
541,926835,2,1,Retrieval,,False,False
542,927084,2,1,Retrieval,,False,False
543,927334,2,1,Retrieval,,False,False
544,927584,2,1,Retrieval,,False,False
545,927835,2,1,Retrieval,,False,False
546,928086,2,1,Retrieval,,False,False
547,928335,2,1,Retrieval,,False,False
548,928585,2,1,Retrieval,,False,False
549,928835,2,1,Retrieval,,False,False
550,929085,2,1,Retrieval,,False,False
551,929335,2,1,Retrieval,,False,False
552,929585,2,1,Retrieval,,False,False
553,929835,2,1,Retrieval,,False,False
554,930085,2,1,Retrieval,,False,False
555,930335,2,1,Retrieval,,False,False
556,930584,2,1,Retrieval,,False,False
557,930835,2,1,Retrieval,,False,False
558,931085,2,1,Retrieval,,False,False
559,931335,2,1,Retrieval,,False,False
560,931585,2,1,Retrieval,,False,False
561,931835,2,1,Retrieval,,False,False
562,932085,2,1,Retrieval,,False,False
563,932334,2,1,Retrieval,,False,False
564,932585,2,1,Retrieval,,False,False
565,932835,2,1,Retrieval,,False,False
566,933084,2,1,Retrieval,,False,False
567,933335,2,1,Retrieval,,False,False
568,933584,2,1,Retrieval,,False,False
569,933835,2,1,Retrieval,,False,False
570,934085,2,1,Retrieval,,False,False
571,934334,2,1,Retrieval,,False,False
572,934584,2,1,Retrieval,,False,False
573,934835,2,1,Retrieval,,False,False
574,935084,2,1,Retrieval,,False,False
575,935335,2,1,Retrieval,,False,False
576,935584,2,1,Retrieval,,False,False
577,935835,2,1,Retrieval,,False,False
578,936085,2,1,Retrieval,,False,False
579,936334,2,1,Retrieval,,False,False
580,936584,2,1,Retrieval,,False,False
581,936834,2,1,Retrieval,,False,False
582,937084,2,1,Retrieval,,False,False
583,937367,2,1,ReturnToBase2,,False,False
584,937634,2,1,ReturnToBase2,,False,False
585,937884,2,1,ReturnToBase2,,False,False
586,938135,2,1,ReturnToBase2,,False,False
587,938384,2,1,ReturnToBase2,,False,False
588,938634,2,1,ReturnToBase2,,False,False
589,938884,2,1,ReturnToBase2,,False,False
590,939134,2,1,ReturnToBase2,,False,False
591,939384,2,1,ReturnToBase2,,False,False
592,939635,2,1,ReturnToBase2,,False,False
593,939884,2,1,ReturnToBase2,,False,False
594,940134,2,1,ReturnToBase2,,False,False
595,940385,2,1,ReturnToBase2,,False,False
596,940635,2,1,ReturnToBase2,,False,False
597,940884,2,1,ReturnToBase2,,False,False
598,941134,2,1,ReturnToBase2,,False,False
599,941384,2,1,ReturnToBase2,,False,False
600,941634,2,1,ReturnToBase2,,False,False
601,941883,2,1,ReturnToBase2,,False,False
602,942134,2,1,ReturnToBase2,,False,False
603,942384,2,1,ReturnToBase2,,False,False
604,942634,2,1,ReturnToBase2,,False,False
605,942884,2,1,ReturnToBase2,,False,False
606,943134,2,1,ReturnToBase2,,False,False
607,943384,2,1,ReturnToBase2,,False,False
608,943634,2,1,ReturnToBase2,,False,False
609,943883,2,1,ReturnToBase2,,False,False
610,944134,2,1,ReturnToBase2,,False,False
611,944383,2,1,ReturnToBase2,,False,False
612,944634,2,1,ReturnToBase2,,False,False
613,944885,2,1,ReturnToBase2,,False,False
614,945135,2,1,ReturnToBase2,,False,False
615,945385,2,1,ReturnToBase2,,False,False
616,945634,2,1,ReturnToBase2,,False,False
617,945885,2,1,ReturnToBase2,,False,False
618,946135,2,1,ReturnToBase2,,False,False
619,946386,2,1,ReturnToBase2,,False,False
620,946634,2,1,ReturnToBase2,,False,False
621,946884,2,1,ReturnToBase2,,False,False
622,947135,2,1,ReturnToBase2,,False,False
623,947385,2,1,ReturnToBase2,,False,False
624,947635,2,1,ReturnToBase2,,False,False
625,947884,2,1,ReturnToBase2,,False,False
626,948135,2,1,ReturnToBase2,,False,False
627,948385,2,1,ReturnToBase2,,False,False
628,948635,2,1,ReturnToBase2,,False,False
629,948885,2,1,ReturnToBase2,,False,False
630,949135,2,1,ReturnToBase2,,False,False
631,949385,2,1,ReturnToBase2,,False,False
632,949635,2,1,ReturnToBase2,,False,False
633,949885,2,1,ReturnToBase2,,False,False
634,950135,2,1,ReturnToBase2,,True,True
635,950385,2,1,ReturnToBase2,,True,False
636,950635,2,1,ReturnToBase2,,True,False
637,950885,2,1,ReturnToBase2,,True,False
638,951134,2,1,ReturnToBase2,,True,False
639,951384,2,1,ReturnToBase2,,True,False
640,951636,2,1,ReturnToBase2,,True,False
641,951885,2,1,ReturnToBase2,,True,False
642,952134,2,1,ReturnToBase2,,True,False
643,952385,2,1,ReturnToBase2,,True,False
644,952634,2,1,ReturnToBase2,,True,False
645,965134,3,0,Encoding,,True,False
646,965384,3,0,Encoding,,True,False
647,965634,3,0,Encoding,,True,False
648,965885,3,0,Encoding,,True,False
649,966135,3,0,Encoding,,True,False
650,966385,3,0,Encoding,,True,False
651,966635,3,0,Encoding,,True,False
652,966885,3,0,Encoding,,True,False
653,967134,3,0,Encoding,,False,True
654,967384,3,0,Encoding,,False,False
655,967634,3,0,Encoding,,False,False
656,967884,3,0,Encoding,,False,False
657,968135,3,0,Encoding,,False,False
658,968384,3,0,Encoding,,False,False
659,968634,3,0,Encoding,,False,False
660,968884,3,0,Encoding,,False,False
661,969134,3,0,Encoding,,False,False
662,969384,3,0,Encoding,,False,False
663,969634,3,0,Encoding,,False,False
664,969885,3,0,Encoding,,False,False
665,970134,3,0,Encoding,,False,False
666,970384,3,0,Encoding,,False,False
667,970634,3,0,Encoding,,False,False
668,970884,3,0,Encoding,,False,False
669,971134,3,0,Encoding,,False,False
670,971384,3,0,Encoding,,False,False
671,971634,3,0,Encoding,,False,False
672,971884,3,0,Encoding,,False,False
673,972135,3,0,Encoding,,False,False
674,972384,3,0,Encoding,,False,False
675,972634,3,0,Encoding,,False,False
676,972885,3,0,Encoding,,False,False
677,973134,3,0,Encoding,,False,False
678,973384,3,0,Encoding,,False,False
679,973634,3,0,Encoding,,False,False
680,973884,3,0,Encoding,,False,False
681,974134,3,0,Encoding,,False,False
682,974384,3,0,Encoding,,False,False
683,974635,3,0,Encoding,,False,False
684,974884,3,0,Encoding,,False,False
685,975134,3,0,Encoding,,True,True
