,time,trial,time_penalty,gameState,bad_trials,in_view,view_change
0,755553,1,0,Encoding,,True,False
1,755804,1,0,Encoding,,True,False
2,756055,1,0,Encoding,,True,False
3,756304,1,0,Encoding,,True,False
4,756553,1,0,Encoding,,True,False
5,756804,1,0,Encoding,,True,False
6,757053,1,0,Encoding,,True,False
7,757305,1,0,Encoding,,True,False
8,757554,1,0,Encoding,,True,False
9,757804,1,0,Encoding,,False,True
10,758055,1,0,Encoding,,False,False
11,758304,1,0,Encoding,,False,False
12,758554,1,0,Encoding,,False,False
13,758804,1,0,Encoding,,False,False
14,759054,1,0,Encoding,,False,False
15,759304,1,0,Encoding,,False,False
16,759554,1,0,Encoding,,False,False
17,759804,1,0,Encoding,,False,False
18,760054,1,0,Encoding,,False,False
19,760303,1,0,Encoding,,False,False
20,760554,1,0,Encoding,,False,False
21,760804,1,0,Encoding,,False,False
22,761054,1,0,Encoding,,False,False
23,761304,1,0,Encoding,,False,False
24,761553,1,0,Encoding,,False,False
25,761803,1,0,Encoding,,False,False
26,762054,1,0,Encoding,,False,False
27,762304,1,0,Encoding,,False,False
28,762554,1,0,Encoding,,False,False
29,762803,1,0,Encoding,,False,False
30,763054,1,0,Encoding,,False,False
31,763303,1,0,Encoding,,False,False
32,763553,1,0,Encoding,,False,False
33,763802,1,0,Encoding,,False,False
34,764054,1,0,Encoding,,False,False
35,764304,1,0,Encoding,,False,False
36,764553,1,0,Encoding,,False,False
37,764803,1,0,Encoding,,False,False
38,765054,1,0,Encoding,,False,False
39,765304,1,0,Encoding,,False,False
40,765553,1,0,Encoding,,False,False
41,765804,1,0,Encoding,,False,False
42,766053,1,0,Encoding,,False,False
43,766304,1,0,Encoding,,False,False
44,766554,1,0,Encoding,,False,False
45,766804,1,0,Encoding,,False,False
46,767053,1,0,Encoding,,False,False
47,767304,1,0,Encoding,,False,False
48,767554,1,0,Encoding,,False,False
49,767804,1,0,Encoding,,False,False
50,768053,1,0,Encoding,,False,False
51,768304,1,0,Encoding,,False,False
52,768555,1,0,Encoding,,False,False
53,768805,1,0,Encoding,,False,False
54,769054,1,0,Encoding,,False,False
55,769304,1,0,Encoding,,False,False
56,769555,1,0,Encoding,,False,False
57,769804,1,0,Encoding,,False,False
58,770055,1,0,Encoding,,False,False
59,770305,1,0,Encoding,,False,False
60,770554,1,0,Encoding,,False,False
61,770805,1,0,Encoding,,False,False
62,771055,1,0,Encoding,,False,False
63,771304,1,0,Encoding,,False,False
64,771554,1,0,Encoding,,False,False
65,771804,1,0,Encoding,,False,False
66,772054,1,0,Encoding,,False,False
67,772305,1,0,Encoding,,False,False
68,772554,1,0,Encoding,,False,False
69,772804,1,0,Encoding,,False,False
70,773054,1,0,Encoding,,False,False
71,773305,1,0,Encoding,,False,False
72,773554,1,0,Encoding,,False,False
73,773805,1,0,Encoding,,False,False
74,774054,1,0,Encoding,,False,False
75,774304,1,0,Encoding,,False,False
76,774554,1,0,Encoding,,False,False
77,774804,1,0,Encoding,,False,False
78,775054,1,0,Encoding,,False,False
79,775305,1,0,Encoding,,False,False
80,775555,1,0,Encoding,,False,False
81,775805,1,0,Encoding,,False,False
82,776054,1,0,Encoding,,False,False
83,776304,1,0,Encoding,,False,False
84,776555,1,0,Encoding,,False,False
85,776805,1,0,Encoding,,False,False
86,777055,1,0,Encoding,,False,False
87,777305,1,0,Encoding,,False,False
88,777555,1,0,Encoding,,False,False
89,777804,1,0,Encoding,,False,False
90,778053,1,0,Encoding,,False,False
91,778304,1,0,Encoding,,False,False
92,778554,1,0,Encoding,,False,False
93,778805,1,0,Encoding,,False,False
94,779054,1,0,Encoding,,False,False
95,779305,1,0,Encoding,,False,False
96,779553,1,0,Encoding,,False,False
97,779805,1,0,Encoding,,False,False
98,780054,1,0,Encoding,,False,False
99,780305,1,0,Encoding,,False,False
100,780554,1,0,Encoding,,False,False
101,780804,1,0,Encoding,,False,False
102,781054,1,0,Encoding,,False,False
103,781304,1,0,Encoding,,False,False
104,781553,1,0,Encoding,,False,False
105,781803,1,0,Encoding,,False,False
106,782054,1,0,Encoding,,False,False
107,782304,1,0,Encoding,,False,False
108,782554,1,0,Encoding,,False,False
109,782803,1,0,Encoding,,False,False
110,783054,1,0,Encoding,,False,False
111,783304,1,0,Encoding,,False,False
112,783554,1,0,Encoding,,False,False
113,783803,1,0,Encoding,,False,False
114,784053,1,0,Encoding,,False,False
115,784303,1,0,Encoding,,False,False
116,784553,1,0,Encoding,,False,False
117,784804,1,0,Encoding,,False,False
118,785054,1,0,Encoding,,False,False
119,785304,1,0,Encoding,,False,False
120,785554,1,0,ReturnToBase1,,False,False
121,785803,1,0,ReturnToBase1,,False,False
122,786054,1,0,ReturnToBase1,,False,False
123,786303,1,0,ReturnToBase1,,False,False
124,786554,1,0,ReturnToBase1,,False,False
125,786804,1,0,ReturnToBase1,,False,False
126,787053,1,0,ReturnToBase1,,False,False
127,787304,1,0,ReturnToBase1,,False,False
128,787553,1,0,ReturnToBase1,,False,False
129,787804,1,0,ReturnToBase1,,False,False
130,788054,1,0,ReturnToBase1,,False,False
131,788303,1,0,ReturnToBase1,,False,False
132,788554,1,0,ReturnToBase1,,False,False
133,788804,1,0,ReturnToBase1,,False,False
134,789054,1,0,ReturnToBase1,,True,True
135,789304,1,0,ReturnToBase1,,True,False
136,789553,1,0,ReturnToBase1,,True,False
137,789804,1,0,ReturnToBase1,,True,False
138,790054,1,0,ReturnToBase1,,True,False
139,790304,1,0,ReturnToBase1,,True,False
140,790553,1,0,ReturnToBase1,,True,False
141,790804,1,0,ReturnToBase1,,True,False
142,791054,1,0,ReturnToBase1,,True,False
143,791304,1,0,ReturnToBase1,,True,False
144,791554,1,0,ReturnToBase1,,True,False
145,791803,1,0,ReturnToBase1,,True,False
146,792054,1,0,ReturnToBase1,,True,False
147,792304,1,0,ReturnToBase1,,True,False
148,804553,1,0,Retrieval,,True,False
149,804804,1,0,Retrieval,,True,False
150,805054,1,0,Retrieval,,True,False
151,805304,1,0,Retrieval,,True,False
152,805554,1,0,Retrieval,,True,False
153,805803,1,0,Retrieval,,True,False
154,806054,1,0,Retrieval,,True,False
155,806303,1,0,Retrieval,,True,False
156,806554,1,0,Retrieval,,True,False
157,806803,1,0,Retrieval,,True,False
158,807054,1,0,Retrieval,,True,False
159,807304,1,0,Retrieval,,True,False
160,807554,1,0,Retrieval,,False,True
161,807804,1,0,Retrieval,,False,False
162,808052,1,0,Retrieval,,False,False
163,808303,1,0,Retrieval,,False,False
164,808554,1,0,Retrieval,,False,False
165,808804,1,0,Retrieval,,False,False
166,809053,1,0,Retrieval,,False,False
167,809304,1,0,Retrieval,,False,False
168,809553,1,0,Retrieval,,False,False
169,809803,1,0,Retrieval,,False,False
170,810053,1,0,Retrieval,,False,False
171,810304,1,0,Retrieval,,False,False
172,810553,1,0,Retrieval,,False,False
173,810804,1,0,Retrieval,,False,False
174,811053,1,0,Retrieval,,False,False
175,811304,1,0,Retrieval,,False,False
176,811554,1,0,Retrieval,,False,False
177,811803,1,0,Retrieval,,False,False
178,812053,1,0,Retrieval,,False,False
179,812303,1,0,Retrieval,,False,False
180,812553,1,0,Retrieval,,False,False
181,812804,1,0,Retrieval,,False,False
182,813054,1,0,Retrieval,,False,False
183,813303,1,0,Retrieval,,False,False
184,813553,1,0,Retrieval,,False,False
185,813803,1,0,Retrieval,,False,False
186,814053,1,0,Retrieval,,False,False
187,814303,1,0,Retrieval,,False,False
188,814553,1,0,Retrieval,,False,False
189,814803,1,0,Retrieval,,False,False
190,815053,1,0,Retrieval,,False,False
191,815304,1,0,Retrieval,,False,False
192,815553,1,0,Retrieval,,False,False
193,815803,1,0,Retrieval,,False,False
194,816052,1,0,Retrieval,,False,False
195,816303,1,0,Retrieval,,False,False
196,816553,1,0,Retrieval,,False,False
197,816803,1,0,Retrieval,,False,False
198,817053,1,0,Retrieval,,False,False
199,817303,1,0,Retrieval,,False,False
200,817552,1,0,Retrieval,,False,False
201,817802,1,0,Retrieval,,False,False
202,818053,1,0,Retrieval,,False,False
203,818302,1,0,Retrieval,,False,False
204,818553,1,0,Retrieval,,False,False
205,818802,1,0,Retrieval,,False,False
206,819052,1,0,Retrieval,,False,False
207,819303,1,0,Retrieval,,False,False
208,819553,1,0,Retrieval,,False,False
209,819803,1,0,Retrieval,,False,False
210,820053,1,0,Retrieval,,False,False
211,820303,1,0,Retrieval,,False,False
212,820553,1,0,Retrieval,,False,False
213,820802,1,0,Retrieval,,False,False
214,821052,1,0,Retrieval,,False,False
215,821303,1,0,Retrieval,,False,False
216,821553,1,0,Retrieval,,False,False
217,821802,1,0,Retrieval,,False,False
218,822052,1,0,Retrieval,,False,False
219,822302,1,0,Retrieval,,False,False
220,822553,1,0,Retrieval,,False,False
221,822802,1,0,Retrieval,,False,False
222,823052,1,0,Retrieval,,False,False
223,823303,1,0,Retrieval,,False,False
224,823553,1,0,Retrieval,,False,False
225,823803,1,0,Retrieval,,False,False
226,824053,1,0,Retrieval,,False,False
227,824303,1,0,Retrieval,,False,False
228,824552,1,0,Retrieval,,False,False
229,824803,1,0,Retrieval,,False,False
230,825053,1,0,Retrieval,,False,False
231,825303,1,0,Retrieval,,False,False
232,825553,1,0,Retrieval,,False,False
233,825803,1,0,Retrieval,,False,False
234,826053,1,0,Retrieval,,False,False
235,826303,1,0,Retrieval,,False,False
236,826553,1,0,Retrieval,,False,False
237,826803,1,0,Retrieval,,False,False
238,827053,1,0,Retrieval,,False,False
239,827304,1,0,Retrieval,,False,False
240,827553,1,0,Retrieval,,False,False
241,827804,1,0,Retrieval,,False,False
242,828053,1,0,Retrieval,,False,False
243,828304,1,0,Retrieval,,False,False
244,828554,1,0,Retrieval,,False,False
245,828804,1,0,Retrieval,,False,False
246,829053,1,0,Retrieval,,False,False
247,829304,1,0,Retrieval,,False,False
248,829553,1,0,Retrieval,,False,False
249,829804,1,0,Retrieval,,False,False
250,830054,1,0,Retrieval,,False,False
251,830304,1,0,Retrieval,,False,False
252,830554,1,0,Retrieval,,False,False
253,830804,1,0,Retrieval,,False,False
254,831053,1,0,Retrieval,,False,False
255,831304,1,0,Retrieval,,False,False
256,831554,1,0,Retrieval,,False,False
257,831804,1,0,Retrieval,,False,False
258,832054,1,0,Retrieval,,False,False
259,832320,1,0,Retrieval,,False,False
260,832586,1,0,Retrieval,,False,False
261,832837,1,0,Retrieval,,False,False
262,833087,1,0,Retrieval,,False,False
263,833337,1,0,Retrieval,,False,False
264,833587,1,0,Retrieval,,False,False
265,833836,1,0,Retrieval,,False,False
266,834087,1,0,Retrieval,,False,False
267,834336,1,0,Retrieval,,False,False
268,834587,1,0,ReturnToBase2,,False,False
269,834837,1,0,ReturnToBase2,,False,False
270,835087,1,0,ReturnToBase2,,False,False
271,835337,1,0,ReturnToBase2,,False,False
272,835587,1,0,ReturnToBase2,,False,False
273,835837,1,0,ReturnToBase2,,False,False
274,836086,1,0,ReturnToBase2,,False,False
275,836336,1,0,ReturnToBase2,,False,False
276,836587,1,0,ReturnToBase2,,False,False
277,836837,1,0,ReturnToBase2,,False,False
278,837087,1,0,ReturnToBase2,,False,False
279,837337,1,0,ReturnToBase2,,False,False
280,837586,1,0,ReturnToBase2,,False,False
281,837836,1,0,ReturnToBase2,,False,False
282,838086,1,0,ReturnToBase2,,False,False
283,838336,1,0,ReturnToBase2,,False,False
284,838586,1,0,ReturnToBase2,,False,False
285,838836,1,0,ReturnToBase2,,False,False
286,839086,1,0,ReturnToBase2,,False,False
287,839336,1,0,ReturnToBase2,,False,False
288,839587,1,0,ReturnToBase2,,False,False
289,839837,1,0,ReturnToBase2,,False,False
290,840087,1,0,ReturnToBase2,,False,False
291,840337,1,0,ReturnToBase2,,False,False
292,840586,1,0,ReturnToBase2,,False,False
293,840836,1,0,ReturnToBase2,,False,False
294,841087,1,0,ReturnToBase2,,False,False
295,841336,1,0,ReturnToBase2,,False,False
296,841586,1,0,ReturnToBase2,,False,False
297,841836,1,0,ReturnToBase2,,False,False
298,842085,1,0,ReturnToBase2,,False,False
299,842335,1,0,ReturnToBase2,,False,False
300,842585,1,0,ReturnToBase2,,False,False
301,842836,1,0,ReturnToBase2,,False,False
302,843085,1,0,ReturnToBase2,,False,False
303,843336,1,0,ReturnToBase2,,False,False
304,843585,1,0,ReturnToBase2,,False,False
305,843835,1,0,ReturnToBase2,,False,False
306,844085,1,0,ReturnToBase2,,False,False
307,844336,1,0,ReturnToBase2,,True,True
308,844586,1,0,ReturnToBase2,,True,False
309,844837,1,0,ReturnToBase2,,True,False
310,845086,1,0,ReturnToBase2,,True,False
311,845336,1,0,ReturnToBase2,,True,False
312,845586,1,0,ReturnToBase2,,True,False
313,845837,1,0,ReturnToBase2,,True,False
314,846086,1,0,ReturnToBase2,,True,False
315,846337,1,0,ReturnToBase2,,True,False
316,846586,1,0,ReturnToBase2,,True,False
317,846836,1,0,ReturnToBase2,,True,False
318,847086,1,0,ReturnToBase2,,True,False
319,847336,1,0,ReturnToBase2,,True,False
320,859586,2,1,Encoding,,True,False
321,859836,2,1,Encoding,,True,False
322,860086,2,1,Encoding,,True,False
323,860335,2,1,Encoding,,True,False
324,860586,2,1,Encoding,,True,False
325,860836,2,1,Encoding,,True,False
326,861086,2,1,Encoding,,True,False
327,861336,2,1,Encoding,,True,False
328,861586,2,1,Encoding,,True,False
329,861835,2,1,Encoding,,False,True
330,862086,2,1,Encoding,,False,False
331,862336,2,1,Encoding,,False,False
332,862585,2,1,Encoding,,False,False
333,862835,2,1,Encoding,,False,False
334,863086,2,1,Encoding,,False,False
335,863335,2,1,Encoding,,False,False
336,863586,2,1,Encoding,,False,False
337,863836,2,1,Encoding,,False,False
338,864085,2,1,Encoding,,False,False
339,864336,2,1,Encoding,,False,False
340,864586,2,1,Encoding,,False,False
341,864836,2,1,Encoding,,False,False
342,865086,2,1,Encoding,,False,False
343,865335,2,1,Encoding,,False,False
344,865586,2,1,Encoding,,False,False
345,865835,2,1,Encoding,,False,False
346,866085,2,1,Encoding,,False,False
347,866335,2,1,Encoding,,False,False
348,866586,2,1,Encoding,,False,False
349,866836,2,1,Encoding,,False,False
350,867086,2,1,Encoding,,False,False
351,867335,2,1,Encoding,,False,False
352,867586,2,1,Encoding,,False,False
353,867836,2,1,Encoding,,False,False
354,868086,2,1,Encoding,,False,False
355,868336,2,1,Encoding,,False,False
356,868586,2,1,Encoding,,False,False
357,868836,2,1,Encoding,,False,False
358,869086,2,1,Encoding,,False,False
359,869336,2,1,Encoding,,False,False
360,869586,2,1,Encoding,,False,False
361,869836,2,1,Encoding,,False,False
362,870085,2,1,Encoding,,False,False
363,870336,2,1,Encoding,,False,False
364,870585,2,1,Encoding,,False,False
365,870835,2,1,Encoding,,False,False
366,871086,2,1,Encoding,,False,False
367,871336,2,1,Encoding,,False,False
368,871586,2,1,Encoding,,False,False
369,871836,2,1,Encoding,,False,False
370,872086,2,1,Encoding,,False,False
371,872335,2,1,Encoding,,False,False
372,872585,2,1,Encoding,,False,False
373,872836,2,1,Encoding,,False,False
374,873085,2,1,Encoding,,False,False
375,873335,2,1,Encoding,,False,False
376,873586,2,1,Encoding,,False,False
377,873835,2,1,Encoding,,False,False
378,874085,2,1,Encoding,,False,False
379,874335,2,1,Encoding,,False,False
380,874585,2,1,Encoding,,False,False
381,874835,2,1,Encoding,,False,False
382,875085,2,1,Encoding,,False,False
383,875336,2,1,Encoding,,False,False
384,875586,2,1,Encoding,,False,False
385,875836,2,1,Encoding,,False,False
386,876085,2,1,Encoding,,False,False
387,876336,2,1,Encoding,,False,False
388,876585,2,1,Encoding,,False,False
389,876836,2,1,Encoding,,False,False
390,877086,2,1,Encoding,,False,False
