,time,trial,time_penalty,gameState,bad_trials,in_view,view_change
0,719165,1,0,Encoding,,False,False
1,719165,1,0,Encoding,,True,True
2,719416,1,0,Encoding,,False,True
3,719416,1,0,Encoding,,True,True
4,719666,1,0,Encoding,,False,True
5,719666,1,0,Encoding,,True,True
6,719916,1,0,Encoding,,False,True
7,719916,1,0,Encoding,,True,True
8,720165,1,0,Encoding,,True,True
9,720165,1,0,Encoding,,False,True
10,720416,1,0,Encoding,,False,True
11,720416,1,0,Encoding,,True,True
12,720665,1,0,Encoding,,False,True
13,720665,1,0,Encoding,,True,True
14,720915,1,0,Encoding,,False,True
15,720915,1,0,Encoding,,True,True
16,721165,1,0,Encoding,,True,True
17,721165,1,0,Encoding,,False,True
18,721416,1,0,Encoding,,True,True
19,721416,1,0,Encoding,,False,True
20,721665,1,0,Encoding,,False,True
21,721665,1,0,Encoding,,True,True
22,721915,1,0,Encoding,,False,True
23,721915,1,0,Encoding,,True,True
24,722165,1,0,Encoding,,False,True
25,722165,1,0,Encoding,,True,True
26,722415,1,0,Encoding,,False,True
27,722415,1,0,Encoding,,False,False
28,722665,1,0,Encoding,,False,False
29,722665,1,0,Encoding,,False,False
30,722916,1,0,Encoding,,False,False
31,722916,1,0,Encoding,,False,False
32,723166,1,0,Encoding,,False,False
33,723166,1,0,Encoding,,False,False
34,723415,1,0,Encoding,,False,False
35,723415,1,0,Encoding,,False,False
36,723666,1,0,Encoding,,False,False
37,723666,1,0,Encoding,,False,False
38,723915,1,0,Encoding,,False,False
39,723915,1,0,Encoding,,False,False
40,724166,1,0,Encoding,,False,False
41,724166,1,0,Encoding,,False,False
42,724415,1,0,Encoding,,False,False
43,724415,1,0,Encoding,,False,False
44,724665,1,0,Encoding,,False,False
45,724665,1,0,Encoding,,False,False
46,724915,1,0,Encoding,,False,False
47,724915,1,0,Encoding,,False,False
48,725165,1,0,Encoding,,False,False
49,725165,1,0,Encoding,,False,False
50,725415,1,0,Encoding,,False,False
51,725415,1,0,Encoding,,False,False
52,725665,1,0,Encoding,,False,False
53,725665,1,0,Encoding,,False,False
54,725915,1,0,Encoding,,False,False
55,725915,1,0,Encoding,,False,False
56,726164,1,0,Encoding,,False,False
57,726164,1,0,Encoding,,False,False
58,726415,1,0,Encoding,,False,False
59,726415,1,0,Encoding,,False,False
60,726665,1,0,Encoding,,False,False
61,726665,1,0,Encoding,,False,False
62,726915,1,0,Encoding,,False,False
63,726915,1,0,Encoding,,False,False
64,727165,1,0,Encoding,,False,False
65,727165,1,0,Encoding,,False,False
66,727415,1,0,Encoding,,False,False
67,727415,1,0,Encoding,,False,False
68,727664,1,0,Encoding,,False,False
69,727664,1,0,Encoding,,False,False
70,727916,1,0,Encoding,,False,False
71,727916,1,0,Encoding,,False,False
72,728166,1,0,Encoding,,False,False
73,728166,1,0,Encoding,,False,False
74,728415,1,0,Encoding,,False,False
75,728415,1,0,Encoding,,False,False
76,728664,1,0,Encoding,,False,False
77,728664,1,0,Encoding,,False,False
78,728915,1,0,Encoding,,False,False
79,728915,1,0,Encoding,,False,False
80,729165,1,0,Encoding,,False,False
81,729165,1,0,Encoding,,False,False
82,729414,1,0,Encoding,,False,False
83,729414,1,0,Encoding,,False,False
84,729666,1,0,Encoding,,False,False
85,729666,1,0,Encoding,,False,False
86,729915,1,0,Encoding,,False,False
87,729915,1,0,Encoding,,False,False
88,730164,1,0,Encoding,,False,False
89,730164,1,0,Encoding,,False,False
90,730415,1,0,Encoding,,False,False
91,730415,1,0,Encoding,,False,False
92,730665,1,0,Encoding,,False,False
93,730665,1,0,Encoding,,False,False
