,subj_sess,trial,trial_phase,gameState,index,time,duration,time_bins,time_bin_dur,n_time_bins
83,U554_ses0,14,6,ReturnToBase2,"[54949, 54989]","[2288309, 2289243]",934,[2288309 2288809],500,1
84,U554_ses0,15,1,Delay1,"[55007, 55022]","[2291259, 2301259]",10000,"[2291259 2291759 2292259 2292759 2293259 2293759 2294259 2294759 2295259
 2295759 2296259 2296759 2297259 2297759 2298259 2298759 2299259 2299759
 2300259 2300759 2301259]",10000,20
85,U554_ses0,15,2,Encoding,"[55022, 56971]","[2301259, 2331275]",30016,"[2301259 2301759 2302259 2302759 2303259 2303759 2304259 2304759 2305259
 2305759 2306259 2306759 2307259 2307759 2308259 2308759 2309259 2309759
 2310259 2310759 2311259 2311759 2312259 2312759 2313259 2313759 2314259
 2314759 2315259 2315759 2316259 2316759 2317259 2317759 2318259 2318759
 2319259 2319759 2320259 2320759 2321259 2321759 2322259 2322759 2323259
 2323759 2324259 2324759 2325259 2325759 2326259 2326759 2327259 2327759
 2328259 2328759 2329259 2329759 2330259 2330759 2331259]",30000,60
86,U554_ses0,15,3,ReturnToBase1,"[56971, 57083]","[2331275, 2333008]",1733,[2331275 2331775 2332275 2332775],1500,3
87,U554_ses0,15,4,Delay2,"[57267, 57284]","[2357075, 2367091]",10016,"[2357075 2357575 2358075 2358575 2359075 2359575 2360075 2360575 2361075
 2361575 2362075 2362575 2363075 2363575 2364075 2364575 2365075 2365575
 2366075 2366575 2367075]",10000,20
88,U554_ses0,15,5,Retrieval,"[57284, 58957]","[2367091, 2397107]",30016,"[2367091 2367591 2368091 2368591 2369091 2369591 2370091 2370591 2371091
 2371591 2372091 2372591 2373091 2373591 2374091 2374591 2375091 2375591
 2376091 2376591 2377091 2377591 2378091 2378591 2379091 2379591 2380091
 2380591 2381091 2381591 2382091 2382591 2383091 2383591 2384091 2384591
 2385091 2385591 2386091 2386591 2387091 2387591 2388091 2388591 2389091
 2389591 2390091 2390591 2391091 2391591 2392091 2392591 2393091 2393591
 2394091 2394591 2395091 2395591 2396091 2396591 2397091]",30000,60
89,U554_ses0,15,6,ReturnToBase2,"[58957, 59233]","[2397107, 2402807]",5700,"[2397107 2397607 2398107 2398607 2399107 2399607 2400107 2400607 2401107
 2401607 2402107 2402607]",5500,11
90,U554_ses0,16,1,Delay1,"[59250, 59265]","[2404824, 2414825]",10001,"[2404824 2405324 2405824 2406324 2406824 2407324 2407824 2408324 2408824
 2409324 2409824 2410324 2410824 2411324 2411824 2412324 2412824 2413324
 2413824 2414324 2414824]",10000,20
91,U554_ses0,16,2,Encoding,"[59265, 61198]","[2414825, 2444841]",30016,"[2414825 2415325 2415825 2416325 2416825 2417325 2417825 2418325 2418825
 2419325 2419825 2420325 2420825 2421325 2421825 2422325 2422825 2423325
 2423825 2424325 2424825 2425325 2425825 2426325 2426825 2427325 2427825
 2428325 2428825 2429325 2429825 2430325 2430825 2431325 2431825 2432325
 2432825 2433325 2433825 2434325 2434825 2435325 2435825 2436325 2436825
 2437325 2437825 2438325 2438825 2439325 2439825 2440325 2440825 2441325
 2441825 2442325 2442825 2443325 2443825 2444325 2444825]",30000,60
92,U554_ses0,16,3,ReturnToBase1,"[61198, 61365]","[2444841, 2447389]",2548,[2444841 2445341 2445841 2446341 2446841 2447341],2500,5
93,U554_ses0,16,4,Delay2,"[61544, 61559]","[2471440, 2481456]",10016,"[2471440 2471940 2472440 2472940 2473440 2473940 2474440 2474940 2475440
 2475940 2476440 2476940 2477440 2477940 2478440 2478940 2479440 2479940
 2480440 2480940 2481440]",10000,20
94,U554_ses0,16,5,Retrieval,"[61559, 63148]","[2481456, 2511472]",30016,"[2481456 2481956 2482456 2482956 2483456 2483956 2484456 2484956 2485456
 2485956 2486456 2486956 2487456 2487956 2488456 2488956 2489456 2489956
 2490456 2490956 2491456 2491956 2492456 2492956 2493456 2493956 2494456
 2494956 2495456 2495956 2496456 2496956 2497456 2497956 2498456 2498956
 2499456 2499956 2500456 2500956 2501456 2501956 2502456 2502956 2503456
 2503956 2504456 2504956 2505456 2505956 2506456 2506956 2507456 2507956
 2508456 2508956 2509456 2509956 2510456 2510956 2511456]",30000,60
95,U554_ses0,16,6,ReturnToBase2,"[63148, 63426]","[2511472, 2518307]",6835,"[2511472 2511972 2512472 2512972 2513472 2513972 2514472 2514972 2515472
 2515972 2516472 2516972 2517472 2517972]",6500,13
96,U554_ses0,17,1,Delay1,"[63445, 63460]","[2520323, 2530323]",10000,"[2520323 2520823 2521323 2521823 2522323 2522823 2523323 2523823 2524323
 2524823 2525323 2525823 2526323 2526823 2527323 2527823 2528323 2528823
 2529323 2529823 2530323]",10000,20
97,U554_ses0,17,2,Encoding,"[63460, 65409]","[2530323, 2560339]",30016,"[2530323 2530823 2531323 2531823 2532323 2532823 2533323 2533823 2534323
 2534823 2535323 2535823 2536323 2536823 2537323 2537823 2538323 2538823
 2539323 2539823 2540323 2540823 2541323 2541823 2542323 2542823 2543323
 2543823 2544323 2544823 2545323 2545823 2546323 2546823 2547323 2547823
 2548323 2548823 2549323 2549823 2550323 2550823 2551323 2551823 2552323
 2552823 2553323 2553823 2554323 2554823 2555323 2555823 2556323 2556823
 2557323 2557823 2558323 2558823 2559323 2559823 2560323]",30000,60
98,U554_ses0,17,3,ReturnToBase1,"[65409, 65622]","[2560339, 2563655]",3316,[2560339 2560839 2561339 2561839 2562339 2562839 2563339],3000,6
99,U554_ses0,17,4,Delay2,"[65802, 65816]","[2587722, 2597737]",10015,"[2587722 2588222 2588722 2589222 2589722 2590222 2590722 2591222 2591722
 2592222 2592722 2593222 2593722 2594222 2594722 2595222 2595722 2596222
 2596722 2597222 2597722]",10000,20
100,U554_ses0,17,5,Retrieval,"[65816, 67563]","[2597737, 2627754]",30017,"[2597737 2598237 2598737 2599237 2599737 2600237 2600737 2601237 2601737
 2602237 2602737 2603237 2603737 2604237 2604737 2605237 2605737 2606237
 2606737 2607237 2607737 2608237 2608737 2609237 2609737 2610237 2610737
 2611237 2611737 2612237 2612737 2613237 2613737 2614237 2614737 2615237
 2615737 2616237 2616737 2617237 2617737 2618237 2618737 2619237 2619737
 2620237 2620737 2621237 2621737 2622237 2622737 2623237 2623737 2624237
 2624737 2625237 2625737 2626237 2626737 2627237 2627737]",30000,60
101,U554_ses0,17,6,ReturnToBase2,"[67563, 67869]","[2627754, 2634071]",6317,"[2627754 2628254 2628754 2629254 2629754 2630254 2630754 2631254 2631754
 2632254 2632754 2633254 2633754]",6000,12
102,U554_ses0,18,1,Delay1,"[67886, 67904]","[2636088, 2646103]",10015,"[2636088 2636588 2637088 2637588 2638088 2638588 2639088 2639588 2640088
 2640588 2641088 2641588 2642088 2642588 2643088 2643588 2644088 2644588
 2645088 2645588 2646088]",10000,20
103,U554_ses0,18,2,Encoding,"[67904, 69860]","[2646103, 2676120]",30017,"[2646103 2646603 2647103 2647603 2648103 2648603 2649103 2649603 2650103
 2650603 2651103 2651603 2652103 2652603 2653103 2653603 2654103 2654603
 2655103 2655603 2656103 2656603 2657103 2657603 2658103 2658603 2659103
 2659603 2660103 2660603 2661103 2661603 2662103 2662603 2663103 2663603
 2664103 2664603 2665103 2665603 2666103 2666603 2667103 2667603 2668103
 2668603 2669103 2669603 2670103 2670603 2671103 2671603 2672103 2672603
 2673103 2673603 2674103 2674603 2675103 2675603 2676103]",30000,60
104,U554_ses0,18,3,ReturnToBase1,"[69860, 69911]","[2676120, 2676887]",767,[2676120 2676620],500,1
105,U554_ses0,18,4,Delay2,"[70092, 70108]","[2700936, 2710952]",10016,"[2700936 2701436 2701936 2702436 2702936 2703436 2703936 2704436 2704936
 2705436 2705936 2706436 2706936 2707436 2707936 2708436 2708936 2709436
 2709936 2710436 2710936]",10000,20
106,U554_ses0,18,5,Retrieval,"[70108, 71623]","[2710952, 2740969]",30017,"[2710952 2711452 2711952 2712452 2712952 2713452 2713952 2714452 2714952
 2715452 2715952 2716452 2716952 2717452 2717952 2718452 2718952 2719452
 2719952 2720452 2720952 2721452 2721952 2722452 2722952 2723452 2723952
 2724452 2724952 2725452 2725952 2726452 2726952 2727452 2727952 2728452
 2728952 2729452 2729952 2730452 2730952 2731452 2731952 2732452 2732952
 2733452 2733952 2734452 2734952 2735452 2735952 2736452 2736952 2737452
 2737952 2738452 2738952 2739452 2739952 2740452 2740952]",30000,60
107,U554_ses0,18,6,ReturnToBase2,"[71623, 71624]","[2740969, 2740969]",0,[],0,0
108,U554_ses0,19,1,Delay1,"[71640, 71655]","[2742985, 2752986]",10001,"[2742985 2743485 2743985 2744485 2744985 2745485 2745985 2746485 2746985
 2747485 2747985 2748485 2748985 2749485 2749985 2750485 2750985 2751485
 2751985 2752485 2752985]",10000,20
109,U554_ses0,19,2,Encoding,"[71655, 73600]","[2752986, 2783002]",30016,"[2752986 2753486 2753986 2754486 2754986 2755486 2755986 2756486 2756986
 2757486 2757986 2758486 2758986 2759486 2759986 2760486 2760986 2761486
 2761986 2762486 2762986 2763486 2763986 2764486 2764986 2765486 2765986
 2766486 2766986 2767486 2767986 2768486 2768986 2769486 2769986 2770486
 2770986 2771486 2771986 2772486 2772986 2773486 2773986 2774486 2774986
 2775486 2775986 2776486 2776986 2777486 2777986 2778486 2778986 2779486
 2779986 2780486 2780986 2781486 2781986 2782486 2782986]",30000,60
110,U554_ses0,19,3,ReturnToBase1,"[73600, 73601]","[2783002, 2783002]",0,[],0,0
111,U554_ses0,19,4,Delay2,"[73776, 73793]","[2807051, 2817053]",10002,"[2807051 2807551 2808051 2808551 2809051 2809551 2810051 2810551 2811051
 2811551 2812051 2812551 2813051 2813551 2814051 2814551 2815051 2815551
 2816051 2816551 2817051]",10000,20
112,U554_ses0,19,5,Retrieval,"[73793, 75497]","[2817053, 2847067]",30014,"[2817053 2817553 2818053 2818553 2819053 2819553 2820053 2820553 2821053
 2821553 2822053 2822553 2823053 2823553 2824053 2824553 2825053 2825553
 2826053 2826553 2827053 2827553 2828053 2828553 2829053 2829553 2830053
 2830553 2831053 2831553 2832053 2832553 2833053 2833553 2834053 2834553
 2835053 2835553 2836053 2836553 2837053 2837553 2838053 2838553 2839053
 2839553 2840053 2840553 2841053 2841553 2842053 2842553 2843053 2843553
 2844053 2844553 2845053 2845553 2846053 2846553 2847053]",30000,60
113,U554_ses0,19,6,ReturnToBase2,"[75497, 75762]","[2847067, 2853785]",6718,"[2847067 2847567 2848067 2848567 2849067 2849567 2850067 2850567 2851067
 2851567 2852067 2852567 2853067 2853567]",6500,13
114,U554_ses0,20,1,Delay1,"[75779, 75796]","[2855800, 2865802]",10002,"[2855800 2856300 2856800 2857300 2857800 2858300 2858800 2859300 2859800
 2860300 2860800 2861300 2861800 2862300 2862800 2863300 2863800 2864300
 2864800 2865300 2865800]",10000,20
115,U554_ses0,20,2,Encoding,"[75796, 77722]","[2865802, 2895816]",30014,"[2865802 2866302 2866802 2867302 2867802 2868302 2868802 2869302 2869802
 2870302 2870802 2871302 2871802 2872302 2872802 2873302 2873802 2874302
 2874802 2875302 2875802 2876302 2876802 2877302 2877802 2878302 2878802
 2879302 2879802 2880302 2880802 2881302 2881802 2882302 2882802 2883302
 2883802 2884302 2884802 2885302 2885802 2886302 2886802 2887302 2887802
 2888302 2888802 2889302 2889802 2890302 2890802 2891302 2891802 2892302
 2892802 2893302 2893802 2894302 2894802 2895302 2895802]",30000,60
116,U554_ses0,20,3,ReturnToBase1,"[77722, 78287]","[2895816, 2904551]",8735,"[2895816 2896316 2896816 2897316 2897816 2898316 2898816 2899316 2899816
 2900316 2900816 2901316 2901816 2902316 2902816 2903316 2903816 2904316]",8500,17
117,U554_ses0,20,4,Delay2,"[78464, 78479]","[2928615, 2938616]",10001,"[2928615 2929115 2929615 2930115 2930615 2931115 2931615 2932115 2932615
 2933115 2933615 2934115 2934615 2935115 2935615 2936115 2936615 2937115
 2937615 2938115 2938615]",10000,20
118,U554_ses0,20,5,Retrieval,"[78479, 80220]","[2938616, 2968633]",30017,"[2938616 2939116 2939616 2940116 2940616 2941116 2941616 2942116 2942616
 2943116 2943616 2944116 2944616 2945116 2945616 2946116 2946616 2947116
 2947616 2948116 2948616 2949116 2949616 2950116 2950616 2951116 2951616
 2952116 2952616 2953116 2953616 2954116 2954616 2955116 2955616 2956116
 2956616 2957116 2957616 2958116 2958616 2959116 2959616 2960116 2960616
 2961116 2961616 2962116 2962616 2963116 2963616 2964116 2964616 2965116
 2965616 2966116 2966616 2967116 2967616 2968116 2968616]",30000,60
119,U554_ses0,20,6,ReturnToBase2,"[80220, 80413]","[2968633, 2972617]",3984,[2968633 2969133 2969633 2970133 2970633 2971133 2971633 2972133],3500,7
120,U554_ses0,21,1,Delay1,"[80434, 80451]","[2974632, 2984649]",10017,"[2974632 2975132 2975632 2976132 2976632 2977132 2977632 2978132 2978632
 2979132 2979632 2980132 2980632 2981132 2981632 2982132 2982632 2983132
 2983632 2984132 2984632]",10000,20
121,U554_ses0,21,2,Encoding,"[80451, 82184]","[2984649, 3014667]",30018,"[2984649 2985149 2985649 2986149 2986649 2987149 2987649 2988149 2988649
 2989149 2989649 2990149 2990649 2991149 2991649 2992149 2992649 2993149
 2993649 2994149 2994649 2995149 2995649 2996149 2996649 2997149 2997649
 2998149 2998649 2999149 2999649 3000149 3000649 3001149 3001649 3002149
 3002649 3003149 3003649 3004149 3004649 3005149 3005649 3006149 3006649
 3007149 3007649 3008149 3008649 3009149 3009649 3010149 3010649 3011149
 3011649 3012149 3012649 3013149 3013649 3014149 3014649]",30000,60
122,U554_ses0,21,3,ReturnToBase1,"[82184, 82185]","[3014667, 3014667]",0,[],0,0
123,U554_ses0,21,4,Delay2,"[82349, 82364]","[3038715, 3048715]",10000,"[3038715 3039215 3039715 3040215 3040715 3041215 3041715 3042215 3042715
 3043215 3043715 3044215 3044715 3045215 3045715 3046215 3046715 3047215
 3047715 3048215 3048715]",10000,20
124,U554_ses0,21,5,Retrieval,"[82364, 83860]","[3048715, 3078731]",30016,"[3048715 3049215 3049715 3050215 3050715 3051215 3051715 3052215 3052715
 3053215 3053715 3054215 3054715 3055215 3055715 3056215 3056715 3057215
 3057715 3058215 3058715 3059215 3059715 3060215 3060715 3061215 3061715
 3062215 3062715 3063215 3063715 3064215 3064715 3065215 3065715 3066215
 3066715 3067215 3067715 3068215 3068715 3069215 3069715 3070215 3070715
 3071215 3071715 3072215 3072715 3073215 3073715 3074215 3074715 3075215
 3075715 3076215 3076715 3077215 3077715 3078215 3078715]",30000,60
125,U554_ses0,21,6,ReturnToBase2,"[83860, 84120]","[3078731, 3084732]",6001,"[3078731 3079231 3079731 3080231 3080731 3081231 3081731 3082231 3082731
 3083231 3083731 3084231 3084731]",6000,12
126,U554_ses0,22,1,Delay1,"[84136, 84152]","[3086748, 3096764]",10016,"[3086748 3087248 3087748 3088248 3088748 3089248 3089748 3090248 3090748
 3091248 3091748 3092248 3092748 3093248 3093748 3094248 3094748 3095248
 3095748 3096248 3096748]",10000,20
127,U554_ses0,22,2,Encoding,"[84152, 85909]","[3096764, 3126781]",30017,"[3096764 3097264 3097764 3098264 3098764 3099264 3099764 3100264 3100764
 3101264 3101764 3102264 3102764 3103264 3103764 3104264 3104764 3105264
 3105764 3106264 3106764 3107264 3107764 3108264 3108764 3109264 3109764
 3110264 3110764 3111264 3111764 3112264 3112764 3113264 3113764 3114264
 3114764 3115264 3115764 3116264 3116764 3117264 3117764 3118264 3118764
 3119264 3119764 3120264 3120764 3121264 3121764 3122264 3122764 3123264
 3123764 3124264 3124764 3125264 3125764 3126264 3126764]",30000,60
128,U554_ses0,22,3,ReturnToBase1,"[85909, 85983]","[3126781, 3128064]",1283,[3126781 3127281 3127781],1000,2
129,U554_ses0,22,4,Delay2,"[86156, 86171]","[3152130, 3162146]",10016,"[3152130 3152630 3153130 3153630 3154130 3154630 3155130 3155630 3156130
 3156630 3157130 3157630 3158130 3158630 3159130 3159630 3160130 3160630
 3161130 3161630 3162130]",10000,20
130,U554_ses0,22,5,Retrieval,"[86171, 87664]","[3162146, 3192163]",30017,"[3162146 3162646 3163146 3163646 3164146 3164646 3165146 3165646 3166146
 3166646 3167146 3167646 3168146 3168646 3169146 3169646 3170146 3170646
 3171146 3171646 3172146 3172646 3173146 3173646 3174146 3174646 3175146
 3175646 3176146 3176646 3177146 3177646 3178146 3178646 3179146 3179646
 3180146 3180646 3181146 3181646 3182146 3182646 3183146 3183646 3184146
 3184646 3185146 3185646 3186146 3186646 3187146 3187646 3188146 3188646
 3189146 3189646 3190146 3190646 3191146 3191646 3192146]",30000,60
131,U554_ses0,22,6,ReturnToBase2,"[87664, 87881]","[3192163, 3197229]",5066,"[3192163 3192663 3193163 3193663 3194163 3194663 3195163 3195663 3196163
 3196663 3197163]",5000,10
132,U554_ses0,23,1,Delay1,"[87900, 87917]","[3199245, 3209263]",10018,"[3199245 3199745 3200245 3200745 3201245 3201745 3202245 3202745 3203245
 3203745 3204245 3204745 3205245 3205745 3206245 3206745 3207245 3207745
 3208245 3208745 3209245]",10000,20
133,U554_ses0,23,2,Encoding,"[87917, 89835]","[3209263, 3239277]",30014,"[3209263 3209763 3210263 3210763 3211263 3211763 3212263 3212763 3213263
 3213763 3214263 3214763 3215263 3215763 3216263 3216763 3217263 3217763
 3218263 3218763 3219263 3219763 3220263 3220763 3221263 3221763 3222263
 3222763 3223263 3223763 3224263 3224763 3225263 3225763 3226263 3226763
 3227263 3227763 3228263 3228763 3229263 3229763 3230263 3230763 3231263
 3231763 3232263 3232763 3233263 3233763 3234263 3234763 3235263 3235763
 3236263 3236763 3237263 3237763 3238263 3238763 3239263]",30000,60
134,U554_ses0,23,3,ReturnToBase1,"[89835, 89836]","[3239277, 3239277]",0,[],0,0
135,U554_ses0,23,4,Delay2,"[90018, 90035]","[3263312, 3273328]",10016,"[3263312 3263812 3264312 3264812 3265312 3265812 3266312 3266812 3267312
 3267812 3268312 3268812 3269312 3269812 3270312 3270812 3271312 3271812
 3272312 3272812 3273312]",10000,20
136,U554_ses0,23,5,Retrieval,"[90035, 91303]","[3273328, 3303344]",30016,"[3273328 3273828 3274328 3274828 3275328 3275828 3276328 3276828 3277328
 3277828 3278328 3278828 3279328 3279828 3280328 3280828 3281328 3281828
 3282328 3282828 3283328 3283828 3284328 3284828 3285328 3285828 3286328
 3286828 3287328 3287828 3288328 3288828 3289328 3289828 3290328 3290828
 3291328 3291828 3292328 3292828 3293328 3293828 3294328 3294828 3295328
 3295828 3296328 3296828 3297328 3297828 3298328 3298828 3299328 3299828
 3300328 3300828 3301328 3301828 3302328 3302828 3303328]",30000,60
137,U554_ses0,23,6,ReturnToBase2,"[91303, 91304]","[3303344, 3303344]",0,[],0,0
138,U554_ses0,24,1,Delay1,"[91320, 91336]","[3305360, 3315362]",10002,"[3305360 3305860 3306360 3306860 3307360 3307860 3308360 3308860 3309360
 3309860 3310360 3310860 3311360 3311860 3312360 3312860 3313360 3313860
 3314360 3314860 3315360]",10000,20
139,U554_ses0,24,2,Encoding,"[91336, 93082]","[3315362, 3345377]",30015,"[3315362 3315862 3316362 3316862 3317362 3317862 3318362 3318862 3319362
 3319862 3320362 3320862 3321362 3321862 3322362 3322862 3323362 3323862
 3324362 3324862 3325362 3325862 3326362 3326862 3327362 3327862 3328362
 3328862 3329362 3329862 3330362 3330862 3331362 3331862 3332362 3332862
 3333362 3333862 3334362 3334862 3335362 3335862 3336362 3336862 3337362
 3337862 3338362 3338862 3339362 3339862 3340362 3340862 3341362 3341862
 3342362 3342862 3343362 3343862 3344362 3344862 3345362]",30000,60
140,U554_ses0,24,3,ReturnToBase1,"[93082, 93408]","[3345377, 3351011]",5634,"[3345377 3345877 3346377 3346877 3347377 3347877 3348377 3348877 3349377
 3349877 3350377 3350877]",5500,11
141,U554_ses0,24,4,Delay2,"[93576, 93594]","[3375078, 3385093]",10015,"[3375078 3375578 3376078 3376578 3377078 3377578 3378078 3378578 3379078
 3379578 3380078 3380578 3381078 3381578 3382078 3382578 3383078 3383578
 3384078 3384578 3385078]",10000,20
142,U554_ses0,24,5,Retrieval,"[93594, 94892]","[3385093, 3415110]",30017,"[3385093 3385593 3386093 3386593 3387093 3387593 3388093 3388593 3389093
 3389593 3390093 3390593 3391093 3391593 3392093 3392593 3393093 3393593
 3394093 3394593 3395093 3395593 3396093 3396593 3397093 3397593 3398093
 3398593 3399093 3399593 3400093 3400593 3401093 3401593 3402093 3402593
 3403093 3403593 3404093 3404593 3405093 3405593 3406093 3406593 3407093
 3407593 3408093 3408593 3409093 3409593 3410093 3410593 3411093 3411593
 3412093 3412593 3413093 3413593 3414093 3414593 3415093]",30000,60
143,U554_ses0,24,6,ReturnToBase2,"[94892, 94921]","[3415110, 3415960]",850,[3415110 3415610],500,1
144,U554_ses0,25,1,Delay1,"[94939, 94954]","[3449260, 3459275]",10015,"[3449260 3449760 3450260 3450760 3451260 3451760 3452260 3452760 3453260
 3453760 3454260 3454760 3455260 3455760 3456260 3456760 3457260 3457760
 3458260 3458760 3459260]",10000,20
145,U554_ses0,25,2,Encoding,"[94954, 96706]","[3459275, 3489293]",30018,"[3459275 3459775 3460275 3460775 3461275 3461775 3462275 3462775 3463275
 3463775 3464275 3464775 3465275 3465775 3466275 3466775 3467275 3467775
 3468275 3468775 3469275 3469775 3470275 3470775 3471275 3471775 3472275
 3472775 3473275 3473775 3474275 3474775 3475275 3475775 3476275 3476775
 3477275 3477775 3478275 3478775 3479275 3479775 3480275 3480775 3481275
 3481775 3482275 3482775 3483275 3483775 3484275 3484775 3485275 3485775
 3486275 3486775 3487275 3487775 3488275 3488775 3489275]",30000,60
146,U554_ses0,25,3,ReturnToBase1,"[96706, 96707]","[3489293, 3489293]",0,[],0,0
147,U554_ses0,25,4,Delay2,"[96875, 96891]","[3513357, 3523359]",10002,"[3513357 3513857 3514357 3514857 3515357 3515857 3516357 3516857 3517357
 3517857 3518357 3518857 3519357 3519857 3520357 3520857 3521357 3521857
 3522357 3522857 3523357]",10000,20
148,U554_ses0,25,5,Retrieval,"[96891, 98061]","[3523359, 3553375]",30016,"[3523359 3523859 3524359 3524859 3525359 3525859 3526359 3526859 3527359
 3527859 3528359 3528859 3529359 3529859 3530359 3530859 3531359 3531859
 3532359 3532859 3533359 3533859 3534359 3534859 3535359 3535859 3536359
 3536859 3537359 3537859 3538359 3538859 3539359 3539859 3540359 3540859
 3541359 3541859 3542359 3542859 3543359 3543859 3544359 3544859 3545359
 3545859 3546359 3546859 3547359 3547859 3548359 3548859 3549359 3549859
 3550359 3550859 3551359 3551859 3552359 3552859 3553359]",30000,60
149,U554_ses0,25,6,ReturnToBase2,"[98061, 98062]","[3553375, 3553375]",0,[],0,0
150,U554_ses0,26,1,Delay1,"[98078, 98094]","[3555390, 3565392]",10002,"[3555390 3555890 3556390 3556890 3557390 3557890 3558390 3558890 3559390
 3559890 3560390 3560890 3561390 3561890 3562390 3562890 3563390 3563890
 3564390 3564890 3565390]",10000,20
151,U554_ses0,26,2,Encoding,"[98094, 99861]","[3565392, 3595408]",30016,"[3565392 3565892 3566392 3566892 3567392 3567892 3568392 3568892 3569392
 3569892 3570392 3570892 3571392 3571892 3572392 3572892 3573392 3573892
 3574392 3574892 3575392 3575892 3576392 3576892 3577392 3577892 3578392
 3578892 3579392 3579892 3580392 3580892 3581392 3581892 3582392 3582892
 3583392 3583892 3584392 3584892 3585392 3585892 3586392 3586892 3587392
 3587892 3588392 3588892 3589392 3589892 3590392 3590892 3591392 3591892
 3592392 3592892 3593392 3593892 3594392 3594892 3595392]",30000,60
152,U554_ses0,26,3,ReturnToBase1,"[99861, 99862]","[3595408, 3595408]",0,[],0,0
153,U554_ses0,26,4,Delay2,"[100028, 100046]","[3619457, 3629473]",10016,"[3619457 3619957 3620457 3620957 3621457 3621957 3622457 3622957 3623457
 3623957 3624457 3624957 3625457 3625957 3626457 3626957 3627457 3627957
 3628457 3628957 3629457]",10000,20
154,U554_ses0,26,5,Retrieval,"[100046, 101639]","[3629473, 3659489]",30016,"[3629473 3629973 3630473 3630973 3631473 3631973 3632473 3632973 3633473
 3633973 3634473 3634973 3635473 3635973 3636473 3636973 3637473 3637973
 3638473 3638973 3639473 3639973 3640473 3640973 3641473 3641973 3642473
 3642973 3643473 3643973 3644473 3644973 3645473 3645973 3646473 3646973
 3647473 3647973 3648473 3648973 3649473 3649973 3650473 3650973 3651473
 3651973 3652473 3652973 3653473 3653973 3654473 3654973 3655473 3655973
 3656473 3656973 3657473 3657973 3658473 3658973 3659473]",30000,60
155,U554_ses0,26,6,ReturnToBase2,"[101639, 102028]","[3659489, 3667523]",8034,"[3659489 3659989 3660489 3660989 3661489 3661989 3662489 3662989 3663489
 3663989 3664489 3664989 3665489 3665989 3666489 3666989 3667489]",8000,16
156,U554_ses0,27,1,Delay1,"[102043, 102060]","[3669523, 3679539]",10016,"[3669523 3670023 3670523 3671023 3671523 3672023 3672523 3673023 3673523
 3674023 3674523 3675023 3675523 3676023 3676523 3677023 3677523 3678023
 3678523 3679023 3679523]",10000,20
157,U554_ses0,27,2,Encoding,"[102060, 103808]","[3679539, 3709555]",30016,"[3679539 3680039 3680539 3681039 3681539 3682039 3682539 3683039 3683539
 3684039 3684539 3685039 3685539 3686039 3686539 3687039 3687539 3688039
 3688539 3689039 3689539 3690039 3690539 3691039 3691539 3692039 3692539
 3693039 3693539 3694039 3694539 3695039 3695539 3696039 3696539 3697039
 3697539 3698039 3698539 3699039 3699539 3700039 3700539 3701039 3701539
 3702039 3702539 3703039 3703539 3704039 3704539 3705039 3705539 3706039
 3706539 3707039 3707539 3708039 3708539 3709039 3709539]",30000,60
158,U554_ses0,27,3,ReturnToBase1,"[103808, 103809]","[3709555, 3709555]",0,[],0,0
159,U554_ses0,27,4,Delay2,"[103975, 103990]","[3733621, 3743637]",10016,"[3733621 3734121 3734621 3735121 3735621 3736121 3736621 3737121 3737621
 3738121 3738621 3739121 3739621 3740121 3740621 3741121 3741621 3742121
 3742621 3743121 3743621]",10000,20
160,U554_ses0,27,5,Retrieval,"[103990, 105366]","[3743637, 3773654]",30017,"[3743637 3744137 3744637 3745137 3745637 3746137 3746637 3747137 3747637
 3748137 3748637 3749137 3749637 3750137 3750637 3751137 3751637 3752137
 3752637 3753137 3753637 3754137 3754637 3755137 3755637 3756137 3756637
 3757137 3757637 3758137 3758637 3759137 3759637 3760137 3760637 3761137
 3761637 3762137 3762637 3763137 3763637 3764137 3764637 3765137 3765637
 3766137 3766637 3767137 3767637 3768137 3768637 3769137 3769637 3770137
 3770637 3771137 3771637 3772137 3772637 3773137 3773637]",30000,60
161,U554_ses0,27,6,ReturnToBase2,"[105366, 105367]","[3773654, 3773654]",0,[],0,0
162,U554_ses0,28,1,Delay1,"[105384, 105399]","[3775655, 3785670]",10015,"[3775655 3776155 3776655 3777155 3777655 3778155 3778655 3779155 3779655
 3780155 3780655 3781155 3781655 3782155 3782655 3783155 3783655 3784155
 3784655 3785155 3785655]",10000,20
163,U554_ses0,28,2,Encoding,"[105399, 107131]","[3785670, 3815686]",30016,"[3785670 3786170 3786670 3787170 3787670 3788170 3788670 3789170 3789670
 3790170 3790670 3791170 3791670 3792170 3792670 3793170 3793670 3794170
 3794670 3795170 3795670 3796170 3796670 3797170 3797670 3798170 3798670
 3799170 3799670 3800170 3800670 3801170 3801670 3802170 3802670 3803170
 3803670 3804170 3804670 3805170 3805670 3806170 3806670 3807170 3807670
 3808170 3808670 3809170 3809670 3810170 3810670 3811170 3811670 3812170
 3812670 3813170 3813670 3814170 3814670 3815170 3815670]",30000,60
164,U554_ses0,28,3,ReturnToBase1,"[107131, 107343]","[3815686, 3819404]",3718,[3815686 3816186 3816686 3817186 3817686 3818186 3818686 3819186],3500,7
