,time,trial,time_penalty,gameState,bad_trials,in_view,gold_id,view_change
0,719120,1,0,Encoding,,False,amethystTorus0003,False
1,719120,1,0,Encoding,,False,amethystTorus0003,False
2,719132,1,0,Encoding,,False,rubyHeart0002,False
3,719132,1,0,Encoding,,False,rubyHeart0002,False
4,719148,1,0,Encoding,,False,saphireTeardrop0001,False
5,719148,1,0,Encoding,,False,saphireTeardrop0001,False
6,719165,1,0,Encoding,,False,citrineGeo0000,False
7,719165,1,0,Encoding,,False,citrineGeo0000,False
8,719365,1,0,Encoding,,False,amethystTorus0003,False
9,719365,1,0,Encoding,,False,amethystTorus0003,False
10,719383,1,0,Encoding,,False,rubyHeart0002,False
11,719383,1,0,Encoding,,False,rubyHeart0002,False
12,719399,1,0,Encoding,,False,saphireTeardrop0001,False
13,719399,1,0,Encoding,,False,saphireTeardrop0001,False
14,719416,1,0,Encoding,,False,citrineGeo0000,False
15,719416,1,0,Encoding,,False,citrineGeo0000,False
16,719616,1,0,Encoding,,False,amethystTorus0003,False
17,719616,1,0,Encoding,,False,amethystTorus0003,False
18,719632,1,0,Encoding,,False,rubyHeart0002,False
19,719632,1,0,Encoding,,False,rubyHeart0002,False
20,719649,1,0,Encoding,,False,saphireTeardrop0001,False
21,719649,1,0,Encoding,,False,saphireTeardrop0001,False
22,719666,1,0,Encoding,,False,citrineGeo0000,False
23,719666,1,0,Encoding,,False,citrineGeo0000,False
24,719864,1,0,Encoding,,False,amethystTorus0003,False
25,719864,1,0,Encoding,,False,amethystTorus0003,False
26,719882,1,0,Encoding,,False,rubyHeart0002,False
27,719882,1,0,Encoding,,False,rubyHeart0002,False
28,719898,1,0,Encoding,,False,saphireTeardrop0001,False
29,719898,1,0,Encoding,,False,saphireTeardrop0001,False
30,719916,1,0,Encoding,,False,citrineGeo0000,False
31,719916,1,0,Encoding,,False,citrineGeo0000,False
32,720115,1,0,Encoding,,False,amethystTorus0003,False
33,720115,1,0,Encoding,,False,amethystTorus0003,False
34,720131,1,0,Encoding,,False,rubyHeart0002,False
35,720131,1,0,Encoding,,False,rubyHeart0002,False
36,720150,1,0,Encoding,,False,saphireTeardrop0001,False
37,720150,1,0,Encoding,,False,saphireTeardrop0001,False
38,720165,1,0,Encoding,,False,citrineGeo0000,False
39,720165,1,0,Encoding,,False,citrineGeo0000,False
40,720366,1,0,Encoding,,False,amethystTorus0003,False
41,720366,1,0,Encoding,,False,amethystTorus0003,False
42,720382,1,0,Encoding,,False,rubyHeart0002,False
43,720382,1,0,Encoding,,False,rubyHeart0002,False
44,720398,1,0,Encoding,,False,saphireTeardrop0001,False
45,720398,1,0,Encoding,,False,saphireTeardrop0001,False
46,720416,1,0,Encoding,,False,citrineGeo0000,False
47,720416,1,0,Encoding,,False,citrineGeo0000,False
48,720616,1,0,Encoding,,False,amethystTorus0003,False
49,720616,1,0,Encoding,,False,amethystTorus0003,False
50,720632,1,0,Encoding,,False,rubyHeart0002,False
51,720632,1,0,Encoding,,False,rubyHeart0002,False
52,720649,1,0,Encoding,,False,saphireTeardrop0001,False
53,720649,1,0,Encoding,,False,saphireTeardrop0001,False
54,720665,1,0,Encoding,,False,citrineGeo0000,False
55,720665,1,0,Encoding,,False,citrineGeo0000,False
56,720865,1,0,Encoding,,False,amethystTorus0003,False
57,720865,1,0,Encoding,,False,amethystTorus0003,False
58,720881,1,0,Encoding,,False,rubyHeart0002,False
59,720881,1,0,Encoding,,False,rubyHeart0002,False
60,720898,1,0,Encoding,,False,saphireTeardrop0001,False
61,720898,1,0,Encoding,,False,saphireTeardrop0001,False
62,720915,1,0,Encoding,,False,citrineGeo0000,False
63,720915,1,0,Encoding,,False,citrineGeo0000,False
64,721115,1,0,Encoding,,False,amethystTorus0003,False
65,721115,1,0,Encoding,,False,amethystTorus0003,False
66,721133,1,0,Encoding,,False,rubyHeart0002,False
67,721133,1,0,Encoding,,False,rubyHeart0002,False
68,721149,1,0,Encoding,,False,saphireTeardrop0001,False
69,721149,1,0,Encoding,,False,saphireTeardrop0001,False
70,721165,1,0,Encoding,,False,citrineGeo0000,False
71,721165,1,0,Encoding,,False,citrineGeo0000,False
72,721366,1,0,Encoding,,False,amethystTorus0003,False
73,721366,1,0,Encoding,,False,amethystTorus0003,False
74,721381,1,0,Encoding,,False,rubyHeart0002,False
75,721381,1,0,Encoding,,False,rubyHeart0002,False
76,721398,1,0,Encoding,,False,saphireTeardrop0001,False
77,721398,1,0,Encoding,,False,saphireTeardrop0001,False
78,721416,1,0,Encoding,,False,citrineGeo0000,False
79,721416,1,0,Encoding,,False,citrineGeo0000,False
80,721615,1,0,Encoding,,False,amethystTorus0003,False
81,721615,1,0,Encoding,,False,amethystTorus0003,False
82,721632,1,0,Encoding,,False,rubyHeart0002,False
83,721632,1,0,Encoding,,False,rubyHeart0002,False
84,721648,1,0,Encoding,,False,saphireTeardrop0001,False
85,721648,1,0,Encoding,,False,saphireTeardrop0001,False
86,721665,1,0,Encoding,,False,citrineGeo0000,False
87,721665,1,0,Encoding,,False,citrineGeo0000,False
88,721865,1,0,Encoding,,False,amethystTorus0003,False
89,721865,1,0,Encoding,,False,amethystTorus0003,False
90,721882,1,0,Encoding,,False,rubyHeart0002,False
91,721882,1,0,Encoding,,False,rubyHeart0002,False
92,721898,1,0,Encoding,,False,saphireTeardrop0001,False
93,721898,1,0,Encoding,,False,saphireTeardrop0001,False
94,721915,1,0,Encoding,,False,citrineGeo0000,False
95,721915,1,0,Encoding,,False,citrineGeo0000,False
96,722115,1,0,Encoding,,False,amethystTorus0003,False
97,722115,1,0,Encoding,,False,amethystTorus0003,False
98,722132,1,0,Encoding,,False,rubyHeart0002,False
99,722132,1,0,Encoding,,False,rubyHeart0002,False
100,722148,1,0,Encoding,,False,saphireTeardrop0001,False
101,722148,1,0,Encoding,,False,saphireTeardrop0001,False
102,722165,1,0,Encoding,,False,citrineGeo0000,False
103,722165,1,0,Encoding,,False,citrineGeo0000,False
104,722366,1,0,Encoding,,False,amethystTorus0003,False
105,722366,1,0,Encoding,,False,amethystTorus0003,False
106,722382,1,0,Encoding,,False,rubyHeart0002,False
107,722382,1,0,Encoding,,False,rubyHeart0002,False
108,722399,1,0,Encoding,,False,saphireTeardrop0001,False
109,722399,1,0,Encoding,,False,saphireTeardrop0001,False
110,722415,1,0,Encoding,,False,citrineGeo0000,False
111,722415,1,0,Encoding,,False,citrineGeo0000,False
112,722616,1,0,Encoding,,False,amethystTorus0003,False
113,722616,1,0,Encoding,,False,amethystTorus0003,False
114,722631,1,0,Encoding,,False,rubyHeart0002,False
115,722631,1,0,Encoding,,False,rubyHeart0002,False
116,722648,1,0,Encoding,,False,saphireTeardrop0001,False
117,722648,1,0,Encoding,,False,saphireTeardrop0001,False
118,722665,1,0,Encoding,,False,citrineGeo0000,False
119,722665,1,0,Encoding,,False,citrineGeo0000,False
120,722865,1,0,Encoding,,False,amethystTorus0003,False
121,722865,1,0,Encoding,,False,amethystTorus0003,False
122,722882,1,0,Encoding,,False,rubyHeart0002,False
123,722882,1,0,Encoding,,False,rubyHeart0002,False
124,722899,1,0,Encoding,,False,saphireTeardrop0001,False
125,722899,1,0,Encoding,,False,saphireTeardrop0001,False
126,722916,1,0,Encoding,,False,citrineGeo0000,False
127,722916,1,0,Encoding,,False,citrineGeo0000,False
128,723115,1,0,Encoding,,False,amethystTorus0003,False
129,723115,1,0,Encoding,,False,amethystTorus0003,False
130,723132,1,0,Encoding,,False,rubyHeart0002,False
131,723132,1,0,Encoding,,False,rubyHeart0002,False
132,723148,1,0,Encoding,,False,saphireTeardrop0001,False
133,723148,1,0,Encoding,,False,saphireTeardrop0001,False
134,723166,1,0,Encoding,,False,citrineGeo0000,False
135,723166,1,0,Encoding,,False,citrineGeo0000,False
136,723366,1,0,Encoding,,False,amethystTorus0003,False
137,723366,1,0,Encoding,,False,amethystTorus0003,False
138,723382,1,0,Encoding,,False,rubyHeart0002,False
139,723382,1,0,Encoding,,False,rubyHeart0002,False
140,723399,1,0,Encoding,,False,saphireTeardrop0001,False
141,723399,1,0,Encoding,,False,saphireTeardrop0001,False
142,723415,1,0,Encoding,,False,citrineGeo0000,False
143,723415,1,0,Encoding,,False,citrineGeo0000,False
144,723615,1,0,Encoding,,False,amethystTorus0003,False
145,723615,1,0,Encoding,,False,amethystTorus0003,False
146,723632,1,0,Encoding,,False,rubyHeart0002,False
147,723632,1,0,Encoding,,False,rubyHeart0002,False
148,723648,1,0,Encoding,,False,saphireTeardrop0001,False
149,723648,1,0,Encoding,,False,saphireTeardrop0001,False
150,723666,1,0,Encoding,,False,citrineGeo0000,False
151,723666,1,0,Encoding,,False,citrineGeo0000,False
152,723865,1,0,Encoding,,False,amethystTorus0003,False
153,723865,1,0,Encoding,,False,amethystTorus0003,False
154,723882,1,0,Encoding,,False,rubyHeart0002,False
155,723882,1,0,Encoding,,False,rubyHeart0002,False
156,723899,1,0,Encoding,,False,saphireTeardrop0001,False
157,723899,1,0,Encoding,,False,saphireTeardrop0001,False
158,723915,1,0,Encoding,,False,citrineGeo0000,False
159,723915,1,0,Encoding,,False,citrineGeo0000,False
160,724116,1,0,Encoding,,False,amethystTorus0003,False
161,724116,1,0,Encoding,,False,amethystTorus0003,False
162,724132,1,0,Encoding,,False,rubyHeart0002,False
163,724132,1,0,Encoding,,False,rubyHeart0002,False
164,724149,1,0,Encoding,,False,saphireTeardrop0001,False
165,724149,1,0,Encoding,,False,saphireTeardrop0001,False
166,724166,1,0,Encoding,,False,citrineGeo0000,False
167,724166,1,0,Encoding,,False,citrineGeo0000,False
168,724365,1,0,Encoding,,False,amethystTorus0003,False
169,724365,1,0,Encoding,,False,amethystTorus0003,False
170,724381,1,0,Encoding,,False,rubyHeart0002,False
171,724381,1,0,Encoding,,True,rubyHeart0002,True
172,724399,1,0,Encoding,,False,saphireTeardrop0001,True
173,724399,1,0,Encoding,,False,saphireTeardrop0001,False
174,724415,1,0,Encoding,,False,citrineGeo0000,False
175,724415,1,0,Encoding,,False,citrineGeo0000,False
176,724616,1,0,Encoding,,False,amethystTorus0003,False
177,724616,1,0,Encoding,,True,amethystTorus0003,True
178,724631,1,0,Encoding,,False,rubyHeart0002,True
179,724631,1,0,Encoding,,True,rubyHeart0002,True
180,724647,1,0,Encoding,,False,saphireTeardrop0001,True
181,724647,1,0,Encoding,,False,saphireTeardrop0001,False
182,724665,1,0,Encoding,,False,citrineGeo0000,False
