,subj,sess,trial,time_penalty,gameState,start_time,stop_time,time_bin,time_step,maze_region,head_direc,is_moving,base_in_view,gold_in_view,gold_in_view_ids,dig_performed,dig_success,all_digs,dig_ids,dig_dists
74,U540,ses0,1,0,Encoding,782487,782987,54,10,SW Room,W,1,0,0.0,,,,,,
75,U540,ses0,1,0,Encoding,782987,783487,55,10,SW Room,W,1,0,0.0,,,,,,
76,U540,ses0,1,0,Encoding,783487,783987,56,10,SW Room,SW,1,0,0.0,,,,,,
77,U540,ses0,1,0,Encoding,783987,784487,57,10,SW Room,SW,1,0,0.0,,,,,,
78,U540,ses0,1,0,Encoding,784487,784987,58,10,SW Room,SW,1,0,0.0,,,,,,
79,U540,ses0,1,0,Encoding,784987,785487,59,10,SW Room,SW,1,0,0.0,,,,,,
80,U540,ses0,1,0,ReturnToBase1,785504,786004,0,1,SW Room,SW,1,0,0.0,,,,,,
81,U540,ses0,1,0,ReturnToBase1,786004,786504,1,1,SW Room,SW,1,0,0.0,,,,,,
82,U540,ses0,1,0,ReturnToBase1,786504,787004,2,2,SW Hall,SW,1,0,0.0,,,,,,
83,U540,ses0,1,0,ReturnToBase1,787004,787504,3,2,SW Hall,S,1,0,0.0,,,,,,
84,U540,ses0,1,0,ReturnToBase1,787504,788004,4,3,SW Hall,S,1,0,0.0,,,,,,
85,U540,ses0,1,0,ReturnToBase1,788004,788504,5,3,SW Hall,S,1,0,0.0,,,,,,
86,U540,ses0,1,0,ReturnToBase1,788504,789004,6,4,SW Hall,S,1,0,0.0,,,,,,
87,U540,ses0,1,0,ReturnToBase1,789004,789504,7,4,SW Hall,E,1,1,0.0,,,,,,
88,U540,ses0,1,0,ReturnToBase1,789504,790004,8,5,SW Hall,E,1,1,0.0,,,,,,
89,U540,ses0,1,0,ReturnToBase1,790004,790504,9,5,SW Hall,E,1,1,0.0,,,,,,
90,U540,ses0,1,0,ReturnToBase1,790504,791004,10,6,SW Hall,E,1,1,0.0,,,,,,
91,U540,ses0,1,0,ReturnToBase1,791004,791504,11,6,SW Hall,E,1,1,0.0,,,,,,
92,U540,ses0,1,0,ReturnToBase1,791504,792004,12,7,SW Hall,E,1,1,0.0,,,,,,
93,U540,ses0,1,0,Delay2,794520,795020,0,1,Base,N,0,1,,,,,,,
94,U540,ses0,1,0,Delay2,795020,795520,1,1,Base,N,0,1,,,,,,,
95,U540,ses0,1,0,Delay2,795520,796020,2,2,Base,N,0,1,,,,,,,
96,U540,ses0,1,0,Delay2,796020,796520,3,2,Base,N,0,1,,,,,,,
97,U540,ses0,1,0,Delay2,796520,797020,4,3,Base,N,0,1,,,,,,,
98,U540,ses0,1,0,Delay2,797020,797520,5,3,Base,N,0,1,,,,,,,
99,U540,ses0,1,0,Delay2,797520,798020,6,4,Base,N,0,1,,,,,,,
100,U540,ses0,1,0,Delay2,798020,798520,7,4,Base,N,0,1,,,,,,,
101,U540,ses0,1,0,Delay2,798520,799020,8,5,Base,N,0,1,,,,,,,
102,U540,ses0,1,0,Delay2,799020,799520,9,5,Base,N,0,1,,,,,,,
103,U540,ses0,1,0,Delay2,799520,800020,10,6,Base,N,0,1,,,,,,,
104,U540,ses0,1,0,Delay2,800020,800520,11,6,Base,N,0,1,,,,,,,
105,U540,ses0,1,0,Delay2,800520,801020,12,7,Base,N,0,1,,,,,,,
106,U540,ses0,1,0,Delay2,801020,801520,13,7,Base,N,0,1,,,,,,,
107,U540,ses0,1,0,Delay2,801520,802020,14,8,Base,N,0,1,,,,,,,
108,U540,ses0,1,0,Delay2,802020,802520,15,8,Base,N,0,1,,,,,,,
109,U540,ses0,1,0,Delay2,802520,803020,16,9,Base,N,0,1,,,,,,,
110,U540,ses0,1,0,Delay2,803020,803520,17,9,Base,N,0,1,,,,,,,
111,U540,ses0,1,0,Delay2,803520,804020,18,10,Base,N,0,1,,,,,,,
112,U540,ses0,1,0,Delay2,804020,804520,19,10,Base,N,0,1,,,,,,,
113,U540,ses0,1,0,Retrieval,804537,805037,0,1,Base,N,0,1,0.0,,0.0,,,,
114,U540,ses0,1,0,Retrieval,805037,805537,1,1,Base,N,1,1,0.0,,0.0,,,,
115,U540,ses0,1,0,Retrieval,805537,806037,2,1,Base,N,1,1,0.0,,0.0,,,,
116,U540,ses0,1,0,Retrieval,806037,806537,3,1,Base,N,1,1,0.0,,0.0,,,,
117,U540,ses0,1,0,Retrieval,806537,807037,4,1,Base,N,1,1,0.0,,0.0,,,,
118,U540,ses0,1,0,Retrieval,807037,807537,5,1,Base,N,1,1,0.0,,0.0,,,,
119,U540,ses0,1,0,Retrieval,807537,808037,6,2,Base,N,1,0,0.0,,0.0,,,,
120,U540,ses0,1,0,Retrieval,808037,808537,7,2,S Passage,N,1,0,0.0,,0.0,,,,
121,U540,ses0,1,0,Retrieval,808537,809037,8,2,S Passage,N,1,0,0.0,,0.0,,,,
122,U540,ses0,1,0,Retrieval,809037,809537,9,2,S Passage,N,1,0,0.0,,0.0,,,,
123,U540,ses0,1,0,Retrieval,809537,810037,10,2,S Passage,N,1,0,0.0,,0.0,,,,
124,U540,ses0,1,0,Retrieval,810037,810537,11,2,S Passage,N,1,0,0.0,,0.0,,,,
125,U540,ses0,1,0,Retrieval,810537,811037,12,3,S Passage,N,1,0,0.0,,0.0,,,,
126,U540,ses0,1,0,Retrieval,811037,811537,13,3,S Passage,N,1,0,0.0,,0.0,,,,
127,U540,ses0,1,0,Retrieval,811537,812037,14,3,S Passage,NW,1,0,0.0,,0.0,,,,
128,U540,ses0,1,0,Retrieval,812037,812537,15,3,S Passage,NW,1,0,0.0,,0.0,,,,
129,U540,ses0,1,0,Retrieval,812537,813037,16,3,S Passage,NW,1,0,0.0,,0.0,,,,
130,U540,ses0,1,0,Retrieval,813037,813537,17,3,S Passage,NW,1,0,0.0,,0.0,,,,
131,U540,ses0,1,0,Retrieval,813537,814037,18,4,S Passage,NW,0,0,0.0,,0.0,,,,
132,U540,ses0,1,0,Retrieval,814037,814537,19,4,S Passage,NW,1,0,0.0,,0.0,,,,
133,U540,ses0,1,0,Retrieval,814537,815037,20,4,S Passage,NW,1,0,0.0,,0.0,,,,
134,U540,ses0,1,0,Retrieval,815037,815537,21,4,S Passage,NW,1,0,0.0,,0.0,,,,
135,U540,ses0,1,0,Retrieval,815537,816037,22,4,C Hall,NW,1,0,0.0,,0.0,,,,
136,U540,ses0,1,0,Retrieval,816037,816537,23,4,C Hall,W,1,0,0.0,,0.0,,,,
137,U540,ses0,1,0,Retrieval,816537,817037,24,5,C Hall,NW,1,0,0.0,,0.0,,,,
138,U540,ses0,1,0,Retrieval,817037,817537,25,5,C Hall,NW,1,0,0.0,,0.0,,,,
139,U540,ses0,1,0,Retrieval,817537,818037,26,5,C Hall,NW,1,0,0.0,,0.0,,,,
140,U540,ses0,1,0,Retrieval,818037,818537,27,5,C Hall,NW,1,0,0.0,,0.0,,,,
141,U540,ses0,1,0,Retrieval,818537,819037,28,5,NW Room,NW,1,0,0.0,,0.0,,,,
142,U540,ses0,1,0,Retrieval,819037,819537,29,5,NW Room,N,1,0,0.0,,0.0,,,,
143,U540,ses0,1,0,Retrieval,819537,820037,30,6,NW Room,N,1,0,0.0,,0.0,,,,
144,U540,ses0,1,0,Retrieval,820037,820537,31,6,NW Room,N,1,0,0.0,,0.0,,,,
145,U540,ses0,1,0,Retrieval,820537,821037,32,6,NW Room,N,1,0,0.0,,0.0,,,,
146,U540,ses0,1,0,Retrieval,821037,821537,33,6,NW Room,N,1,0,0.0,,0.0,,,,
147,U540,ses0,1,0,Retrieval,821537,822037,34,6,NW Room,N,1,0,0.0,,0.0,,,,
148,U540,ses0,1,0,Retrieval,822037,822537,35,6,NW Room,NW,1,0,0.0,,0.0,,,,
149,U540,ses0,1,0,Retrieval,822537,823037,36,7,NW Room,NW,1,0,0.0,,0.0,,,,
150,U540,ses0,1,0,Retrieval,823037,823537,37,7,NW Room,NW,1,0,0.0,,0.0,,,,
151,U540,ses0,1,0,Retrieval,823537,824037,38,7,NW Room,NW,1,0,0.0,,0.0,,,,
152,U540,ses0,1,0,Retrieval,824037,824537,39,7,NW Room,NW,1,0,0.0,,0.0,,,,
153,U540,ses0,1,0,Retrieval,824537,825037,40,7,NW Room,N,1,0,0.0,,0.0,,,,
154,U540,ses0,1,0,Retrieval,825037,825537,41,7,NW Room,N,1,0,0.0,,0.0,,,,
155,U540,ses0,1,0,Retrieval,825537,826037,42,8,NW Room,N,1,0,0.0,,0.0,,,,
156,U540,ses0,1,0,Retrieval,826037,826537,43,8,NW Room,NW,1,0,0.0,,0.0,,,,
157,U540,ses0,1,0,Retrieval,826537,827037,44,8,NW Room,NW,1,0,0.0,,0.0,,,,
158,U540,ses0,1,0,Retrieval,827037,827537,45,8,NW Room,N,1,0,0.0,,0.0,,,,
159,U540,ses0,1,0,Retrieval,827537,828037,46,8,NW Room,N,1,0,0.0,,0.0,,,,
160,U540,ses0,1,0,Retrieval,828037,828537,47,8,NW Room,N,1,0,0.0,,0.0,,,,
161,U540,ses0,1,0,Retrieval,828537,829037,48,9,NW Room,N,1,0,0.0,,0.0,,,,
162,U540,ses0,1,0,Retrieval,829037,829537,49,9,NW Room,N,1,0,0.0,,0.0,,,,
163,U540,ses0,1,0,Retrieval,829537,830037,50,9,NW Room,N,0,0,0.0,,1.0,0.0,[0],['gold0001'],[22.31859]
164,U540,ses0,1,0,Retrieval,830037,830537,51,9,NW Room,N,0,0,0.0,,0.0,,,,
165,U540,ses0,1,0,Retrieval,830537,831037,52,9,NW Room,N,1,0,0.0,,0.0,,,,
166,U540,ses0,1,0,Retrieval,831037,831537,53,9,NW Room,N,1,0,0.0,,0.0,,,,
167,U540,ses0,1,0,Retrieval,831537,832037,54,10,NW Room,N,1,0,0.0,,0.0,,,,
168,U540,ses0,1,0,Retrieval,832037,832537,55,10,NW Room,N,1,0,0.0,,0.0,,,,
169,U540,ses0,1,0,Retrieval,832537,833037,56,10,NW Room,NW,1,0,0.0,,0.0,,,,
170,U540,ses0,1,0,Retrieval,833037,833537,57,10,NW Room,NW,1,0,0.0,,0.0,,,,
171,U540,ses0,1,0,Retrieval,833537,834037,58,10,NW Room,W,1,0,0.0,,0.0,,,,
172,U540,ses0,1,0,Retrieval,834037,834537,59,10,NW Room,W,1,0,0.0,,0.0,,,,
173,U540,ses0,1,0,ReturnToBase2,834553,835053,0,1,NW Room,W,0,0,0.0,,,,,,
174,U540,ses0,1,0,ReturnToBase2,835053,835553,1,1,NW Room,W,1,0,0.0,,,,,,
175,U540,ses0,1,0,ReturnToBase2,835553,836053,2,2,NW Room,W,1,0,0.0,,,,,,
176,U540,ses0,1,0,ReturnToBase2,836053,836553,3,2,NW Room,W,1,0,0.0,,,,,,
177,U540,ses0,1,0,ReturnToBase2,836553,837053,4,3,NW Room,SW,1,0,0.0,,,,,,
178,U540,ses0,1,0,ReturnToBase2,837053,837553,5,3,NW Room,SW,1,0,0.0,,,,,,
179,U540,ses0,1,0,ReturnToBase2,837553,838053,6,4,NW Room,SW,1,0,0.0,,,,,,
180,U540,ses0,1,0,ReturnToBase2,838053,838553,7,4,NW Room,S,1,0,0.0,,,,,,
181,U540,ses0,1,0,ReturnToBase2,838553,839053,8,5,NW Room,S,1,0,0.0,,,,,,
182,U540,ses0,1,0,ReturnToBase2,839053,839553,9,5,NW Room,S,1,0,0.0,,,,,,
183,U540,ses0,1,0,ReturnToBase2,839553,840053,10,6,C Hall,S,1,0,0.0,,,,,,
184,U540,ses0,1,0,ReturnToBase2,840053,840553,11,6,SW Room,S,1,0,0.0,,,,,,
185,U540,ses0,1,0,ReturnToBase2,840553,841053,12,7,SW Room,SW,1,0,0.0,,,,,,
186,U540,ses0,1,0,ReturnToBase2,841053,841553,13,7,SW Room,SW,1,0,0.0,,,,,,
187,U540,ses0,1,0,ReturnToBase2,841553,842053,14,8,SW Room,S,1,0,0.0,,,,,,
188,U540,ses0,1,0,ReturnToBase2,842053,842553,15,8,SW Room,S,1,0,0.0,,,,,,
189,U540,ses0,1,0,ReturnToBase2,842553,843053,16,9,SW Room,SW,1,0,0.0,,,,,,
190,U540,ses0,1,0,ReturnToBase2,843053,843553,17,9,SW Hall,S,1,0,0.0,,,,,,
191,U540,ses0,1,0,ReturnToBase2,843553,844053,18,10,SW Hall,S,1,0,0.0,,,,,,
192,U540,ses0,1,0,ReturnToBase2,844053,844553,19,10,SW Hall,SE,1,1,0.0,,,,,,
193,U540,ses0,1,0,ReturnToBase2,844553,845053,20,11,SW Hall,SE,1,1,0.0,,,,,,
194,U540,ses0,1,0,ReturnToBase2,845053,845553,21,11,SW Hall,E,1,1,0.0,,,,,,
195,U540,ses0,1,0,ReturnToBase2,845553,846053,22,12,SW Hall,E,1,1,0.0,,,,,,
196,U540,ses0,1,0,ReturnToBase2,846053,846553,23,12,SW Hall,E,1,1,0.0,,,,,,
197,U540,ses0,1,0,ReturnToBase2,846553,847053,24,13,SW Hall,E,1,1,0.0,,,,,,
198,U540,ses0,2,1,Delay1,849386,849886,0,1,Base,N,0,1,,,,,,,
199,U540,ses0,2,1,Delay1,849886,850386,1,1,Base,N,0,1,,,,,,,
200,U540,ses0,2,1,Delay1,850386,850886,2,2,Base,N,0,1,,,,,,,
201,U540,ses0,2,1,Delay1,850886,851386,3,2,Base,N,0,1,,,,,,,
202,U540,ses0,2,1,Delay1,851386,851886,4,3,Base,N,0,1,,,,,,,
203,U540,ses0,2,1,Delay1,851886,852386,5,3,Base,N,0,1,,,,,,,
204,U540,ses0,2,1,Delay1,852386,852886,6,4,Base,N,0,1,,,,,,,
205,U540,ses0,2,1,Delay1,852886,853386,7,4,Base,N,0,1,,,,,,,
206,U540,ses0,2,1,Delay1,853386,853886,8,5,Base,N,0,1,,,,,,,
207,U540,ses0,2,1,Delay1,853886,854386,9,5,Base,N,0,1,,,,,,,
208,U540,ses0,2,1,Delay1,854386,854886,10,6,Base,N,0,1,,,,,,,
209,U540,ses0,2,1,Delay1,854886,855386,11,6,Base,N,0,1,,,,,,,
210,U540,ses0,2,1,Delay1,855386,855886,12,7,Base,N,0,1,,,,,,,
211,U540,ses0,2,1,Delay1,855886,856386,13,7,Base,N,0,1,,,,,,,
212,U540,ses0,2,1,Delay1,856386,856886,14,8,Base,N,0,1,,,,,,,
213,U540,ses0,2,1,Delay1,856886,857386,15,8,Base,N,0,1,,,,,,,
214,U540,ses0,2,1,Delay1,857386,857886,16,9,Base,N,0,1,,,,,,,
215,U540,ses0,2,1,Delay1,857886,858386,17,9,Base,N,0,1,,,,,,,
216,U540,ses0,2,1,Delay1,858386,858886,18,10,Base,N,0,1,,,,,,,
217,U540,ses0,2,1,Delay1,858886,859386,19,10,Base,N,0,1,,,,,,,
218,U540,ses0,2,1,Encoding,859403,859903,0,1,Base,N,1,1,0.0,,,,,,
219,U540,ses0,2,1,Encoding,859903,860403,1,1,Base,N,1,1,0.0,,,,,,
220,U540,ses0,2,1,Encoding,860403,860903,2,1,Base,N,1,1,0.0,,,,,,
221,U540,ses0,2,1,Encoding,860903,861403,3,1,Base,N,1,1,0.0,,,,,,
222,U540,ses0,2,1,Encoding,861403,861903,4,1,Base,N,1,1,0.0,,,,,,
223,U540,ses0,2,1,Encoding,861903,862403,5,1,S Passage,N,1,0,0.0,,,,,,
224,U540,ses0,2,1,Encoding,862403,862903,6,2,S Passage,N,1,0,0.0,,,,,,
225,U540,ses0,2,1,Encoding,862903,863403,7,2,S Passage,N,1,0,0.0,,,,,,
226,U540,ses0,2,1,Encoding,863403,863903,8,2,S Passage,N,1,0,0.0,,,,,,
227,U540,ses0,2,1,Encoding,863903,864403,9,2,S Passage,N,1,0,0.0,,,,,,
228,U540,ses0,2,1,Encoding,864403,864903,10,2,S Passage,N,1,0,0.0,,,,,,
229,U540,ses0,2,1,Encoding,864903,865403,11,2,S Passage,NW,1,0,0.0,,,,,,
230,U540,ses0,2,1,Encoding,865403,865903,12,3,S Passage,N,1,0,0.0,,,,,,
231,U540,ses0,2,1,Encoding,865903,866403,13,3,S Passage,NE,1,0,0.0,,,,,,
232,U540,ses0,2,1,Encoding,866403,866903,14,3,S Passage,NE,1,0,0.0,,,,,,
233,U540,ses0,2,1,Encoding,866903,867403,15,3,S Passage,NE,1,0,0.0,,,,,,
234,U540,ses0,2,1,Encoding,867403,867903,16,3,S Passage,N,1,0,0.0,,,,,,
235,U540,ses0,2,1,Encoding,867903,868403,17,3,S Passage,NE,1,0,0.0,,,,,,
236,U540,ses0,2,1,Encoding,868403,868903,18,4,S Passage,NE,1,0,0.0,,,,,,
237,U540,ses0,2,1,Encoding,868903,869403,19,4,C Hall,NE,1,0,0.0,,,,,,
238,U540,ses0,2,1,Encoding,869403,869903,20,4,C Hall,E,1,0,0.0,,,,,,
239,U540,ses0,2,1,Encoding,869903,870403,21,4,C Hall,E,1,0,0.0,,,,,,
240,U540,ses0,2,1,Encoding,870403,870903,22,4,C Hall,E,1,0,0.0,,,,,,
241,U540,ses0,2,1,Encoding,870903,871403,23,4,C Hall,E,1,0,0.0,,,,,,
242,U540,ses0,2,1,Encoding,871403,871903,24,5,C Hall,E,1,0,0.0,,,,,,
243,U540,ses0,2,1,Encoding,871903,872403,25,5,C Hall,E,1,0,0.0,,,,,,
244,U540,ses0,2,1,Encoding,872403,872903,26,5,C Hall,SE,1,0,0.0,,,,,,
245,U540,ses0,2,1,Encoding,872903,873403,27,5,SE Room,SE,1,0,0.0,,,,,,
246,U540,ses0,2,1,Encoding,873403,873903,28,5,SE Room,E,1,0,0.0,,,,,,
247,U540,ses0,2,1,Encoding,873903,874403,29,5,SE Room,S,1,0,0.0,,,,,,
248,U540,ses0,2,1,Encoding,874403,874903,30,6,SE Room,W,1,0,0.0,,,,,,
249,U540,ses0,2,1,Encoding,874903,875403,31,6,SE Room,NW,1,0,0.0,,,,,,
250,U540,ses0,2,1,Encoding,875403,875903,32,6,SE Room,NW,1,0,0.0,,,,,,
251,U540,ses0,2,1,Encoding,875903,876403,33,6,SE Room,NW,1,0,0.0,,,,,,
252,U540,ses0,2,1,Encoding,876403,876903,34,6,SE Room,NW,1,0,0.0,,,,,,
253,U540,ses0,2,1,Encoding,876903,877403,35,6,C Hall,W,1,0,0.0,,,,,,
254,U540,ses0,2,1,Encoding,877403,877903,36,7,C Hall,W,1,0,0.0,,,,,,
255,U540,ses0,2,1,Encoding,877903,878403,37,7,C Hall,W,1,0,0.0,,,,,,
256,U540,ses0,2,1,Encoding,878403,878903,38,7,C Hall,W,1,0,0.0,,,,,,
257,U540,ses0,2,1,Encoding,878903,879403,39,7,C Hall,W,1,0,0.0,,,,,,
258,U540,ses0,2,1,Encoding,879403,879903,40,7,C Hall,NW,1,0,0.0,,,,,,
259,U540,ses0,2,1,Encoding,879903,880403,41,7,C Hall,N,1,0,0.0,,,,,,
260,U540,ses0,2,1,Encoding,880403,880903,42,8,C Hall,NW,1,0,0.0,,,,,,
261,U540,ses0,2,1,Encoding,880903,881403,43,8,C Hall,NW,1,0,0.0,,,,,,
262,U540,ses0,2,1,Encoding,881403,881903,44,8,NW Room,N,1,0,0.0,,,,,,
263,U540,ses0,2,1,Encoding,881903,882403,45,8,NW Room,NW,1,0,0.0,,,,,,
264,U540,ses0,2,1,Encoding,882403,882903,46,8,NW Room,NW,1,0,0.0,,,,,,
265,U540,ses0,2,1,Encoding,882903,883403,47,8,NW Room,W,1,0,0.0,,,,,,
266,U540,ses0,2,1,Encoding,883403,883903,48,9,NW Room,W,1,0,0.0,,,,,,
267,U540,ses0,2,1,Encoding,883903,884403,49,9,NW Room,SW,1,0,0.0,,,,,,
268,U540,ses0,2,1,Encoding,884403,884903,50,9,NW Room,SW,1,0,0.0,,,,,,
269,U540,ses0,2,1,Encoding,884903,885403,51,9,C Hall,SW,1,0,0.0,,,,,,
270,U540,ses0,2,1,Encoding,885403,885903,52,9,C Hall,S,1,0,0.0,,,,,,
271,U540,ses0,2,1,Encoding,885903,886403,53,9,SW Room,W,1,0,0.0,,,,,,
272,U540,ses0,2,1,Encoding,886403,886903,54,10,SW Room,S,1,0,0.0,,,,,,
273,U540,ses0,2,1,Encoding,886903,887403,55,10,SW Room,S,1,0,0.0,,,,,,
274,U540,ses0,2,1,Encoding,887403,887903,56,10,SW Room,SW,1,0,0.0,,,,,,
275,U540,ses0,2,1,Encoding,887903,888403,57,10,SW Room,SW,1,0,0.0,,,,,,
276,U540,ses0,2,1,Encoding,888403,888903,58,10,SW Room,SW,1,0,0.0,,,,,,
