,trial,gameState,45-1
1317,8,Delay2,0
1318,8,Delay2,0
1319,8,Delay2,0
1320,8,Delay2,0
1321,8,Delay2,0
1322,8,Delay2,1
1323,8,Delay2,0
1324,8,Delay2,0
1325,8,Delay2,0
1326,8,Delay2,2
1327,8,Delay2,1
1328,8,Delay2,0
1329,8,Delay2,0
1330,8,Delay2,1
1331,8,Delay2,0
1332,8,Delay2,0
1333,8,Delay2,1
1334,8,Delay2,0
1335,8,Delay2,0
1336,8,Retrieval,0
1337,8,Retrieval,1
1338,8,Retrieval,2
1339,8,Retrieval,0
1340,8,Retrieval,0
1341,8,Retrieval,0
1342,8,Retrieval,1
1343,8,Retrieval,0
1344,8,Retrieval,0
1345,8,Retrieval,0
1346,8,Retrieval,0
1347,8,Retrieval,0
1348,8,Retrieval,0
1349,8,Retrieval,0
1350,8,Retrieval,0
1351,8,Retrieval,0
1352,8,Retrieval,1
1353,8,Retrieval,0
1354,8,Retrieval,0
1355,8,Retrieval,1
1356,8,Retrieval,0
1357,8,Retrieval,1
1358,8,Retrieval,0
1359,8,Retrieval,1
1360,8,Retrieval,0
1361,8,Retrieval,4
1362,8,Retrieval,2
1363,8,Retrieval,0
1364,8,Retrieval,1
1365,8,Retrieval,3
1366,8,Retrieval,2
1367,8,Retrieval,4
1368,8,Retrieval,0
1369,8,Retrieval,2
1370,8,Retrieval,0
1371,8,Retrieval,0
1372,8,Retrieval,3
1373,8,Retrieval,0
1374,8,Retrieval,0
1375,8,Retrieval,2
1376,8,Retrieval,1
1377,8,Retrieval,2
1378,8,Retrieval,1
1379,8,Retrieval,0
1380,8,Retrieval,2
1381,8,Retrieval,0
1382,8,Retrieval,2
1383,8,Retrieval,0
1384,8,Retrieval,0
1385,8,Retrieval,0
1386,8,Retrieval,0
1387,8,Retrieval,2
1388,8,Retrieval,0
1389,8,Retrieval,0
1390,8,Retrieval,0
1391,8,Retrieval,1
1392,8,Retrieval,0
1393,8,Retrieval,0
1394,8,Retrieval,1
1395,8,Retrieval,1
1408,9,Delay1,0
1409,9,Delay1,0
1410,9,Delay1,0
1411,9,Delay1,1
1412,9,Delay1,0
1413,9,Delay1,0
1414,9,Delay1,1
1415,9,Delay1,0
1416,9,Delay1,0
1417,9,Delay1,1
1418,9,Delay1,0
1419,9,Delay1,0
1420,9,Delay1,2
1421,9,Delay1,0
1422,9,Delay1,0
1423,9,Delay1,0
1424,9,Delay1,1
1425,9,Delay1,0
1426,9,Delay1,0
1427,9,Delay1,0
1428,9,Encoding,0
1429,9,Encoding,0
1430,9,Encoding,0
1431,9,Encoding,0
1432,9,Encoding,0
1433,9,Encoding,1
1434,9,Encoding,0
1435,9,Encoding,0
1436,9,Encoding,0
1437,9,Encoding,0
1438,9,Encoding,0
1439,9,Encoding,1
1440,9,Encoding,0
1441,9,Encoding,0
1442,9,Encoding,0
1443,9,Encoding,0
1444,9,Encoding,2
1445,9,Encoding,2
1446,9,Encoding,0
1447,9,Encoding,0
1448,9,Encoding,0
1449,9,Encoding,1
1450,9,Encoding,0
1451,9,Encoding,0
1452,9,Encoding,0
1453,9,Encoding,0
1454,9,Encoding,1
1455,9,Encoding,1
1456,9,Encoding,1
1457,9,Encoding,1
1458,9,Encoding,3
1459,9,Encoding,0
1460,9,Encoding,0
1461,9,Encoding,0
1462,9,Encoding,0
1463,9,Encoding,1
1464,9,Encoding,1
1465,9,Encoding,0
1466,9,Encoding,0
1467,9,Encoding,0
1468,9,Encoding,0
1469,9,Encoding,0
1470,9,Encoding,0
1471,9,Encoding,3
1472,9,Encoding,0
1473,9,Encoding,0
1474,9,Encoding,0
1475,9,Encoding,0
1476,9,Encoding,0
1477,9,Encoding,1
1478,9,Encoding,0
1479,9,Encoding,0
1480,9,Encoding,1
1481,9,Encoding,1
1482,9,Encoding,2
1483,9,Encoding,1
1484,9,Encoding,0
1485,9,Encoding,1
1486,9,Encoding,0
1487,9,Encoding,0
1488,9,Delay2,0
1489,9,Delay2,1
1490,9,Delay2,0
1491,9,Delay2,0
1492,9,Delay2,0
1493,9,Delay2,0
1494,9,Delay2,0
1495,9,Delay2,0
1496,9,Delay2,0
1497,9,Delay2,0
1498,9,Delay2,0
1499,9,Delay2,0
1500,9,Delay2,2
1501,9,Delay2,0
1502,9,Delay2,1
1503,9,Delay2,0
1504,9,Delay2,0
1505,9,Delay2,0
1506,9,Delay2,2
1507,9,Delay2,1
1508,9,Retrieval,0
1509,9,Retrieval,0
1510,9,Retrieval,0
1511,9,Retrieval,0
1512,9,Retrieval,1
1513,9,Retrieval,0
1514,9,Retrieval,2
1515,9,Retrieval,1
1516,9,Retrieval,0
1517,9,Retrieval,0
1518,9,Retrieval,0
1519,9,Retrieval,0
1520,9,Retrieval,2
1521,9,Retrieval,0
1522,9,Retrieval,0
1523,9,Retrieval,1
1524,9,Retrieval,0
1525,9,Retrieval,0
1526,9,Retrieval,0
1527,9,Retrieval,0
1528,9,Retrieval,1
1529,9,Retrieval,0
1530,9,Retrieval,0
1531,9,Retrieval,0
1532,9,Retrieval,0
1533,9,Retrieval,0
1534,9,Retrieval,0
1535,9,Retrieval,0
1536,9,Retrieval,0
1537,9,Retrieval,0
1538,9,Retrieval,0
1539,9,Retrieval,0
1540,9,Retrieval,0
1541,9,Retrieval,0
1542,9,Retrieval,0
1543,9,Retrieval,0
1544,9,Retrieval,0
1545,9,Retrieval,0
1546,9,Retrieval,0
1547,9,Retrieval,0
1548,9,Retrieval,0
1549,9,Retrieval,0
1550,9,Retrieval,0
1551,9,Retrieval,0
1552,9,Retrieval,1
1553,9,Retrieval,0
1554,9,Retrieval,1
1555,9,Retrieval,0
1556,9,Retrieval,0
1557,9,Retrieval,0
1558,9,Retrieval,0
1559,9,Retrieval,0
1560,9,Retrieval,0
1561,9,Retrieval,0
1562,9,Retrieval,0
1563,9,Retrieval,0
1564,9,Retrieval,2
1565,9,Retrieval,0
1566,9,Retrieval,1
1567,9,Retrieval,0
1568,10,Delay1,0
1569,10,Delay1,0
1570,10,Delay1,4
1571,10,Delay1,0
1572,10,Delay1,2
1573,10,Delay1,1
1574,10,Delay1,1
1575,10,Delay1,0
1576,10,Delay1,0
1577,10,Delay1,0
1578,10,Delay1,0
1579,10,Delay1,2
1580,10,Delay1,0
1581,10,Delay1,0
1582,10,Delay1,1
1583,10,Delay1,0
1584,10,Delay1,0
1585,10,Delay1,0
1586,10,Delay1,0
1587,10,Delay1,0
1588,10,Encoding,1
1589,10,Encoding,0
1590,10,Encoding,0
1591,10,Encoding,0
1592,10,Encoding,1
1593,10,Encoding,1
1594,10,Encoding,0
1595,10,Encoding,0
1596,10,Encoding,0
1597,10,Encoding,2
1598,10,Encoding,0
1599,10,Encoding,0
1600,10,Encoding,0
1601,10,Encoding,0
1602,10,Encoding,0
1603,10,Encoding,0
1604,10,Encoding,0
1605,10,Encoding,0
1606,10,Encoding,1
1607,10,Encoding,1
1608,10,Encoding,0
1609,10,Encoding,0
1610,10,Encoding,0
1611,10,Encoding,0
1612,10,Encoding,0
1613,10,Encoding,0
1614,10,Encoding,1
1615,10,Encoding,0
1616,10,Encoding,0
1617,10,Encoding,0
1618,10,Encoding,0
1619,10,Encoding,1
1620,10,Encoding,0
1621,10,Encoding,0
1622,10,Encoding,1
1623,10,Encoding,0
1624,10,Encoding,0
1625,10,Encoding,0
1626,10,Encoding,0
1627,10,Encoding,0
1628,10,Encoding,0
1629,10,Encoding,1
1630,10,Encoding,0
1631,10,Encoding,0
1632,10,Encoding,0
1633,10,Encoding,0
1634,10,Encoding,0
1635,10,Encoding,0
1636,10,Encoding,0
1637,10,Encoding,0
1638,10,Encoding,1
1639,10,Encoding,0
1640,10,Encoding,2
1641,10,Encoding,0
1642,10,Encoding,0
1643,10,Encoding,0
1644,10,Encoding,0
1645,10,Encoding,0
1646,10,Encoding,0
1647,10,Encoding,1
1648,10,Delay2,0
1649,10,Delay2,0
1650,10,Delay2,0
1651,10,Delay2,1
1652,10,Delay2,0
1653,10,Delay2,0
1654,10,Delay2,0
1655,10,Delay2,0
1656,10,Delay2,0
1657,10,Delay2,0
1658,10,Delay2,0
1659,10,Delay2,0
1660,10,Delay2,1
1661,10,Delay2,1
1662,10,Delay2,1
1663,10,Delay2,0
1664,10,Delay2,3
1665,10,Delay2,0
1666,10,Delay2,0
1667,10,Delay2,1
1668,10,Retrieval,1
1669,10,Retrieval,0
1670,10,Retrieval,0
1671,10,Retrieval,0
1672,10,Retrieval,0
1673,10,Retrieval,0
1674,10,Retrieval,0
1675,10,Retrieval,0
1676,10,Retrieval,0
1677,10,Retrieval,0
1678,10,Retrieval,0
1679,10,Retrieval,0
1680,10,Retrieval,0
1681,10,Retrieval,0
1682,10,Retrieval,0
1683,10,Retrieval,1
1684,10,Retrieval,0
1685,10,Retrieval,0
1686,10,Retrieval,1
1687,10,Retrieval,1
1688,10,Retrieval,0
1689,10,Retrieval,0
1690,10,Retrieval,0
1691,10,Retrieval,0
1692,10,Retrieval,0
1693,10,Retrieval,2
1694,10,Retrieval,0
1695,10,Retrieval,0
1696,10,Retrieval,0
1697,10,Retrieval,0
1698,10,Retrieval,1
1699,10,Retrieval,1
1700,10,Retrieval,0
1701,10,Retrieval,0
1702,10,Retrieval,1
1703,10,Retrieval,0
1704,10,Retrieval,3
1705,10,Retrieval,0
1706,10,Retrieval,0
1707,10,Retrieval,0
1708,10,Retrieval,0
1709,10,Retrieval,0
1710,10,Retrieval,0
1711,10,Retrieval,0
1712,10,Retrieval,0
1713,10,Retrieval,0
1714,10,Retrieval,0
1715,10,Retrieval,0
1716,10,Retrieval,0
1717,10,Retrieval,0
1718,10,Retrieval,0
1719,10,Retrieval,0
1720,10,Retrieval,0
1721,10,Retrieval,0
1722,10,Retrieval,0
1723,10,Retrieval,0
1724,10,Retrieval,0
1725,10,Retrieval,0
1726,10,Retrieval,0
1727,10,Retrieval,0
1742,11,Delay1,0
1743,11,Delay1,0
1744,11,Delay1,1
1745,11,Delay1,0
1746,11,Delay1,1
1747,11,Delay1,0
1748,11,Delay1,0
1749,11,Delay1,0
1750,11,Delay1,0
1751,11,Delay1,0
1752,11,Delay1,0
1753,11,Delay1,0
1754,11,Delay1,1
1755,11,Delay1,0
1756,11,Delay1,0
1757,11,Delay1,0
1758,11,Delay1,0
1759,11,Delay1,0
1760,11,Delay1,0
1761,11,Delay1,0
1762,11,Encoding,0
1763,11,Encoding,0
1764,11,Encoding,0
1765,11,Encoding,0
1766,11,Encoding,0
1767,11,Encoding,0
1768,11,Encoding,1
1769,11,Encoding,0
1770,11,Encoding,0
1771,11,Encoding,0
1772,11,Encoding,0
1773,11,Encoding,2
1774,11,Encoding,1
1775,11,Encoding,0
1776,11,Encoding,0
1777,11,Encoding,0
1778,11,Encoding,0
1779,11,Encoding,0
1780,11,Encoding,0
1781,11,Encoding,1
1782,11,Encoding,0
1783,11,Encoding,0
1784,11,Encoding,0
1785,11,Encoding,0
1786,11,Encoding,0
1787,11,Encoding,0
1788,11,Encoding,0
1789,11,Encoding,0
1790,11,Encoding,0
1791,11,Encoding,1
1792,11,Encoding,0
1793,11,Encoding,0
1794,11,Encoding,2
1795,11,Encoding,1
1796,11,Encoding,0
1797,11,Encoding,0
1798,11,Encoding,0
1799,11,Encoding,0
1800,11,Encoding,0
1801,11,Encoding,0
1802,11,Encoding,1
1803,11,Encoding,1
1804,11,Encoding,0
1805,11,Encoding,0
1806,11,Encoding,0
1807,11,Encoding,0
1808,11,Encoding,0
1809,11,Encoding,0
1810,11,Encoding,0
1811,11,Encoding,1
1812,11,Encoding,0
1813,11,Encoding,0
1814,11,Encoding,0
1815,11,Encoding,0
1816,11,Encoding,0
1817,11,Encoding,0
1818,11,Encoding,0
1819,11,Encoding,0
1820,11,Encoding,1
1821,11,Encoding,0
1822,11,Delay2,1
1823,11,Delay2,0
1824,11,Delay2,0
1825,11,Delay2,1
1826,11,Delay2,1
1827,11,Delay2,0
1828,11,Delay2,2
1829,11,Delay2,1
1830,11,Delay2,2
1831,11,Delay2,2
1832,11,Delay2,0
1833,11,Delay2,1
1834,11,Delay2,3
1835,11,Delay2,0
1836,11,Delay2,0
1837,11,Delay2,1
1838,11,Delay2,0
1839,11,Delay2,0
1840,11,Delay2,0
1841,11,Delay2,0
1842,11,Retrieval,0
1843,11,Retrieval,0
1844,11,Retrieval,0
1845,11,Retrieval,0
1846,11,Retrieval,0
1847,11,Retrieval,0
1848,11,Retrieval,1
1849,11,Retrieval,0
1850,11,Retrieval,0
1851,11,Retrieval,0
1852,11,Retrieval,0
1853,11,Retrieval,0
1854,11,Retrieval,0
1855,11,Retrieval,0
1856,11,Retrieval,0
1857,11,Retrieval,0
1858,11,Retrieval,0
1859,11,Retrieval,1
1860,11,Retrieval,0
1861,11,Retrieval,0
1862,11,Retrieval,0
1863,11,Retrieval,1
1864,11,Retrieval,0
1865,11,Retrieval,0
1866,11,Retrieval,0
1867,11,Retrieval,0
1868,11,Retrieval,0
1869,11,Retrieval,0
1870,11,Retrieval,0
1871,11,Retrieval,1
1872,11,Retrieval,0
1873,11,Retrieval,0
1874,11,Retrieval,0
1875,11,Retrieval,0
1876,11,Retrieval,1
1877,11,Retrieval,0
1878,11,Retrieval,1
1879,11,Retrieval,0
1880,11,Retrieval,0
1881,11,Retrieval,0
1882,11,Retrieval,0
1883,11,Retrieval,0
1884,11,Retrieval,0
1885,11,Retrieval,0
1886,11,Retrieval,0
1887,11,Retrieval,0
1888,11,Retrieval,0
1889,11,Retrieval,0
1890,11,Retrieval,0
1891,11,Retrieval,0
1892,11,Retrieval,0
1893,11,Retrieval,0
1894,11,Retrieval,0
1895,11,Retrieval,0
1896,11,Retrieval,1
1897,11,Retrieval,0
1898,11,Retrieval,0
1899,11,Retrieval,0
1900,11,Retrieval,0
1901,11,Retrieval,0
1902,12,Delay1,0
1903,12,Delay1,0
1904,12,Delay1,1
1905,12,Delay1,0
1906,12,Delay1,0
1907,12,Delay1,2
1908,12,Delay1,0
1909,12,Delay1,0
1910,12,Delay1,0
1911,12,Delay1,0
1912,12,Delay1,1
1913,12,Delay1,0
1914,12,Delay1,0
1915,12,Delay1,0
1916,12,Delay1,1
1917,12,Delay1,0
1918,12,Delay1,0
1919,12,Delay1,0
1920,12,Delay1,0
1921,12,Delay1,0
1922,12,Encoding,0
1923,12,Encoding,0
1924,12,Encoding,0
1925,12,Encoding,0
1926,12,Encoding,0
1927,12,Encoding,1
1928,12,Encoding,0
1929,12,Encoding,0
1930,12,Encoding,0
1931,12,Encoding,0
1932,12,Encoding,0
1933,12,Encoding,0
1934,12,Encoding,0
1935,12,Encoding,0
1936,12,Encoding,0
1937,12,Encoding,0
1938,12,Encoding,0
1939,12,Encoding,2
1940,12,Encoding,0
1941,12,Encoding,0
1942,12,Encoding,1
1943,12,Encoding,0
1944,12,Encoding,3
1945,12,Encoding,0
1946,12,Encoding,0
1947,12,Encoding,0
1948,12,Encoding,0
1949,12,Encoding,0
1950,12,Encoding,0
1951,12,Encoding,0
1952,12,Encoding,0
1953,12,Encoding,0
1954,12,Encoding,1
1955,12,Encoding,0
1956,12,Encoding,0
1957,12,Encoding,2
1958,12,Encoding,0
1959,12,Encoding,0
1960,12,Encoding,0
1961,12,Encoding,0
1962,12,Encoding,0
1963,12,Encoding,0
1964,12,Encoding,0
1965,12,Encoding,1
1966,12,Encoding,0
1967,12,Encoding,1
1968,12,Encoding,0
1969,12,Encoding,2
1970,12,Encoding,0
1971,12,Encoding,2
1972,12,Encoding,0
1973,12,Encoding,0
1974,12,Encoding,0
1975,12,Encoding,0
1976,12,Encoding,0
1977,12,Encoding,0
1978,12,Encoding,2
1979,12,Encoding,1
1980,12,Encoding,0
1981,12,Encoding,1
1985,12,Delay2,0
1986,12,Delay2,0
1987,12,Delay2,0
1988,12,Delay2,0
1989,12,Delay2,0
1990,12,Delay2,1
1991,12,Delay2,0
1992,12,Delay2,0
1993,12,Delay2,0
1994,12,Delay2,0
1995,12,Delay2,0
1996,12,Delay2,0
1997,12,Delay2,0
1998,12,Delay2,0
1999,12,Delay2,0
2000,12,Delay2,1
2001,12,Delay2,0
2002,12,Delay2,1
2003,12,Delay2,0
2004,12,Delay2,0
2005,12,Retrieval,0
2006,12,Retrieval,0
2007,12,Retrieval,0
2008,12,Retrieval,0
2009,12,Retrieval,0
2010,12,Retrieval,0
2011,12,Retrieval,0
2012,12,Retrieval,1
2013,12,Retrieval,1
2014,12,Retrieval,0
2015,12,Retrieval,0
2016,12,Retrieval,0
2017,12,Retrieval,3
2018,12,Retrieval,0
2019,12,Retrieval,0
2020,12,Retrieval,0
2021,12,Retrieval,0
2022,12,Retrieval,2
2023,12,Retrieval,2
2024,12,Retrieval,0
2025,12,Retrieval,1
2026,12,Retrieval,0
2027,12,Retrieval,0
2028,12,Retrieval,0
2029,12,Retrieval,1
2030,12,Retrieval,0
2031,12,Retrieval,0
2032,12,Retrieval,0
2033,12,Retrieval,0
2034,12,Retrieval,0
2035,12,Retrieval,0
2036,12,Retrieval,2
2037,12,Retrieval,2
2038,12,Retrieval,0
2039,12,Retrieval,0
2040,12,Retrieval,0
2041,12,Retrieval,0
2042,12,Retrieval,1
2043,12,Retrieval,0
2044,12,Retrieval,0
2045,12,Retrieval,3
2046,12,Retrieval,5
2047,12,Retrieval,0
2048,12,Retrieval,0
2049,12,Retrieval,0
2050,12,Retrieval,0
2051,12,Retrieval,0
2052,12,Retrieval,1
2053,12,Retrieval,0
2054,12,Retrieval,1
2055,12,Retrieval,0
2056,12,Retrieval,1
2057,12,Retrieval,0
2058,12,Retrieval,0
2059,12,Retrieval,0
2060,12,Retrieval,0
2061,12,Retrieval,0
2062,12,Retrieval,0
2063,12,Retrieval,0
2064,12,Retrieval,0
2073,13,Delay1,1
2074,13,Delay1,0
2075,13,Delay1,0
2076,13,Delay1,0
2077,13,Delay1,0
2078,13,Delay1,0
2079,13,Delay1,0
2080,13,Delay1,1
2081,13,Delay1,1
2082,13,Delay1,0
2083,13,Delay1,0
2084,13,Delay1,0
2085,13,Delay1,1
2086,13,Delay1,1
2087,13,Delay1,0
2088,13,Delay1,0
2089,13,Delay1,0
2090,13,Delay1,0
2091,13,Delay1,0
2092,13,Delay1,0
2093,13,Encoding,0
2094,13,Encoding,0
2095,13,Encoding,2
2096,13,Encoding,0
2097,13,Encoding,0
2098,13,Encoding,0
2099,13,Encoding,1
2100,13,Encoding,0
2101,13,Encoding,0
2102,13,Encoding,0
2103,13,Encoding,0
2104,13,Encoding,0
2105,13,Encoding,0
2106,13,Encoding,0
2107,13,Encoding,0
2108,13,Encoding,0
2109,13,Encoding,2
2110,13,Encoding,0
2111,13,Encoding,0
2112,13,Encoding,2
2113,13,Encoding,0
2114,13,Encoding,0
2115,13,Encoding,1
2116,13,Encoding,0
2117,13,Encoding,0
2118,13,Encoding,0
2119,13,Encoding,1
2120,13,Encoding,4
2121,13,Encoding,1
2122,13,Encoding,1
2123,13,Encoding,1
2124,13,Encoding,0
2125,13,Encoding,0
2126,13,Encoding,0
2127,13,Encoding,0
2128,13,Encoding,0
2129,13,Encoding,0
2130,13,Encoding,1
2131,13,Encoding,1
2132,13,Encoding,0
2133,13,Encoding,0
2134,13,Encoding,0
2135,13,Encoding,0
2136,13,Encoding,0
2137,13,Encoding,0
2138,13,Encoding,0
2139,13,Encoding,0
2140,13,Encoding,0
2141,13,Encoding,0
2142,13,Encoding,1
2143,13,Encoding,0
2144,13,Encoding,0
2145,13,Encoding,0
2146,13,Encoding,0
2147,13,Encoding,0
2148,13,Encoding,1
2149,13,Encoding,1
2150,13,Encoding,0
2151,13,Encoding,0
2152,13,Encoding,0
2153,13,Delay2,2
2154,13,Delay2,0
2155,13,Delay2,0
2156,13,Delay2,0
2157,13,Delay2,0
2158,13,Delay2,0
2159,13,Delay2,0
2160,13,Delay2,0
2161,13,Delay2,0
2162,13,Delay2,0
2163,13,Delay2,0
2164,13,Delay2,0
2165,13,Delay2,0
2166,13,Delay2,2
2167,13,Delay2,0
2168,13,Delay2,1
2169,13,Delay2,1
2170,13,Delay2,0
2171,13,Delay2,0
2172,13,Delay2,0
2173,13,Retrieval,0
2174,13,Retrieval,0
2175,13,Retrieval,0
2176,13,Retrieval,0
2177,13,Retrieval,0
2178,13,Retrieval,0
2179,13,Retrieval,1
2180,13,Retrieval,1
2181,13,Retrieval,0
2182,13,Retrieval,0
2183,13,Retrieval,0
2184,13,Retrieval,0
2185,13,Retrieval,1
2186,13,Retrieval,0
2187,13,Retrieval,0
2188,13,Retrieval,1
2189,13,Retrieval,1
2190,13,Retrieval,0
2191,13,Retrieval,0
2192,13,Retrieval,0
2193,13,Retrieval,1
2194,13,Retrieval,0
2195,13,Retrieval,1
2196,13,Retrieval,0
2197,13,Retrieval,0
2198,13,Retrieval,0
2199,13,Retrieval,1
2200,13,Retrieval,0
2201,13,Retrieval,0
2202,13,Retrieval,1
2203,13,Retrieval,0
2204,13,Retrieval,0
2205,13,Retrieval,0
2206,13,Retrieval,0
2207,13,Retrieval,0
2208,13,Retrieval,0
2209,13,Retrieval,1
2210,13,Retrieval,1
2211,13,Retrieval,0
2212,13,Retrieval,0
2213,13,Retrieval,4
2214,13,Retrieval,0
2215,13,Retrieval,0
2216,13,Retrieval,0
2217,13,Retrieval,0
2218,13,Retrieval,0
2219,13,Retrieval,0
2220,13,Retrieval,0
2221,13,Retrieval,2
2222,13,Retrieval,0
2223,13,Retrieval,0
2224,13,Retrieval,0
2225,13,Retrieval,0
2226,13,Retrieval,2
2227,13,Retrieval,0
2228,13,Retrieval,0
2229,13,Retrieval,0
2230,13,Retrieval,0
2231,13,Retrieval,0
2232,13,Retrieval,0
2235,14,Delay1,0
2236,14,Delay1,1
2237,14,Delay1,0
2238,14,Delay1,0
2239,14,Delay1,0
2240,14,Delay1,0
2241,14,Delay1,1
2242,14,Delay1,0
2243,14,Delay1,1
2244,14,Delay1,0
2245,14,Delay1,0
2246,14,Delay1,0
2247,14,Delay1,0
2248,14,Delay1,0
2249,14,Delay1,0
2250,14,Delay1,2
2251,14,Delay1,0
2252,14,Delay1,1
2253,14,Delay1,0
2254,14,Delay1,0
2255,14,Encoding,1
2256,14,Encoding,2
2257,14,Encoding,0
2258,14,Encoding,1
2259,14,Encoding,0
2260,14,Encoding,0
2261,14,Encoding,1
2262,14,Encoding,2
2263,14,Encoding,0
2264,14,Encoding,2
2265,14,Encoding,0
2266,14,Encoding,0
2267,14,Encoding,0
2268,14,Encoding,1
2269,14,Encoding,0
2270,14,Encoding,0
2271,14,Encoding,1
2272,14,Encoding,0
2273,14,Encoding,0
2274,14,Encoding,0
2275,14,Encoding,0
2276,14,Encoding,0
2277,14,Encoding,0
2278,14,Encoding,1
2279,14,Encoding,0
2280,14,Encoding,1
2281,14,Encoding,0
2282,14,Encoding,0
2283,14,Encoding,1
2284,14,Encoding,0
2285,14,Encoding,0
2286,14,Encoding,0
2287,14,Encoding,0
2288,14,Encoding,0
2289,14,Encoding,1
2290,14,Encoding,0
2291,14,Encoding,0
2292,14,Encoding,1
2293,14,Encoding,0
2294,14,Encoding,0
2295,14,Encoding,0
2296,14,Encoding,0
2297,14,Encoding,0
2298,14,Encoding,1
2299,14,Encoding,0
2300,14,Encoding,0
2301,14,Encoding,0
2302,14,Encoding,0
2303,14,Encoding,1
2304,14,Encoding,0
2305,14,Encoding,0
2306,14,Encoding,0
2307,14,Encoding,0
2308,14,Encoding,0
2309,14,Encoding,0
2310,14,Encoding,0
2311,14,Encoding,0
2312,14,Encoding,0
2313,14,Encoding,1
2314,14,Encoding,0
2328,14,Delay2,0
2329,14,Delay2,0
2330,14,Delay2,0
2331,14,Delay2,0
2332,14,Delay2,0
2333,14,Delay2,0
2334,14,Delay2,0
2335,14,Delay2,0
2336,14,Delay2,0
2337,14,Delay2,0
2338,14,Delay2,2
2339,14,Delay2,0
2340,14,Delay2,0
2341,14,Delay2,1
2342,14,Delay2,1
2343,14,Delay2,0
2344,14,Delay2,0
2345,14,Delay2,0
2346,14,Delay2,0
2347,14,Delay2,1
2348,14,Retrieval,0
2349,14,Retrieval,0
2350,14,Retrieval,1
2351,14,Retrieval,1
2352,14,Retrieval,1
2353,14,Retrieval,0
2354,14,Retrieval,0
2355,14,Retrieval,0
2356,14,Retrieval,0
2357,14,Retrieval,0
2358,14,Retrieval,0
2359,14,Retrieval,0
2360,14,Retrieval,0
2361,14,Retrieval,0
2362,14,Retrieval,1
2363,14,Retrieval,0
2364,14,Retrieval,0
2365,14,Retrieval,0
2366,14,Retrieval,0
2367,14,Retrieval,2
2368,14,Retrieval,0
2369,14,Retrieval,2
2370,14,Retrieval,1
2371,14,Retrieval,0
2372,14,Retrieval,1
2373,14,Retrieval,0
2374,14,Retrieval,0
2375,14,Retrieval,1
2376,14,Retrieval,0
2377,14,Retrieval,0
2378,14,Retrieval,0
2379,14,Retrieval,0
2380,14,Retrieval,1
2381,14,Retrieval,0
2382,14,Retrieval,0
2383,14,Retrieval,0
2384,14,Retrieval,0
2385,14,Retrieval,0
2386,14,Retrieval,0
2387,14,Retrieval,0
2388,14,Retrieval,0
2389,14,Retrieval,0
2390,14,Retrieval,1
2391,14,Retrieval,0
2392,14,Retrieval,0
2393,14,Retrieval,0
2394,14,Retrieval,0
2395,14,Retrieval,0
2396,14,Retrieval,0
2397,14,Retrieval,0
2398,14,Retrieval,0
2399,14,Retrieval,1
2400,14,Retrieval,3
2401,14,Retrieval,0
2402,14,Retrieval,0
2403,14,Retrieval,0
2404,14,Retrieval,0
2405,14,Retrieval,0
2406,14,Retrieval,0
2407,14,Retrieval,0
2409,15,Delay1,0
2410,15,Delay1,0
2411,15,Delay1,0
2412,15,Delay1,0
2413,15,Delay1,1
2414,15,Delay1,0
2415,15,Delay1,0
2416,15,Delay1,0
2417,15,Delay1,0
2418,15,Delay1,0
2419,15,Delay1,0
2420,15,Delay1,1
2421,15,Delay1,0
2422,15,Delay1,0
2423,15,Delay1,2
2424,15,Delay1,0
2425,15,Delay1,1
2426,15,Delay1,0
2427,15,Delay1,2
2428,15,Delay1,2
2429,15,Encoding,0
2430,15,Encoding,0
2431,15,Encoding,0
2432,15,Encoding,1
2433,15,Encoding,0
2434,15,Encoding,0
2435,15,Encoding,0
2436,15,Encoding,0
2437,15,Encoding,1
2438,15,Encoding,1
2439,15,Encoding,0
2440,15,Encoding,0
2441,15,Encoding,1
2442,15,Encoding,0
2443,15,Encoding,0
2444,15,Encoding,1
2445,15,Encoding,0
2446,15,Encoding,4
2447,15,Encoding,0
2448,15,Encoding,0
2449,15,Encoding,0
2450,15,Encoding,0
2451,15,Encoding,0
2452,15,Encoding,0
2453,15,Encoding,0
2454,15,Encoding,0
2455,15,Encoding,0
2456,15,Encoding,0
2457,15,Encoding,0
2458,15,Encoding,1
2459,15,Encoding,0
2460,15,Encoding,0
2461,15,Encoding,0
2462,15,Encoding,0
2463,15,Encoding,0
2464,15,Encoding,0
2465,15,Encoding,0
2466,15,Encoding,1
2467,15,Encoding,0
2468,15,Encoding,0
2469,15,Encoding,1
2470,15,Encoding,1
2471,15,Encoding,0
2472,15,Encoding,2
2473,15,Encoding,1
2474,15,Encoding,0
2475,15,Encoding,2
2476,15,Encoding,0
2477,15,Encoding,0
2478,15,Encoding,0
2479,15,Encoding,0
2480,15,Encoding,1
2481,15,Encoding,0
2482,15,Encoding,0
2483,15,Encoding,0
2484,15,Encoding,0
2485,15,Encoding,0
2486,15,Encoding,0
2487,15,Encoding,0
2488,15,Encoding,0
2492,15,Delay2,2
2493,15,Delay2,2
2494,15,Delay2,0
2495,15,Delay2,1
2496,15,Delay2,0
2497,15,Delay2,0
2498,15,Delay2,0
2499,15,Delay2,0
2500,15,Delay2,0
2501,15,Delay2,0
2502,15,Delay2,0
