1.075000000000000000e+03,2.286000000000000000e+03,3.699000000000000000e+03,4.533000000000000000e+03,8.208000000000000000e+03,9.183000000000000000e+03,1.072200000000000000e+04,1.455100000000000000e+04,3.143900000000000000e+04,4.356400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.694000000000000000e+03,2.512000000000000000e+03,4.035000000000000000e+03,5.303000000000000000e+03,6.764000000000000000e+03,8.722000000000000000e+03,1.457800000000000000e+04,1.937100000000000000e+04,2.053500000000000000e+04,2.182400000000000000e+04,3.759900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.935000000000000000e+03,2.927000000000000000e+03,4.226000000000000000e+03,5.255000000000000000e+03,6.022000000000000000e+03,1.627400000000000000e+04,1.758200000000000000e+04,1.932700000000000000e+04,2.018500000000000000e+04,2.447400000000000000e+04,4.772300000000000000e+04,4.963200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.611000000000000000e+03,2.340000000000000000e+03,4.154000000000000000e+03,5.117000000000000000e+03,8.480000000000000000e+03,9.536000000000000000e+03,1.248900000000000000e+04,2.395400000000000000e+04,2.552000000000000000e+04,4.773700000000000000e+04,4.935300000000000000e+04,5.092600000000000000e+04,6.251300000000000000e+04,6.680900000000000000e+04,7.239800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.318000000000000000e+03,2.218000000000000000e+03,3.107000000000000000e+03,3.995000000000000000e+03,4.843000000000000000e+03,8.201000000000000000e+03,9.374000000000000000e+03,1.776200000000000000e+04,5.267500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.371000000000000000e+03,3.532000000000000000e+03,7.968000000000000000e+03,8.975000000000000000e+03,1.020800000000000000e+04,1.152400000000000000e+04,1.360500000000000000e+04,1.536900000000000000e+04,1.664100000000000000e+04,2.478100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.611000000000000000e+03,3.233000000000000000e+03,6.119000000000000000e+03,7.339000000000000000e+03,8.836000000000000000e+03,9.961000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.232000000000000000e+03,2.269000000000000000e+03,3.611000000000000000e+03,5.269000000000000000e+03,7.100000000000000000e+03,1.391500000000000000e+04,2.501700000000000000e+04,2.858500000000000000e+04,2.988000000000000000e+04,3.262900000000000000e+04,3.553400000000000000e+04,5.429200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.135000000000000000e+03,2.383000000000000000e+03,3.350000000000000000e+03,4.382000000000000000e+03,1.696800000000000000e+04,2.061100000000000000e+04,2.290600000000000000e+04,2.471800000000000000e+04,2.679100000000000000e+04,2.863900000000000000e+04,3.118100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.439000000000000000e+03,3.232000000000000000e+03,4.386000000000000000e+03,1.680100000000000000e+04,2.195500000000000000e+04,2.465800000000000000e+04,2.576800000000000000e+04,2.853400000000000000e+04,3.083500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
