1.014000000000000000e+03,1.711000000000000000e+03,2.679000000000000000e+03,3.811000000000000000e+03,5.559000000000000000e+03,6.242000000000000000e+03,7.089000000000000000e+03,9.348000000000000000e+03,9.957000000000000000e+03,1.070400000000000000e+04,1.148200000000000000e+04,1.219100000000000000e+04,1.298600000000000000e+04,1.822300000000000000e+04,3.192600000000000000e+04,3.446500000000000000e+04,4.970100000000000000e+04,5.305800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.576000000000000000e+03,2.086000000000000000e+03,3.302000000000000000e+03,4.097000000000000000e+03,4.985000000000000000e+03,5.640000000000000000e+03,6.873000000000000000e+03,8.205000000000000000e+03,1.213200000000000000e+04,1.275300000000000000e+04,1.421500000000000000e+04,1.552500000000000000e+04,2.084200000000000000e+04,2.175800000000000000e+04,2.529800000000000000e+04,2.617800000000000000e+04,2.734800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.364000000000000000e+03,2.064000000000000000e+03,3.340000000000000000e+03,5.492000000000000000e+03,6.445000000000000000e+03,2.444300000000000000e+04,2.512200000000000000e+04,2.665500000000000000e+04,2.731900000000000000e+04,2.854400000000000000e+04,3.084300000000000000e+04,3.172000000000000000e+04,6.593400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.163000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.143000000000000000e+03,1.863000000000000000e+03,2.801000000000000000e+03,3.863000000000000000e+03,4.543000000000000000e+03,9.472000000000000000e+03,1.038000000000000000e+04,1.122400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.290000000000000000e+02,1.583000000000000000e+03,2.382000000000000000e+03,3.025000000000000000e+03,3.807000000000000000e+03,4.586000000000000000e+03,1.209400000000000000e+04,1.279000000000000000e+04,1.481000000000000000e+04,1.598400000000000000e+04,2.572600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.830000000000000000e+02,1.903000000000000000e+03,2.693000000000000000e+03,6.803000000000000000e+03,7.678000000000000000e+03,8.905000000000000000e+03,9.972000000000000000e+03,1.077400000000000000e+04,1.170300000000000000e+04,3.175000000000000000e+04,3.270400000000000000e+04,4.377900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.982000000000000000e+03,2.768000000000000000e+03,4.604000000000000000e+03,5.421000000000000000e+03,6.216000000000000000e+03,7.033000000000000000e+03,2.407100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.290000000000000000e+02,1.632000000000000000e+03,2.352000000000000000e+03,3.618000000000000000e+03,4.362000000000000000e+03,5.258000000000000000e+03,6.006000000000000000e+03,7.969000000000000000e+03,8.665000000000000000e+03,1.219800000000000000e+04,1.319400000000000000e+04,6.414600000000000000e+04,6.478300000000000000e+04,7.292400000000000000e+04,7.344400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.420000000000000000e+02,1.169700000000000000e+04,1.251900000000000000e+04,2.146200000000000000e+04,2.218100000000000000e+04,2.280200000000000000e+04,2.561800000000000000e+04,2.616500000000000000e+04,2.711000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
