2.950000000000000000e+03,4.045000000000000000e+03,5.468000000000000000e+03,6.976000000000000000e+03,8.059000000000000000e+03,1.016400000000000000e+04,1.221100000000000000e+04,1.312300000000000000e+04,1.480500000000000000e+04,1.692600000000000000e+04,2.140400000000000000e+04,2.237400000000000000e+04,2.857400000000000000e+04,3.233600000000000000e+04,3.705600000000000000e+04,3.934500000000000000e+04,5.819400000000000000e+04,5.992000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.168000000000000000e+03,2.073000000000000000e+03,2.973000000000000000e+03,5.990000000000000000e+03,7.307000000000000000e+03,1.072000000000000000e+04,1.168100000000000000e+04,1.291600000000000000e+04,1.435600000000000000e+04,1.573800000000000000e+04,1.894800000000000000e+04,3.899300000000000000e+04,5.280900000000000000e+04,5.503400000000000000e+04,7.207400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.526000000000000000e+03,2.057000000000000000e+03,3.395000000000000000e+03,4.312000000000000000e+03,5.493000000000000000e+03,6.675000000000000000e+03,7.838000000000000000e+03,9.111000000000000000e+03,3.061900000000000000e+04,3.229700000000000000e+04,3.670900000000000000e+04,3.818100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.670000000000000000e+02,2.085000000000000000e+03,3.349000000000000000e+03,4.500000000000000000e+03,5.735000000000000000e+03,6.707000000000000000e+03,9.499000000000000000e+03,1.187500000000000000e+04,1.368000000000000000e+04,1.541200000000000000e+04,1.708400000000000000e+04,2.303800000000000000e+04,2.464700000000000000e+04,2.701800000000000000e+04,3.726100000000000000e+04,5.138600000000000000e+04,6.625400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.356000000000000000e+03,2.454000000000000000e+03,3.449000000000000000e+03,4.803000000000000000e+03,5.663000000000000000e+03,6.517000000000000000e+03,7.568000000000000000e+03,9.778000000000000000e+03,1.146600000000000000e+04,1.434400000000000000e+04,1.565500000000000000e+04,1.696400000000000000e+04,2.439300000000000000e+04,2.584700000000000000e+04,2.747100000000000000e+04,3.853900000000000000e+04,4.376400000000000000e+04,5.767100000000000000e+04,6.733900000000000000e+04,6.848100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.117000000000000000e+03,2.184000000000000000e+03,3.232000000000000000e+03,4.726000000000000000e+03,5.731000000000000000e+03,6.965000000000000000e+03,8.806000000000000000e+03,1.128100000000000000e+04,1.257300000000000000e+04,1.406400000000000000e+04,1.600000000000000000e+04,1.707400000000000000e+04,1.835300000000000000e+04,2.054200000000000000e+04,2.160200000000000000e+04,2.996800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.263000000000000000e+03,2.369000000000000000e+03,3.696000000000000000e+03,5.036000000000000000e+03,7.481000000000000000e+03,9.665000000000000000e+03,1.144300000000000000e+04,1.666700000000000000e+04,1.859100000000000000e+04,1.981000000000000000e+04,2.670400000000000000e+04,2.974400000000000000e+04,3.094300000000000000e+04,3.232800000000000000e+04,3.376000000000000000e+04,5.742200000000000000e+04,6.122100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.046000000000000000e+03,2.575000000000000000e+03,3.605000000000000000e+03,4.968000000000000000e+03,9.714000000000000000e+03,1.076700000000000000e+04,1.219600000000000000e+04,1.343700000000000000e+04,1.449300000000000000e+04,1.591200000000000000e+04,1.766300000000000000e+04,2.023900000000000000e+04,2.159400000000000000e+04,2.581500000000000000e+04,3.336900000000000000e+04,3.475100000000000000e+04,4.581200000000000000e+04,7.337200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.130000000000000000e+03,2.336000000000000000e+03,3.515000000000000000e+03,4.652000000000000000e+03,5.947000000000000000e+03,7.139000000000000000e+03,8.861000000000000000e+03,1.148900000000000000e+04,1.276000000000000000e+04,1.460800000000000000e+04,2.161700000000000000e+04,2.282400000000000000e+04,2.419100000000000000e+04,2.573600000000000000e+04,3.053700000000000000e+04,5.847500000000000000e+04,5.972300000000000000e+04,6.153200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.050000000000000000e+02,2.004000000000000000e+03,3.165000000000000000e+03,4.274000000000000000e+03,5.297000000000000000e+03,8.065000000000000000e+03,9.314000000000000000e+03,1.047800000000000000e+04,1.641200000000000000e+04,2.079000000000000000e+04,2.342600000000000000e+04,3.699000000000000000e+04,3.853100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
