5760,7000,9780,18830,20000,20960,21850,22840,24870,0,0,0,0,0,0,0,0,0,0,0
1750,15760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,6840,7950,8810,18450,19520,20930,22430,29210,0,0,0,0,0,0,0,0,0,0,0
1420,5640,15780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,5190,6610,20110,21180,23520,28940,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,3310,4830,14040,16690,24520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,3580,5410,6500,9270,22440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,8400,12190,13940,17300,18050,19380,21760,0,0,0,0,0,0,0,0,0,0,0,0
8030,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,8090,9010,20960,21830,24270,26050,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,18430,20360,22720,25190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,12540,27710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,4230,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,6350,13530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,16530,24210,27850,29160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6420,9340,18760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7530,18600,21530,27990,29450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,7990,11120,12490,17530,25000,28890,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,3940,5840,7030,11750,14910,17660,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,4360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7730,8410,20820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,12840,15820,19930,24830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7960,18690,21550,22310,24390,24740,26380,28330,0,0,0,0,0,0,0,0,0,0,0,0
4200,8120,16630,19840,28390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,3390,9230,10200,11950,18340,22080,26940,0,0,0,0,0,0,0,0,0,0,0,0
1980,6330,7710,11090,13270,14190,15520,22950,0,0,0,0,0,0,0,0,0,0,0,0
2890,4910,6000,16130,19120,20980,25590,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,6340,17590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,7520,8030,9070,10720,20870,25820,0,0,0,0,0,0,0,0,0,0,0,0,0
900,5180,12200,22280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,11300,17180,18440,20500,22410,24240,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,2380,6710,7580,10360,12850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,13540,16490,20510,21540,22770,26390,0,0,0,0,0,0,0,0,0,0,0,0,0
8150,9390,23780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4370,6950,18520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,8760,10980,15280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,17560,18980,27680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,6830,8530,11980,24370,25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,7600,15440,18000,19670,24860,27930,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,7230,9800,11420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,3100,3580,11680,13860,21150,23670,25700,26880,0,0,0,0,0,0,0,0,0,0,0
6910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,4100,27070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870,6880,16530,17530,19230,21840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,6040,8800,10390,13940,14950,16080,17310,18760,0,0,0,0,0,0,0,0,0,0,0
2450,6560,10970,12790,14100,15260,16110,19090,0,0,0,0,0,0,0,0,0,0,0,0
3820,5620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,10890,13420,16560,21480,26290,27990,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,11710,14100,18930,21140,27390,29680,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,6020,13160,21610,23010,25400,27790,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,8580,9450,14100,15200,23450,24890,26080,27470,0,0,0,0,0,0,0,0,0,0,0
1440,10810,18740,21430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,3790,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7130,10090,11940,18260,21730,26130,28140,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,1850,4850,9700,22180,25440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,2920,5890,7060,8700,9310,15650,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,6200,11170,12920,13810,17520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
