,0
149,150682.06666666665
150,151699.16666666666
151,152774.56666666665
152,153924.13333333333
153,155110.36666666667
154,156177.0
155,157114.93333333332
156,158194.76666666666
157,159039.16666666666
158,159936.56666666665
159,161004.2
160,162045.2
161,163148.56666666665
162,163986.23333333334
163,164953.53333333333
164,166033.9
165,167035.26666666666
166,167946.63333333333
167,168956.2
168,169977.8
169,171128.16666666666
170,171968.26666666666
171,172828.63333333333
172,173746.36666666667
173,174565.33333333334
174,175637.03333333333
175,176474.3
176,177639.86666666667
177,178634.4
178,179688.93333333332
179,180740.93333333332
180,181685.66666666666
181,182520.16666666666
182,183574.4
183,184769.9
184,185617.23333333334
185,186741.83333333334
186,187546.1
187,188644.26666666666
188,189657.26666666666
189,190812.76666666666
190,191941.33333333334
191,193111.03333333333
192,194187.1
193,195019.53333333333
194,196085.13333333333
195,197152.66666666666
196,198056.76666666666
197,199084.26666666666
198,200200.93333333332
199,201137.4
200,202274.93333333332
201,203262.0
202,204295.56666666665
203,205360.93333333332
204,206256.2
205,207213.36666666667
206,208171.1
207,209300.33333333334
208,210214.23333333334
209,211243.13333333333
210,212215.36666666667
211,213099.9
212,214089.5
213,215134.73333333334
214,216057.1
215,217063.4
216,217912.8
217,218755.3
218,219674.46666666667
219,220830.66666666666
220,221828.06666666665
221,222842.76666666666
222,224038.86666666667
223,225104.53333333333
224,225926.1
225,226796.0
226,227779.16666666666
227,228663.43333333332
228,229618.16666666666
229,230421.6
230,231555.23333333334
231,232493.66666666666
232,233571.43333333332
233,234489.4
234,235604.46666666667
235,236761.9
236,237764.9
237,238953.53333333333
238,240053.19999999998
239,241142.6
240,242109.1
241,242983.36666666667
242,243965.83333333334
243,245150.6
244,246132.83333333334
245,247176.56666666665
246,248156.6
247,248987.86666666667
248,250098.26666666666
249,250956.56666666665
250,251975.23333333334
251,252837.6
252,253745.06666666665
253,254904.73333333334
254,256043.1
255,256966.6
256,257958.1
257,259124.63333333333
258,260168.13333333333
259,260993.73333333334
260,262166.73333333334
261,263039.4
262,264015.1333333333
263,264926.6
264,266021.56666666665
265,266855.93333333335
266,267862.5
267,268733.1333333333
268,269863.0333333333
269,270828.5
270,271632.8333333333
271,272493.26666666666
272,273436.73333333334
273,274466.8
274,275456.1
275,276379.26666666666
276,277211.06666666665
277,278022.3
278,278905.56666666665
279,279882.9
280,280973.43333333335
281,281925.9666666667
282,282900.36666666664
283,283795.36666666664
284,284780.6
285,285852.3
286,286682.6
287,287800.76666666666
288,288779.9666666667
289,289771.6666666667
290,290737.26666666666
291,291773.8
292,292719.1666666667
293,293792.5
294,294909.0333333333
295,295801.9666666667
296,296900.73333333334
297,297772.2
298,298661.3
299,299609.0333333333
300,300445.86666666664
301,301355.0333333333
302,302255.8
303,303201.3
304,304056.1666666667
305,305013.4666666667
306,306131.6
307,307210.4
308,308179.23333333334
309,309194.6
310,310086.3333333333
311,311065.76666666666
312,312148.1
313,313013.43333333335
314,313947.93333333335
315,314968.43333333335
316,316066.8
317,316945.7
318,318071.5
319,318895.36666666664
320,319700.6333333333
321,320787.9
322,321878.3333333333
323,322818.4666666667
324,324017.73333333334
325,324985.06666666665
326,326100.56666666665
327,327170.23333333334
328,328283.6333333333
329,329179.76666666666
330,330203.9666666667
331,331364.4666666667
332,332485.8
333,333622.56666666665
334,334562.4666666667
335,335542.93333333335
336,336395.0333333333
337,337223.8
338,338065.1666666667
339,338893.3333333333
340,340045.36666666664
341,340998.1
342,341946.2
343,343110.5
344,344010.23333333334
345,345195.3
346,346348.56666666665
347,347227.6666666667
348,348167.36666666664
349,349062.3333333333
350,350057.06666666665
351,351076.4
352,352021.9666666667
353,352887.4666666667
354,353830.6
355,354780.86666666664
356,355799.6666666667
357,356961.43333333335
358,357906.9666666667
359,358993.26666666666
360,360035.86666666664
361,360885.5333333333
362,362049.9666666667
363,362923.5333333333
364,364115.0333333333
365,365045.93333333335
366,366104.73333333334
367,367251.56666666665
368,368376.6
369,369531.23333333334
370,370499.8333333333
371,371569.3
372,372407.6666666667
373,373505.1333333333
374,374377.36666666664
375,375429.56666666665
376,376368.3
377,377494.3
378,378334.0333333333
379,379147.4666666667
380,380161.6
381,381196.8333333333
382,382127.06666666665
383,383145.3
384,384247.6666666667
385,385053.26666666666
386,386068.56666666665
387,387124.8333333333
388,388118.1333333333
389,389307.76666666666
390,390470.3
391,391360.26666666666
392,392442.5
393,393396.86666666664
394,394382.26666666666
395,395484.8333333333
396,396472.2
397,397347.7
398,398521.23333333334
399,399689.8
400,400617.3333333333
401,401424.76666666666
402,402379.1333333333
403,403363.06666666665
404,404489.93333333335
405,405615.4666666667
406,406595.6333333333
407,407643.93333333335
408,408836.73333333334
409,409926.56666666665
410,410738.4
411,411830.8333333333
412,412953.36666666664
413,413885.6666666667
414,414757.9
415,415563.9666666667
416,416684.4666666667
417,417629.5
418,418601.93333333335
419,419788.1
420,420904.8333333333
421,422659.4666666667
422,423794.6
423,424985.93333333335
424,425864.6333333333
425,427051.1333333333
426,428135.6666666667
427,429046.89999999997
428,430016.39999999997
429,430881.0333333333
430,431743.0333333333
431,432895.26666666666
432,433766.0333333333
433,434852.6333333333
434,435860.36666666664
435,436742.06666666665
436,437887.73333333334
437,438979.86666666664
438,440156.7
439,441182.1
440,442347.73333333334
441,443410.73333333334
442,444513.2
443,445690.56666666665
444,446559.7
445,447527.89999999997
446,448478.23333333334
447,449360.43333333335
448,450339.93333333335
449,451523.3333333333
450,452365.8333333333
451,453469.39999999997
452,454656.73333333334
453,455507.93333333335
454,456434.56666666665
455,457488.3333333333
456,458506.6666666667
457,459499.6333333333
458,460548.5
459,461686.7
460,462782.1666666667
461,463719.3
462,464742.6333333333
463,465768.93333333335
464,466917.73333333334
465,468056.93333333335
466,469108.43333333335
467,470154.0
468,471218.26666666666
469,472342.39999999997
470,473515.73333333334
471,474569.43333333335
472,475564.93333333335
473,476526.06666666665
474,477676.3
475,478613.86666666664
476,479665.36666666664
477,480822.4666666667
478,481944.9666666667
479,483054.6
480,484090.0333333333
481,485092.0
482,486223.39999999997
483,487208.5
484,488031.43333333335
485,488990.8333333333
486,490156.2
487,490974.5
488,491933.86666666664
489,493087.3333333333
490,494150.39999999997
491,495103.1
492,495947.56666666665
493,496786.0
494,497915.8
495,498943.8
496,499785.5
497,500661.6333333333
498,501490.1666666667
499,502420.6666666667
500,503537.1
501,504641.1
502,505658.36666666664
503,506712.9666666667
504,507523.76666666666
505,508512.5
506,509420.0333333333
507,510446.6333333333
508,511348.3333333333
509,512537.6333333333
510,514401.1
511,515471.73333333334
512,516610.1
513,517512.56666666665
514,518405.76666666666
515,519411.0333333333
516,520248.5333333333
517,521253.2
518,522242.3333333333
519,523416.1
520,524448.2333333333
521,525335.0333333333
522,526446.4666666667
523,527307.6333333333
524,528329.4
525,529338.4666666667
526,530295.9666666667
527,531327.3
528,532250.1666666666
529,533146.6
530,534122.1666666666
531,535249.8333333334
532,536241.0
533,537433.7333333333
534,538565.2333333333
535,539749.7333333333
536,540626.9666666667
537,541602.3
538,542634.8666666667
539,543486.4333333333
540,544425.3
541,545542.7
542,546513.4333333333
543,547664.9666666667
544,548467.0666666667
545,549548.5666666667
546,550453.8666666667
547,551590.5
548,552626.2
549,553449.7
550,555324.2
551,556363.5333333333
552,557320.3
553,558204.7666666666
554,559223.4666666667
555,560330.2333333333
556,561323.4
557,562312.8666666667
558,563492.9333333333
559,564643.1
560,565837.6
561,567017.1333333333
562,568109.4666666667
563,569136.8
564,570269.3333333334
565,571147.6
566,572292.9333333333
567,573264.4666666667
568,574173.7666666666
569,575102.2
570,576164.9666666667
571,577336.5333333333
572,578273.6333333333
573,579307.8666666667
574,580422.1666666666
575,581537.4333333333
576,582696.9333333333
577,583556.2
578,584696.0
579,585599.5
580,586621.0
581,587817.5333333333
582,588715.9666666667
583,589610.5
584,590714.1
585,591602.6666666666
586,592437.8666666667
587,593546.1333333333
588,594459.2666666666
589,595337.8333333334
590,596421.1333333333
591,597607.2
592,598659.7
593,599561.3666666667
594,600506.5
595,601644.6
596,602721.9666666667
597,603646.6
598,604516.2666666666
599,605518.7666666666
600,606478.3
601,607443.7666666666
602,608370.5666666667
603,609466.0333333333
604,610406.1
605,611506.3666666667
606,612407.6666666666
607,613530.4333333333
608,614500.0
609,615602.4333333333
610,616748.9333333333
611,617683.6
612,618733.1666666666
613,619809.3666666667
614,620739.0666666667
615,621937.7333333333
616,623018.3666666667
617,624016.4
618,625140.5666666667
619,626184.4666666667
620,627027.4666666667
621,627865.2333333333
622,628723.2
623,629554.0
624,630598.4333333333
625,631673.3
626,632591.5
627,633428.2333333333
628,634317.8333333334
629,635494.3
630,636332.9333333333
631,637368.4
632,638557.3666666667
633,639494.0
634,640638.7666666666
635,641495.1333333333
636,642564.8666666667
637,643568.2
638,644722.2666666666
639,646713.3666666667
640,647626.7
641,648566.1
642,649575.7
643,650506.6666666666
644,651455.9
645,652393.2
646,653569.9666666667
647,654740.9
648,655687.6666666666
649,656545.2
650,657425.2
651,658425.6333333333
652,659452.2333333333
653,660411.8666666667
654,661334.3333333334
655,662240.4
656,663135.9
657,663986.4666666667
658,665051.0666666667
659,666033.6
660,666899.0666666667
661,667932.3
662,668924.4333333333
663,669988.7333333333
664,670900.3
665,671844.8666666667
666,672757.0333333333
667,673889.2333333333
668,674762.7666666666
669,675690.9
670,676568.5
671,677612.1
672,678733.6
673,679789.6666666666
674,680919.3666666667
675,682017.9333333333
676,683066.9666666667
677,684166.4
678,685062.0
679,685999.4666666667
680,686940.4333333333
681,687805.2666666666
682,688947.6333333333
683,690066.1333333333
684,691224.4333333333
685,692060.0666666667
686,693023.0666666667
687,694200.9
688,695221.9
689,696371.2
690,697345.7333333333
691,698298.2
692,699187.3333333334
693,700207.4666666667
694,701329.0333333333
695,702409.1333333333
696,703555.3333333334
697,704700.9
698,705520.0
699,706324.1666666666
700,707149.5666666667
701,707994.2333333333
702,709092.9666666667
703,709911.0
704,711091.3333333334
705,712126.9666666667
706,713205.0333333333
707,714375.1
708,715404.2666666666
709,716428.0
710,717485.5333333333
711,718482.1
712,719636.7333333333
713,720563.1333333333
714,721403.6
715,723294.2333333333
716,724368.6666666666
717,725475.1
718,726351.6333333333
719,727532.0333333333
720,728466.7666666666
721,729377.2666666666
722,730300.8666666667
723,731454.8
724,732579.6
725,733533.9333333333
726,734435.3666666667
727,735569.5
728,736419.0
729,737571.1333333333
730,738674.9
731,739754.0333333333
732,740644.4666666667
733,741556.8666666667
734,742454.0333333333
735,743420.2333333333
736,744547.0
737,745685.4333333333
738,746607.7
739,747565.3666666667
740,748559.8333333334
741,749508.3333333334
742,750705.6
743,751598.2333333333
744,752775.7333333333
745,753774.0666666667
746,754937.3666666667
747,755917.2333333333
748,757038.4
749,758228.2
750,759100.7
751,759939.9333333333
752,761083.3666666667
753,761906.5333333333
754,762996.9333333333
755,764131.5
756,765106.3666666667
757,765969.8666666667
758,766826.5666666667
759,767707.9
760,768684.4333333333
761,769519.8666666667
762,770499.3666666667
763,771570.4
764,772724.9666666667
765,773842.6
766,774906.4666666667
767,775720.8
768,776863.4666666667
769,777897.5666666667
770,779063.9
771,780199.6
772,781182.9
773,782302.1333333333
774,783288.5666666667
775,784475.0
776,785387.2
777,786219.7
778,787397.3666666667
779,788323.7666666666
780,789314.5666666667
781,790436.4333333333
782,791250.2666666666
783,792109.8
784,793188.9
785,794253.1333333333
786,795390.5666666667
787,796256.9333333333
788,797278.6
789,798242.1666666666
790,799432.4333333333
791,800493.1333333333
792,801575.7
793,802416.4333333333
794,803598.5
795,804557.9666666667
796,805726.5666666667
797,806652.6333333333
798,807590.8333333334
799,808451.2
800,809584.5333333333
801,810734.1666666666
802,811770.9666666667
803,812657.5
804,813480.8
805,814418.4333333333
806,815473.6666666666
807,816298.3333333334
808,817335.9333333333
809,818440.1333333333
810,819461.7333333333
811,820405.7
812,821292.6333333333
813,822421.8333333334
814,823512.6
815,824567.0
816,825388.3333333334
817,826307.2333333333
818,827500.0
819,828389.4
820,829569.6333333333
821,830567.2
822,831559.5
823,832537.6
824,833582.3333333334
825,834487.1666666666
826,835339.3
827,836282.0
828,837420.1333333333
829,838246.9666666667
830,839065.2
831,840251.7999999999
832,841343.6666666666
833,842459.8666666667
834,843452.0666666667
835,844493.9666666667
836,845378.6
837,846504.5333333333
838,847340.6
839,848283.4333333333
840,849091.9
841,850204.2
842,851233.5
843,852350.7999999999
844,853493.5666666667
845,854539.9666666667
846,855514.5666666667
847,856667.1333333333
848,857616.6333333333
849,858544.2999999999
850,859481.7
851,860529.7999999999
852,861463.0333333333
853,862311.5666666667
854,863191.6
855,864127.6333333333
856,865084.0
857,865942.6
858,866985.5333333333
859,868102.9666666667
860,868987.5
861,869900.0333333333
862,870785.5333333333
863,871794.7666666666
864,872880.6
865,873915.9
866,874967.2333333333
867,875936.1333333333
868,876873.7333333333
869,877723.2
870,878692.9333333333
871,879587.8666666667
872,880470.1666666666
873,881520.2999999999
874,882401.7999999999
875,883268.8666666667
876,884437.0333333333
877,885512.4
878,886549.2333333333
879,887745.8333333334
880,888877.4333333333
881,889778.0333333333
882,890970.1666666666
883,891981.8666666667
884,893072.1
885,894043.0666666667
886,895095.9666666667
887,896140.6
888,897176.7999999999
889,898033.3666666667
890,898918.3333333334
891,899744.5333333333
892,900627.9333333333
893,901547.7333333333
894,902404.9333333333
895,903500.7
896,904527.2999999999
897,905346.8666666667
898,906178.3333333334
899,907084.5
900,908280.2333333333
901,909086.7999999999
902,910102.2
903,911002.2999999999
904,912160.2666666666
905,913002.1333333333
906,913967.4333333333
907,915050.9
908,916218.1333333333
909,917030.8666666667
910,917998.4333333333
911,919080.0333333333
912,920101.1666666666
913,921147.5666666667
914,922332.7999999999
915,923517.1333333333
916,924437.8333333334
917,925512.2666666666
918,926632.0
919,927547.5333333333
920,928729.6666666666
921,929536.5
922,930670.4
923,931550.5333333333
924,932715.3666666667
925,933657.7
926,934469.9666666667
927,935633.2
928,936625.6666666666
929,937612.0333333333
930,938653.0666666667
931,939801.2999999999
932,940845.2
933,941775.7333333333
934,943703.4666666667
935,944787.8666666667
936,945880.5
937,946933.6333333333
938,947982.2999999999
939,948787.5666666667
940,949957.3333333334
941,951034.5333333333
942,952058.2333333333
943,953146.9333333333
944,954151.0
945,955157.3333333334
946,956193.8333333334
947,957127.1
948,958000.4666666667
949,958976.2
950,960127.4
951,961027.8333333334
952,962143.2666666666
953,963067.4333333333
954,964257.2
955,965129.3666666667
956,966063.9666666667
957,967000.2
958,968015.6666666666
959,968846.0666666667
960,969848.5333333333
961,970738.7999999999
962,971720.2999999999
963,972690.8666666667
964,973710.5666666667
965,974547.7
966,975439.2333333333
967,976484.2999999999
968,977343.7666666666
969,978243.2333333333
970,979271.9333333333
971,980093.4666666667
972,980964.8333333334
973,981876.5666666667
974,982689.2
975,983617.0666666667
976,984527.9
977,985518.7666666666
978,986479.6666666666
979,987616.7333333333
980,988591.9
981,989621.7666666666
982,990540.9333333333
983,991351.0
984,992442.2666666666
985,993489.7999999999
986,994617.9333333333
987,995424.7666666666
988,996236.2
989,997290.9
990,998241.7
991,999197.1333333333
992,1000034.2666666666
993,1001052.3333333334
994,1002054.9
995,1003133.2
996,1004029.9333333333
997,1004882.4666666667
998,1005751.5
999,1006716.8333333334
1000,1007632.1333333333
1001,1008823.6
1002,1009697.9333333333
1003,1010871.4
1004,1012018.8666666667
1005,1013148.2999999999
1006,1013978.0
1007,1014982.1
1008,1015893.9666666667
1009,1016953.9666666667
1010,1018115.4333333333
1011,1019259.1
1012,1020435.1
1013,1021513.7999999999
1014,1022567.7999999999
1015,1023741.5
1016,1024912.9666666667
1017,1025882.9333333333
1018,1026963.7333333333
1019,1028134.7333333333
1020,1029044.3666666667
1021,1029930.0666666667
1022,1030963.0666666667
1023,1031967.7666666666
1024,1033117.0666666667
1025,1033989.3666666667
1026,1035173.6
1027,1036227.5
1028,1037336.2333333333
1029,1038269.8333333334
1030,1039101.9666666667
1031,1039959.4666666667
1032,1040881.9666666667
1033,1042076.2666666666
1034,1043098.7333333333
1035,1044083.0333333333
1036,1045037.7999999999
1037,1045982.7
1038,1046845.5333333333
1039,1048005.6666666666
1040,1049024.5333333332
1041,1049948.2
1042,1051041.7333333334
1043,1051992.8666666667
1044,1053086.6
1045,1054093.9333333333
1046,1055073.6666666667
1047,1056032.8
1048,1057196.6666666667
1049,1058226.1666666667
1050,1059333.0333333332
1051,1060458.8
1052,1061430.2333333334
1053,1062328.8666666667
1054,1063185.1
1055,1064013.5333333332
1056,1064971.2
1057,1066040.6666666667
1058,1066864.6333333333
1059,1067939.1
1060,1069084.3
1061,1070061.1
1062,1071156.7666666666
1063,1072333.7
1064,1073362.6
1065,1074466.2333333334
1066,1075488.1
1067,1076669.4
1068,1077525.0333333332
1069,1078395.7333333334
1070,1079413.8333333333
1071,1080439.5
1072,1081348.3666666667
1073,1082467.4333333333
1074,1083421.2666666666
1075,1084606.7666666666
1076,1085597.9666666666
1077,1086480.6333333333
1078,1087591.9
1079,1088534.3333333333
1080,1089627.9666666666
1081,1090652.5333333332
1082,1091741.9333333333
1083,1092621.3666666667
1084,1093648.1333333333
1085,1094555.5666666667
1086,1095640.8666666667
1087,1096464.4333333333
1088,1097602.9333333333
1089,1098597.2
1090,1099424.0
1091,1100509.3666666667
1092,1101430.9
1093,1102419.4333333333
1094,1103234.7333333334
1095,1104077.0
1096,1105105.6666666667
1097,1106221.4333333333
1098,1107344.9666666666
1099,1108533.7666666666
1100,1109719.4666666666
1101,1110716.6
1102,1111620.9333333333
1103,1112713.1666666667
1104,1113525.0666666667
1105,1114406.9666666666
1106,1115424.7333333334
1107,1116476.7
1108,1117622.4333333333
1109,1118492.9
1110,1119529.1333333333
1111,1120403.9333333333
1112,1121562.1333333333
1113,1122643.6666666667
1114,1123825.9666666666
1115,1124746.2666666666
1116,1125832.2333333334
1117,1126848.6
1118,1127799.8333333333
1119,1128721.6
1120,1129538.7666666666
1121,1130536.5
1122,1131378.9
1123,1132439.6
1124,1133283.6666666667
1125,1134416.8666666667
1126,1135320.4666666666
1127,1136440.0666666667
1128,1137544.8
1129,1138456.3
1130,1139413.3333333333
1131,1140488.4333333333
1132,1141447.5
1133,1142569.4333333333
1134,1143526.1333333333
1135,1144421.5
1136,1145342.1666666667
1137,1146539.6666666667
1138,1147408.2
1139,1148352.6333333333
1140,1149442.2333333334
1141,1150275.8
1142,1151154.2333333334
1143,1152221.7
1144,1153379.1666666667
1145,1154530.2666666666
1146,1155656.7666666666
1147,1156696.6
1148,1157703.8333333333
1149,1158798.0
1150,1159753.8
1151,1160565.7333333334
1152,1161530.4
1153,1162532.5
1154,1163704.7
1155,1164693.2666666666
1156,1165647.3333333333
1157,1166690.7333333334
1158,1167739.3666666667
1159,1168617.7
1160,1169796.1666666667
1161,1170893.8
1162,1172040.9333333333
1163,1173075.0666666667
1164,1174188.6333333333
1165,1175348.7666666666
1166,1176464.1
1167,1177300.5
1168,1178226.5333333332
1169,1179311.8
1170,1180511.4666666666
1171,1181600.7666666666
1172,1182548.9666666666
1173,1183356.2333333334
1174,1184387.6
1175,1185571.4
1176,1186490.1
1177,1187465.0666666667
1178,1188567.4
1179,1189460.1666666667
1180,1190267.2666666666
1181,1191330.5333333332
1182,1192243.3
1183,1193052.4
1184,1194208.9666666666
1185,1195154.4666666666
1186,1196065.4666666666
1187,1197223.0333333332
1188,1198372.5333333332
1189,1199539.9
1190,1200680.0666666667
1191,1201757.5333333332
1192,1202706.0666666667
1193,1203896.2
1194,1204861.6333333333
1195,1206053.2333333334
1196,1206939.5666666667
1197,1207983.8333333333
1198,1209138.6
1199,1210335.7
1200,1211172.4333333333
1201,1212262.5666666667
1202,1213177.3666666667
1203,1214298.2666666666
1204,1215393.1333333333
1205,1216459.8
1206,1217524.3333333333
1207,1218481.2666666666
1208,1219651.7333333334
1209,1220840.1666666667
1210,1221710.8
1211,1222890.0333333332
1212,1224030.4666666666
1213,1224987.2666666666
1214,1225858.8
1215,1226773.2666666666
1216,1227758.5333333332
1217,1228895.7666666666
1218,1229974.5666666667
1219,1230943.0666666667
1220,1231992.6666666667
1221,1233150.7666666666
1222,1234038.4
1223,1234995.6666666667
1224,1236140.3333333333
1225,1237062.4
1226,1238003.2333333334
1227,1238960.5666666667
1228,1240002.8
1229,1241042.5666666667
1230,1242139.9
1231,1243213.1333333333
1232,1244233.7
1233,1245339.2
1234,1246195.5333333332
1235,1247111.8666666667
1236,1248061.1666666667
1237,1249051.9
1238,1249967.2
1239,1250856.4
1240,1251937.7666666666
1241,1253092.4333333333
1242,1254278.5
1243,1255440.4
1244,1256537.8333333333
1245,1257699.2666666666
1246,1258836.7
1247,1260029.6666666667
1248,1261148.5666666667
1249,1261999.9
1250,1263006.3333333333
1251,1263955.7333333334
1252,1265122.4333333333
1253,1266108.9666666666
1254,1267057.3333333333
1255,1267935.5666666667
1256,1268939.0333333332
1257,1270096.1666666667
1258,1271273.9333333333
1259,1272245.8333333333
1260,1273171.7
1261,1274077.9666666666
1262,1275194.1333333333
1263,1276126.0
1264,1277015.9666666666
1265,1278012.2333333334
1266,1278971.0333333332
1267,1279805.5
1268,1280704.6
1269,1281860.0333333332
1270,1283025.6666666667
1271,1284220.1666666667
1272,1285242.8333333333
1273,1286231.1666666667
1274,1287318.8666666667
1275,1288412.8666666667
1276,1289584.7333333334
1277,1290510.0
1278,1291569.8666666667
1279,1292752.9
1280,1293738.6333333333
1281,1294686.3666666667
1282,1295725.6
1283,1296714.6666666667
1284,1297546.9666666666
1285,1298494.5666666667
1286,1299601.2333333334
1287,1300435.7666666666
1288,1301393.4
1289,1302570.9333333333
1290,1303685.0333333332
1291,1304677.5
1292,1305691.2666666666
1293,1306834.8666666667
1294,1307999.1666666667
1295,1308974.9
1296,1309812.8
1297,1310868.4666666666
1298,1311938.6
1299,1312839.4333333333
1300,1313842.1666666667
1301,1314944.4
1302,1316038.0333333332
1303,1317200.5333333332
1304,1318087.0666666667
1305,1319099.4666666666
1306,1320226.7333333334
1307,1321205.5
1308,1322305.1333333333
1309,1323358.7666666666
1310,1324264.6
1311,1325142.3333333333
1312,1326039.6333333333
1313,1327233.4
1314,1328419.7666666666
1315,1329598.0666666667
1316,1330664.3666666667
1317,1331590.8666666667
1318,1332489.4666666666
1319,1333632.8333333333
1320,1334723.0333333332
1321,1335647.4
1322,1336725.2333333334
1323,1337646.4
1324,1338488.8
1325,1339461.0
1326,1340442.2
1327,1341520.9666666666
1328,1342545.0
1329,1343457.8666666667
1330,1344513.8333333333
1331,1345430.2
1332,1346485.7666666666
1333,1347444.9666666666
1334,1348425.7
1335,1349508.7666666666
1336,1350562.0
1337,1351638.7333333334
1338,1352541.8666666667
1339,1353562.0333333332
1340,1354582.5333333332
1341,1355509.7666666666
1342,1356445.0
1343,1357549.5333333332
1344,1358620.9666666666
1345,1359657.2333333334
1346,1360551.8333333333
1347,1361571.4666666666
1348,1362727.9666666666
1349,1363913.4666666666
1350,1365022.2333333334
1351,1366133.7333333334
1352,1367090.4333333333
1353,1368218.0666666667
1354,1369228.1666666667
1355,1370107.0333333332
1356,1370931.3333333333
1357,1371903.0666666667
1358,1373023.8
1359,1374137.0666666667
1360,1374968.7333333334
1361,1375817.1333333333
1362,1376971.8
1363,1377958.3
1364,1379154.7666666666
1365,1380344.8
1366,1381366.6333333333
1367,1382504.1666666667
1368,1383516.8333333333
1369,1384419.2333333334
1370,1385343.6
1371,1386533.2666666666
1372,1387357.0333333332
1373,1388434.3666666667
1374,1389356.5333333332
1375,1390318.8333333333
1376,1391507.6333333333
1377,1392681.1666666667
1378,1393731.4666666666
1379,1394736.8
1380,1395615.5333333332
1381,1396776.8
1382,1397899.4333333333
1383,1398937.7
1384,1399941.3
1385,1401086.6333333333
1386,1402246.0333333332
1387,1403373.3
1388,1404523.1
1389,1405425.7666666666
1390,1406485.1666666667
1391,1407366.6333333333
1392,1408522.3666666667
1393,1409511.3666666667
1394,1410501.7333333334
1395,1411474.2333333334
1396,1412447.6333333333
1397,1413596.1
1398,1414703.3
1399,1415784.1666666667
1400,1416598.4
1401,1417555.2
1402,1418361.3333333333
1403,1419415.6333333333
1404,1420475.9333333333
1405,1421594.1
1406,1422682.9
1407,1423762.2333333334
1408,1424767.9
1409,1425615.2333333334
1410,1426504.7
1411,1427356.3666666667
1412,1428477.3333333333
1413,1429392.7
1414,1430427.9
1415,1431297.2666666666
1416,1432224.0
1417,1433140.4333333333
1418,1434323.7666666666
1419,1435174.1
1420,1436005.7666666666
1421,1437100.2666666666
1422,1438290.0333333332
1423,1439200.5666666667
1424,1440243.6
1425,1441087.0333333332
1426,1441920.5333333332
1427,1442953.5333333332
1428,1443841.6666666667
1429,1444991.5666666667
1430,1446181.0666666667
1431,1447020.4666666666
1432,1447886.1
1433,1449056.6666666667
1434,1450048.1333333333
1435,1451169.3666666667
1436,1452323.7666666666
1437,1453191.5666666667
1438,1454369.0666666667
1439,1455454.5666666667
1440,1456311.7666666666
1441,1457191.5666666667
1442,1458113.8333333333
1443,1459214.4666666666
1444,1460026.4
1445,1461034.0666666667
1446,1461994.3
