166,605,1172,1096,814,0,0,0,0,0,0,0,0,0
590,33,1119,1143,0,0,0,0,0,0,0,0,0,0
794,492,1461,1512,1006,1520,0,0,0,0,0,0,0,0
1493,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,1215,1486,1209,0,0,0,0,0,0,0,0,0,0
620,1451,194,737,0,0,0,0,0,0,0,0,0,0
145,1275,0,0,0,0,0,0,0,0,0,0,0,0
307,280,846,1002,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,1060,46,848,1508,843,169,134,0,0,0,0,0,0
839,1095,0,0,0,0,0,0,0,0,0,0,0,0
441,1373,980,346,959,0,0,0,0,0,0,0,0,0
113,997,39,283,0,0,0,0,0,0,0,0,0,0
519,1405,666,1080,0,0,0,0,0,0,0,0,0,0
778,1592,852,395,801,1192,0,0,0,0,0,0,0,0
977,614,64,1170,0,0,0,0,0,0,0,0,0,0
641,1622,793,1345,1326,509,0,0,0,0,0,0,0,0
1493,610,340,697,766,520,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,745,348,977,670,1438,0,0,0,0,0,0,0,0
947,84,235,1333,343,0,0,0,0,0,0,0,0,0
492,280,1051,843,601,0,0,0,0,0,0,0,0,0
1284,1535,883,1631,1356,1345,873,1587,0,0,0,0,0,0
598,139,0,0,0,0,0,0,0,0,0,0,0,0
576,752,495,109,1192,61,0,0,0,0,0,0,0,0
188,546,467,1092,0,0,0,0,0,0,0,0,0,0
726,1132,553,1524,0,0,0,0,0,0,0,0,0,0
699,134,974,0,0,0,0,0,0,0,0,0,0,0
633,734,1416,614,0,0,0,0,0,0,0,0,0,0
660,893,46,388,392,145,0,0,0,0,0,0,0,0
627,761,1327,1329,658,0,0,0,0,0,0,0,0,0
1332,820,328,401,1635,1221,88,0,0,0,0,0,0,0
248,283,389,0,0,0,0,0,0,0,0,0,0,0
872,1119,901,0,0,0,0,0,0,0,0,0,0,0
959,1245,346,0,0,0,0,0,0,0,0,0,0,0
1511,662,593,1149,435,0,0,0,0,0,0,0,0,0
783,1019,738,1144,1261,1415,0,0,0,0,0,0,0,0
1057,1456,1079,488,794,846,0,0,0,0,0,0,0,0
143,133,1065,565,754,0,0,0,0,0,0,0,0,0
599,1565,1159,372,35,498,0,0,0,0,0,0,0,0
446,1229,1047,395,1423,0,0,0,0,0,0,0,0,0
159,1451,726,441,0,0,0,0,0,0,0,0,0,0
1327,442,437,483,1373,893,0,0,0,0,0,0,0,0
766,68,1098,662,699,1022,728,162,0,0,0,0,0,0
760,283,499,1501,519,0,0,0,0,0,0,0,0,0
6,1089,1080,395,5,0,0,0,0,0,0,0,0,0
35,1565,778,0,0,0,0,0,0,0,0,0,0,0
389,134,792,746,495,1251,771,407,1017,295,0,0,0,0
1184,240,371,133,764,397,0,0,0,0,0,0,0,0
1472,88,846,1633,0,0,0,0,0,0,0,0,0,0
1132,807,113,1112,109,804,0,0,0,0,0,0,0,0
980,249,1519,559,637,179,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0
872,580,1044,0,0,0,0,0,0,0,0,0,0,0
1635,1172,1245,336,0,0,0,0,0,0,0,0,0,0
1341,46,1625,708,1271,749,0,0,0,0,0,0,0,0
1000,1159,848,1622,100,731,840,1256,567,1139,0,0,0,0
654,1272,467,618,0,0,0,0,0,0,0,0,0,0
75,900,996,0,0,0,0,0,0,0,0,0,0,0
565,1533,490,0,0,0,0,0,0,0,0,0,0,0
1088,492,1407,86,1460,226,0,0,0,0,0,0,0,0
1411,216,1319,879,0,0,0,0,0,0,0,0,0,0
1250,1544,1221,1326,1036,1032,1546,1416,0,0,0,0,0,0
1328,13,1511,869,0,0,0,0,0,0,0,0,0,0
1009,1605,1227,1192,620,358,0,0,0,0,0,0,0,0
1312,108,1112,858,1535,1461,0,0,0,0,0,0,0,0
1070,1022,492,814,932,46,0,0,0,0,0,0,0,0
1620,696,848,1633,1524,0,0,0,0,0,0,0,0,0
1328,1192,1098,0,0,0,0,0,0,0,0,0,0,0
131,1608,299,801,796,0,0,0,0,0,0,0,0,0
1224,852,0,0,0,0,0,0,0,0,0,0,0,0
827,1095,1636,203,113,0,0,0,0,0,0,0,0,0
498,1438,127,136,1006,0,0,0,0,0,0,0,0,0
567,861,708,1420,483,0,0,0,0,0,0,0,0,0
442,637,1515,0,0,0,0,0,0,0,0,0,0,0
86,198,1152,989,39,1250,1250,0,0,0,0,0,0,0
1501,883,728,499,1251,348,188,1194,0,0,0,0,0,0
994,1096,642,1149,530,390,0,0,0,0,0,0,0,0
1089,605,172,633,1592,1087,1357,339,0,0,0,0,0,0
253,995,0,0,0,0,0,0,0,0,0,0,0,0
1511,177,1416,0,0,0,0,0,0,0,0,0,0,0
1227,83,604,901,1544,0,0,0,0,0,0,0,0,0
766,1024,963,812,755,0,0,0,0,0,0,0,0,0
635,496,278,12,258,858,1113,857,0,0,0,0,0,0
885,1197,295,0,0,0,0,0,0,0,0,0,0,0
798,125,785,1171,0,0,0,0,0,0,0,0,0,0
63,378,1140,1035,325,495,383,0,0,0,0,0,0,0
641,778,846,0,0,0,0,0,0,0,0,0,0,0
916,879,726,1123,0,0,0,0,0,0,0,0,0,0
63,885,994,908,849,0,0,0,0,0,0,0,0,0
1532,175,1060,749,635,0,0,0,0,0,0,0,0,0
184,328,519,1545,1448,783,0,0,0,0,0,0,0,0
1009,912,734,723,1629,0,0,0,0,0,0,0,0,0
1048,1149,726,1524,1224,0,0,0,0,0,0,0,0,0
1620,1303,1503,763,0,0,0,0,0,0,0,0,0,0
1200,1199,0,0,0,0,0,0,0,0,0,0,0,0
633,509,1508,670,1631,230,0,0,0,0,0,0,0,0
55,38,38,1250,0,0,0,0,0,0,0,0,0,0
699,1047,1016,697,833,706,0,0,0,0,0,0,0,0
1633,1209,0,0,0,0,0,0,0,0,0,0,0,0
1544,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,1219,1104,408,0,0,0,0,0,0,0,0,0,0
94,442,1520,0,0,0,0,0,0,0,0,0,0,0
1486,1522,590,858,0,0,0,0,0,0,0,0,0,0
339,1159,0,0,0,0,0,0,0,0,0,0,0,0
1018,637,796,166,1125,137,1092,0,0,0,0,0,0,0
1132,947,0,0,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1438,0,0,0,0,0,0,0,0,0,0,0,0
1095,790,900,1202,0,0,0,0,0,0,0,0,0,0
299,278,0,0,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0,0,0,0,0,0
304,223,659,691,0,0,0,0,0,0,0,0,0,0
372,1356,755,100,497,1625,1089,794,1609,0,0,0,0,0
307,467,1272,852,1512,1147,0,0,0,0,0,0,0,0
1496,932,1349,1024,-1,1087,0,0,0,0,0,0,0,0
1326,706,974,849,0,0,0,0,0,0,0,0,0,0
1532,659,0,0,0,0,0,0,0,0,0,0,0,0
1021,901,900,1093,0,0,0,0,0,0,0,0,0,0
1200,1332,1327,172,977,624,368,960,0,0,0,0,0,0
327,194,84,834,912,488,994,0,0,0,0,0,0,0
162,211,760,495,1229,1047,66,0,0,0,0,0,0,0
600,1414,543,390,1440,0,0,0,0,0,0,0,0,0
916,1317,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1132,1096,1388,12,0,0,0,0,0,0,0,0,0
801,83,210,1347,723,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,922,947,55,0,0,0,0,0,0,0,0,0,0
1192,1184,0,0,0,0,0,0,0,0,0,0,0,0
258,1221,1293,0,0,0,0,0,0,0,0,0,0,0
-1,734,620,0,0,0,0,0,0,0,0,0,0,0
1546,796,790,413,519,0,0,0,0,0,0,0,0,0
874,1416,442,348,113,1456,1152,198,769,754,348,0,0,0
408,1451,0,0,0,0,0,0,0,0,0,0,0,0
1076,439,0,0,0,0,0,0,0,0,0,0,0,0
879,1031,1197,267,0,0,0,0,0,0,0,0,0,0
592,492,893,0,0,0,0,0,0,0,0,0,0,0
1275,1373,435,340,353,1621,972,900,339,0,0,0,0,0
1512,541,1368,360,0,0,0,0,0,0,0,0,0,0
1451,614,559,1633,1209,0,0,0,0,0,0,0,0,0
1203,1203,295,1345,378,61,1132,0,0,0,0,0,0,0
169,33,916,1358,0,0,0,0,0,0,0,0,0,0
994,261,697,1170,0,0,0,0,0,0,0,0,0,0
719,908,707,1124,0,0,0,0,0,0,0,0,0,0
733,1261,620,1075,1065,348,670,1524,0,0,0,0,0,0
610,1022,769,401,0,0,0,0,0,0,0,0,0,0
1572,1438,0,0,0,0,0,0,0,0,0,0,0,0
1002,771,1219,1546,598,1581,723,0,0,0,0,0,0,0
576,104,639,1251,796,0,0,0,0,0,0,0,0,0
530,573,1578,258,1626,1057,0,0,0,0,0,0,0,0
1287,1501,131,1333,1486,876,1631,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,1629,1140,1307,764,1565,1125,0,0,0,0,0,0,0
662,1229,661,35,553,0,0,0,0,0,0,0,0,0
932,519,846,1330,658,0,0,0,0,0,0,0,0,0
1224,726,812,407,1192,801,188,0,0,0,0,0,0,0
133,254,1544,793,922,187,1609,1593,1407,1343,1535,0,0,0
1408,403,912,0,0,0,0,0,0,0,0,0,0,0
495,494,1037,-1,216,1092,953,0,0,0,0,0,0,0
599,509,885,1557,1089,0,0,0,0,0,0,0,0,0
1626,592,893,1200,307,162,606,702,0,0,0,0,0,0
1051,847,1329,315,187,0,0,0,0,0,0,0,0,0
1562,104,1132,947,579,1635,0,0,0,0,0,0,0,0
240,1076,541,388,39,843,804,476,1456,200,0,0,0,0
1006,-1,861,713,131,0,0,0,0,0,0,0,0,0
1275,795,278,299,0,0,0,0,0,0,0,0,0,0
1280,737,88,0,0,0,0,0,0,0,0,0,0,0
706,1108,0,0,0,0,0,0,0,0,0,0,0,0
916,403,1112,764,0,0,0,0,0,0,0,0,0,0
995,1242,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,1104,1557,873,1144,794,0,0,0,0,0,0,0,0
29,866,1243,1017,0,0,0,0,0,0,0,0,0,0
937,119,437,1524,1436,353,624,0,0,0,0,0,0,0
520,1292,553,230,1608,1351,339,1292,0,0,0,0,0,0
1405,724,0,0,0,0,0,0,0,0,0,0,0,0
662,145,637,0,0,0,0,0,0,0,0,0,0,0
580,483,982,605,84,179,0,0,0,0,0,0,0,0
829,726,499,628,0,0,0,0,0,0,0,0,0,0
113,203,1368,1395,1192,1440,1075,194,912,645,0,0,0,0
384,1611,498,814,1016,0,0,0,0,0,0,0,0,0
341,738,407,397,1262,372,1096,0,0,0,0,0,0,0
719,1036,1369,1493,371,441,834,198,0,0,0,0,0,0
728,600,1620,1095,61,308,752,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0,0,0,0
315,400,541,1124,1117,133,0,0,0,0,0,0,0,0
240,258,425,821,546,0,0,0,0,0,0,0,0,0
1373,177,0,0,0,0,0,0,0,0,0,0,0,0
1609,1044,804,1488,1486,198,0,0,0,0,0,0,0,0
1275,372,408,1343,1535,0,0,0,0,0,0,0,0,0
1533,467,168,348,696,959,346,0,0,0,0,0,0,0
35,313,976,86,834,848,0,0,0,0,0,0,0,0
1461,1562,766,1415,628,972,987,977,0,0,0,0,0,0
1086,1511,0,0,0,0,0,0,0,0,0,0,0,0
109,995,1440,900,1096,0,0,0,0,0,0,0,0,0
203,1108,0,0,0,0,0,0,0,0,0,0,0,0
869,1242,606,278,605,10,0,0,0,0,0,0,0,0
733,1089,691,624,1356,0,0,0,0,0,0,0,0,0
131,33,441,1512,0,0,0,0,0,0,0,0,0,0
295,614,1503,1203,1347,0,0,0,0,0,0,0,0,0
1119,1031,706,55,820,0,0,0,0,0,0,0,0,0
1037,12,785,1171,0,0,0,0,0,0,0,0,0,0
5,1051,578,0,0,0,0,0,0,0,0,0,0,0
715,1027,143,175,483,1349,1536,0,0,0,0,0,0,0
405,1111,446,530,415,1087,316,403,0,0,0,0,0,0
661,792,1329,1332,667,1209,0,0,0,0,0,0,0,0
793,1147,935,0,0,0,0,0,0,0,0,0,0,0
829,724,1144,0,0,0,0,0,0,0,0,0,0,0
1385,1006,659,67,1472,1622,707,1341,0,0,0,0,0,0
1636,1123,1197,840,919,0,0,0,0,0,0,0,0,0
1071,1256,1112,801,800,0,0,0,0,0,0,0,0,0
304,1051,670,340,1625,754,299,0,0,0,0,0,0,0
1202,606,1333,580,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,845,131,834,565,1035,339,0,0,0,0,0,0,0
485,1505,211,0,0,0,0,0,0,0,0,0,0,0
91,618,441,198,959,384,1125,1299,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,400,1580,1581,476,570,1017,1171,134,1626,0,0,0,0
601,388,1065,492,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1405,827,1242,1351,0,0,0,0,0,0,0,0,0
39,113,1317,0,0,0,0,0,0,0,0,0,0,0
346,86,696,0,0,0,0,0,0,0,0,0,0,0
1143,1170,46,749,1532,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,807,585,368,0,0,0,0,0,0,0,0,0,0
1057,1414,0,0,0,0,0,0,0,0,0,0,0,0
1327,873,1522,1200,912,0,0,0,0,0,0,0,0,0
604,348,1395,0,0,0,0,0,0,0,0,0,0,0
292,104,0,0,0,0,0,0,0,0,0,0,0,0
1392,530,6,1075,1371,12,0,0,0,0,0,0,0,0
1520,872,1232,0,0,0,0,0,0,0,0,0,0,0
1203,46,1209,843,86,1411,0,0,0,0,0,0,0,0
708,441,283,198,249,599,1013,977,0,0,0,0,0,0
388,1019,88,1158,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1192,1562,1426,1303,1370,1427,0,0,0,0,0,0,0
1080,576,692,567,1092,0,0,0,0,0,0,0,0,0
1199,519,1620,1373,559,0,0,0,0,0,0,0,0,0
1017,592,602,12,654,0,0,0,0,0,0,0,0,0
1609,1519,235,658,659,1405,0,0,0,0,0,0,0,0
313,1578,442,1422,-1,798,0,0,0,0,0,0,0,0
793,1202,343,0,0,0,0,0,0,0,0,0,0,0
-1,131,1312,431,1530,0,0,0,0,0,0,0,0,0
580,1262,29,1152,0,0,0,0,0,0,0,0,0,0
1605,1456,601,134,0,0,0,0,0,0,0,0,0,0
179,1544,401,67,752,820,1535,0,0,0,0,0,0,0
1221,1197,719,446,0,0,0,0,0,0,0,0,0,0
792,1565,1275,0,0,0,0,0,0,0,0,0,0,0
618,91,162,1486,1527,543,0,0,0,0,0,0,0,0
1089,1125,1522,0,0,0,0,0,0,0,0,0,0,0
565,1111,1626,642,0,0,0,0,0,0,0,0,0,0
623,628,675,0,0,0,0,0,0,0,0,0,0,0
384,869,706,253,0,0,0,0,0,0,0,0,0,0
142,1347,895,261,1170,1611,605,604,0,0,0,0,0,0
1593,713,100,1139,1075,546,1460,1631,599,719,0,0,0,0
955,1557,1203,265,1299,1066,0,0,0,0,0,0,0,0
519,620,194,0,0,0,0,0,0,0,0,0,0,0
1076,316,691,395,1070,0,0,0,0,0,0,0,0,0
749,113,0,0,0,0,0,0,0,0,0,0,0,0
1087,1227,1260,1609,84,1351,1243,1472,0,0,0,0,0,0
1144,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1488,633,847,848,203,55,0,0,0,0,0,0,0
916,792,1319,499,726,683,642,1013,0,0,0,0,0,0
858,873,1370,1242,0,0,0,0,0,0,0,0,0,0
766,1065,0,0,0,0,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0,0,0,0,0,0
315,439,559,1159,1330,0,0,0,0,0,0,0,0,0
492,1149,708,584,0,0,0,0,0,0,0,0,0,0
801,1422,467,1511,67,0,0,0,0,0,0,0,0,0
5,6,1356,0,0,0,0,0,0,0,0,0,0,0
1031,166,35,0,0,0,0,0,0,0,0,0,0,0
627,659,1295,1519,1400,1051,1199,1261,0,0,0,0,0,0
1098,1533,1047,119,1258,601,388,292,0,0,0,0,0,0
64,728,392,843,1358,299,407,0,0,0,0,0,0,0
1176,360,1349,888,1347,307,10,0,0,0,0,0,0,0
184,1546,579,145,485,0,0,0,0,0,0,0,0,0
895,1629,490,778,1384,778,0,0,0,0,0,0,0,0
804,1385,635,1555,1080,1287,1555,0,0,0,0,0,0,0
497,1349,1326,1400,1272,1271,0,0,0,0,0,0,0,0
488,731,346,184,869,839,0,0,0,0,0,0,0,0
435,5,0,0,0,0,0,0,0,0,0,0,0,0
642,749,0,0,0,0,0,0,0,0,0,0,0,0
1076,866,159,0,0,0,0,0,0,0,0,0,0,0
520,999,162,591,591,1535,0,0,0,0,0,0,0,0
1261,530,508,659,0,0,0,0,0,0,0,0,0,0
1478,916,1155,373,1171,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,84,157,980,708,0,0,0,0,0,0,0,0,0
796,1015,476,88,801,194,1192,0,0,0,0,0,0,0
620,283,372,972,425,1075,1031,1436,0,0,0,0,0,0
12,492,0,0,0,0,0,0,0,0,0,0,0,0
6,410,908,883,485,0,0,0,0,0,0,0,0,0
1051,1070,203,1562,0,0,0,0,0,0,0,0,0,0
86,1089,584,821,431,0,0,0,0,0,0,0,0,0
1242,397,1112,0,0,0,0,0,0,0,0,0,0,0
1250,702,718,1545,0,0,0,0,0,0,0,0,0,0
143,133,1243,667,1423,1374,1148,737,1095,960,0,0,0,0
24,39,670,919,360,0,0,0,0,0,0,0,0,0
427,166,1578,1532,1079,1009,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,1505,83,959,879,0,0,0,0,0,0,0,0,0
771,1472,778,1317,1275,1044,145,683,0,0,0,0,0,0
68,184,1609,737,12,0,0,0,0,0,0,0,0,0
1080,211,1282,1371,0,0,0,0,0,0,0,0,0,0
495,211,240,63,1032,1036,0,0,0,0,0,0,0,0
932,1061,821,258,1368,0,0,0,0,0,0,0,0,0
1631,210,814,0,0,0,0,0,0,0,0,0,0,0
1503,162,267,801,1065,1519,0,0,0,0,0,0,0,0
848,198,798,388,1620,916,0,0,0,0,0,0,0,0
858,857,435,0,0,0,0,0,0,0,0,0,0,0
1328,64,1256,812,1147,922,0,0,0,0,0,0,0,0
738,1562,872,372,35,253,1405,1013,0,0,0,0,0,0
373,203,785,576,278,987,749,1351,1341,0,0,0,0,0
346,1000,1629,804,0,0,0,0,0,0,0,0,0,0
726,164,164,0,0,0,0,0,0,0,0,0,0,0
684,763,1272,216,895,341,0,0,0,0,0,0,0,0
662,1171,134,1132,1202,900,55,0,0,0,0,0,0,0
439,1384,592,254,348,0,0,0,0,0,0,0,0,0
883,561,1119,1200,605,728,0,0,0,0,0,0,0,0
1526,1087,888,0,0,0,0,0,0,0,0,0,0,0
1395,708,84,1152,1633,1037,1436,283,304,0,0,0,0,0
1333,403,869,46,371,1051,0,0,0,0,0,0,0,0
1329,1317,1635,995,1242,1243,707,1027,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,29,606,307,0,0,0,0,0,0,0,0,0,0
559,1555,1307,1086,639,0,0,0,0,0,0,0,0,0
261,1024,1572,485,0,0,0,0,0,0,0,0,0,0
872,1317,508,198,764,509,0,0,0,0,0,0,0,0
109,1533,1015,541,843,790,0,0,0,0,0,0,0,0
389,1027,403,598,336,1096,484,0,0,0,0,0,0,0
299,1060,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,1192,1423,0,0,0,0,0,0,0,0,0,0,0
172,1580,1328,0,0,0,0,0,0,0,0,0,0,0
39,133,372,1333,0,0,0,0,0,0,0,0,0,0
