1622,919,442,403,397,407,1086,1327,606,994,401,415,1086,682
728,778,1224,373,601,843,1172,1562,912,776,0,0,0,0
713,718,12,641,1565,666,1593,754,0,0,0,0,0,0
492,1011,-1,1096,467,249,1256,0,0,0,0,0,0,0
833,348,869,39,723,749,1633,1089,833,1089,0,0,0,0
1456,1626,715,567,1124,248,1148,1147,567,0,0,0,0,0
873,353,846,1544,633,371,1526,295,598,108,0,0,0,0
384,327,661,113,203,307,1328,1405,1098,68,1557,328,661,203
1080,1317,67,38,0,0,0,0,0,0,0,0,0,0
764,579,372,86,35,0,0,0,0,0,0,0,0,0
1572,485,392,1496,1395,888,1351,760,848,0,0,0,0,0
771,796,707,389,283,659,1271,1272,1580,1203,807,0,0,0
1251,1341,861,726,726,576,858,1373,0,0,0,0,0,0
1545,932,1117,278,104,1345,131,0,0,0,0,0,0,0
188,316,804,733,46,885,0,0,0,0,0,0,0,0
211,570,509,509,1451,199,893,1294,592,592,0,0,0,0
166,1420,498,834,559,405,0,0,0,0,0,0,0,0
496,977,1111,600,488,446,1333,1019,61,179,1301,0,0,0
84,561,343,1330,847,1070,1047,561,0,0,0,0,0,0
340,341,1532,1628,1132,670,1149,1095,1095,1628,0,0,0,0
495,33,1060,988,814,1031,1536,541,388,0,0,0,0,0
878,134,642,627,1108,1242,119,1384,0,0,0,0,0,0
1022,1021,6,410,1581,1092,947,0,0,0,0,0,0,0
1522,872,1112,546,94,900,1192,976,1015,0,0,0,0,0
987,999,565,1327,417,809,1284,1013,682,0,0,0,0,0
199,442,769,1031,702,713,171,752,295,0,0,0,0,0
580,1035,483,912,1317,0,0,0,0,0,0,0,0,0
1194,1392,1199,733,1009,1147,0,0,0,0,0,0,0,0
388,1328,541,749,1535,642,1618,1358,761,1608,0,0,0,0
697,1092,1356,145,766,1533,1065,847,0,0,0,0,0,0
1522,1486,585,1275,691,1089,179,0,0,0,0,0,0,0
1124,1478,1192,833,764,0,0,0,0,0,0,0,0,0
223,719,188,578,0,0,0,0,0,0,0,0,0,0
280,1215,283,829,392,142,848,1123,0,0,0,0,0,0
989,1051,684,1158,1423,0,0,0,0,0,0,0,0,0
485,576,1395,1143,292,292,901,1609,0,0,0,0,0,0
1149,605,33,83,1047,1620,559,1119,1197,0,0,0,0,0
415,814,1407,1016,614,1562,0,0,0,0,0,0,0,0
429,1557,1132,783,754,100,1144,340,0,0,0,0,0,0
660,467,1438,0,0,0,0,0,0,0,0,0,0,0
1075,1171,1400,194,346,959,0,0,0,0,0,0,0,0
861,996,982,873,1460,131,0,0,0,0,0,0,0,0
1515,858,888,84,561,0,0,0,0,0,0,0,0,0
1251,91,1108,1096,821,0,0,0,0,0,0,0,0,0
328,801,1070,125,373,1022,0,0,0,0,0,0,0,0
1501,1349,1496,446,230,0,0,0,0,0,0,0,0,0
843,726,1451,508,670,689,553,0,0,0,0,0,0,0
1326,908,200,972,371,113,210,1331,0,0,0,0,0,0
168,408,1143,953,1488,848,1143,336,0,0,0,0,0,0
1493,995,919,1326,1562,1075,1119,61,413,0,0,0,0,0
1238,1149,1408,879,1095,1423,0,0,0,0,0,0,0,0
801,641,304,1060,1629,1194,0,0,0,0,0,0,0,0
1628,807,35,1080,1407,0,0,0,0,0,0,0,0,0
1048,590,1349,666,804,492,0,0,0,0,0,0,0,0
498,960,278,1152,1522,1351,255,1478,829,947,0,0,0,0
1243,530,1044,0,0,0,0,0,0,0,0,0,0,0
605,417,706,401,425,194,159,580,1242,585,0,0,0,0
561,248,1098,667,843,1520,1626,940,912,0,0,0,0,0
1172,1192,670,1009,0,0,0,0,0,0,0,0,0,0
576,1124,708,403,488,1572,249,809,24,783,1036,1032,0,0
83,1071,94,726,0,0,0,0,0,0,0,0,0,0
916,84,485,0,0,0,0,0,0,0,0,0,0,0
1546,184,1076,0,0,0,0,0,0,0,0,0,0,0
162,769,1013,216,1022,1079,13,1070,1438,1519,846,0,0,0
1395,1319,-1,441,0,0,0,0,0,0,0,0,0,0
143,883,1581,1271,873,999,0,0,0,0,0,0,0,0
637,1358,1125,1144,1139,0,0,0,0,0,0,0,0,0
1021,959,1392,833,776,0,0,0,0,0,0,0,0,0
230,407,384,1501,397,315,5,39,0,0,0,0,0,0
199,1587,861,483,1565,171,1368,1331,0,0,0,0,0,0
1330,157,467,719,145,1578,261,1027,0,0,0,0,0,0
1315,635,760,1184,1403,1536,755,0,0,0,0,0,0,0
134,1243,490,467,10,1147,441,1275,483,340,1022,0,0,0
932,1349,769,1592,0,0,0,0,0,0,0,0,0,0
1200,38,1152,1176,216,39,1312,1301,1176,0,0,0,0,0
1317,75,601,591,591,1535,1327,0,0,0,0,0,0,0
1256,660,849,976,1486,1522,261,0,0,0,0,0,0,0
702,1087,24,501,1089,691,179,1629,6,559,200,0,0,0
1511,1194,499,368,796,0,0,0,0,0,0,0,0,0
565,199,776,230,0,0,0,0,0,0,0,0,0,0
1329,476,728,1633,661,959,0,0,0,0,0,0,0,0
699,1527,145,1203,833,0,0,0,0,0,0,0,0,0
1557,390,372,373,1260,667,-1,0,0,0,0,0,0,0
620,1192,1048,488,1027,912,876,0,0,0,0,0,0,0
1202,947,119,1250,0,0,0,0,0,0,0,0,0,0
1295,1092,492,1423,0,0,0,0,0,0,0,0,0,0
585,512,0,0,0,0,0,0,0,0,0,0,0,0
1272,1155,0,0,0,0,0,0,0,0,0,0,0,0
1420,346,343,1501,598,0,0,0,0,0,0,0,0,0
692,442,0,0,0,0,0,0,0,0,0,0,0,0
1002,869,706,68,963,1044,223,1392,0,0,0,0,0,0
658,654,1065,1609,194,353,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,1061,812,812,278,61,1328,0,0,0,0,0,0,0
919,1172,1132,929,0,0,0,0,0,0,0,0,0,0
1036,1227,91,46,348,0,0,0,0,0,0,0,0,0
131,1119,1071,1456,1251,184,33,0,0,0,0,0,0,0
1405,265,1215,248,0,0,0,0,0,0,0,0,0,0
1299,804,1021,172,0,0,0,0,0,0,0,0,0,0
1488,1532,1242,715,696,1403,1015,766,1618,0,0,0,0,0
1036,223,627,392,0,0,0,0,0,0,0,0,0,0
400,466,1373,353,1200,1275,39,637,304,605,0,0,0,0
1426,199,408,0,0,0,0,0,0,0,0,0,0,0
1580,1197,922,714,0,0,0,0,0,0,0,0,0,0
1113,869,340,1271,1057,0,0,0,0,0,0,0,0,0
397,1132,343,0,0,0,0,0,0,0,0,0,0,0
10,883,585,776,980,0,0,0,0,0,0,0,0,0
794,785,622,188,0,0,0,0,0,0,0,0,0,0
179,1312,591,295,559,1284,1448,1611,728,639,307,1448,833,0
1496,427,427,1635,395,0,0,0,0,0,0,0,0,0
1092,982,157,0,0,0,0,0,0,0,0,0,0,0
323,446,495,1392,0,0,0,0,0,0,0,0,0,0
1544,633,752,1245,974,0,0,0,0,0,0,0,0,0
1176,628,1016,858,866,1086,0,0,0,0,0,0,0,0
726,145,327,683,988,1527,0,0,0,0,0,0,0,0
723,885,1075,439,1562,834,0,0,0,0,0,0,0,0
1395,1125,1581,1423,1238,0,0,0,0,0,0,0,0,0
642,1343,827,240,0,0,0,0,0,0,0,0,0,0
778,1486,916,509,929,1633,55,947,1621,1536,0,0,0,0
-1,108,660,484,0,0,0,0,0,0,0,0,0,0
1422,425,922,1089,1013,442,179,569,1625,0,0,0,0,0
689,1544,162,5,1173,0,0,0,0,0,0,0,0,0
706,139,1303,561,1227,598,995,0,0,0,0,0,0,0
692,1395,585,0,0,0,0,0,0,0,0,0,0,0
999,953,1460,1246,63,338,278,0,0,0,0,0,0,0
994,131,0,0,0,0,0,0,0,0,0,0,0,0
1436,1536,726,1022,0,0,0,0,0,0,0,0,0,0
